,Mean,data,for,UKR,Province=,2:,"Chernihiv,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.475,294.83,","68.51,","61.64,",65.08,,,,,,,,,,,,,,,,
844,1998,28.0,"0.477,295.11,","73.44,","61.89,",67.67,,,,,,,,,,,,,,,,
845,1998,29.0,"0.481,295.61,","80.41,","60.49,",70.45,,,,,,,,,,,,,,,,
846,1998,30.0,"0.479,295.78,","83.49,","61.20,",72.34,,,,,,,,,,,,,,,,
847,1998,31.0,"0.466,295.14,","79.56,","66.37,",72.96,,,,,,,,,,,,,,,,
848,1998,32.0,"0.447,294.04,","73.12,","73.78,",73.45,,,,,,,,,,,,,,,,
849,1998,33.0,"0.431,292.93,","68.00,","77.66,",72.83,,,,,,,,,,,,,,,,
850,1998,34.0,"0.421,292.04,","67.36,","75.25,",71.31,,,,,,,,,,,,,,,,
851,1998,35.0,"0.413,291.44,","69.89,","66.66,",68.27,,,,,,,,,,,,,,,,
852,1998,36.0,"0.402,290.40,","73.07,","60.50,",66.78,,,,,,,,,,,,,,,,
853,1998,37.0,"0.392,289.23,","79.66,","56.09,",67.88,,,,,,,,,,,,,,,,
854,1998,38.0,"0.377,287.89,","84.00,","54.10,",69.05,,,,,,,,,,,,,,,,
855,1998,39.0,"0.356,285.84,","84.80,","58.38,",71.59,,,,,,,,,,,,,,,,
856,1998,40.0,"0.329,283.49,","83.81,","63.38,",73.59,,,,,,,,,,,,,,,,
857,1998,41.0,"0.292,281.00,","77.45,","68.48,",72.97,,,,,,,,,,,,,,,,
858,1998,42.0,"0.251,278.26,","68.58,","74.15,",71.36,,,,,,,,,,,,,,,,
859,1998,43.0,"0.213,275.21,","61.00,","75.43,",68.21,,,,,,,,,,,,,,,,
860,1998,44.0,"0.173,271.49,","52.71,","77.04,",64.87,,,,,,,,,,,,,,,,
861,1998,45.0,"0.135,267.48,","42.35,","80.00,",61.17,,,,,,,,,,,,,,,,
862,1998,46.0,"0.105,263.46,","32.66,","80.44,",56.55,,,,,,,,,,,,,,,,
863,1998,47.0,"0.087,260.10,","28.69,","79.48,",54.09,,,,,,,,,,,,,,,,
864,1998,48.0,"0.073,258.00,","24.59,","75.77,",50.18,,,,,,,,,,,,,,,,
865,1998,49.0,"0.063,256.16,","21.24,","74.35,",47.8,,,,,,,,,,,,,,,,
866,1998,50.0,"0.058,254.82,","21.42,","74.33,",47.87,,,,,,,,,,,,,,,,
867,1998,51.0,"0.054,254.48,","21.84,","72.25,",47.04,,,,,,,,,,,,,,,,
868,1998,52.0,"0.050,254.66,","20.90,","68.82,",44.86,,,,,,,,,,,,,,,,
869,1999,1.0,"0.047,254.70,","21.54,","65.10,",43.32,,,,,,,,,,,,,,,,
870,1999,2.0,"0.047,254.17,","22.28,","67.76,",45.02,,,,,,,,,,,,,,,,
871,1999,3.0,"0.049,253.32,","24.60,","73.71,",49.15,,,,,,,,,,,,,,,,
872,1999,4.0,"0.052,252.23,","29.04,","79.81,",54.43,,,,,,,,,,,,,,,,
873,1999,5.0,"0.055,252.12,","34.01,","82.94,",58.47,,,,,,,,,,,,,,,,
874,1999,6.0,"0.059,253.31,","36.32,","83.65,",59.98,,,,,,,,,,,,,,,,
875,1999,7.0,"0.066,256.21,","37.16,","80.93,",59.04,,,,,,,,,,,,,,,,
876,1999,8.0,"0.075,259.95,","38.23,","74.40,",56.31,,,,,,,,,,,,,,,,
877,1999,9.0,"0.087,264.59,","41.15,","61.10,",51.13,,,,,,,,,,,,,,,,
878,1999,10.0,"0.108,269.39,","47.59,","47.30,",47.44,,,,,,,,,,,,,,,,
879,1999,11.0,"0.134,273.34,","55.55,","36.59,",46.07,,,,,,,,,,,,,,,,
880,1999,12.0,"0.162,277.21,","62.63,","30.04,",46.34,,,,,,,,,,,,,,,,
881,1999,13.0,"0.189,280.68,","68.93,","24.87,",46.9,,,,,,,,,,,,,,,,
882,1999,14.0,"0.221,283.45,","76.02,","21.91,",48.97,,,,,,,,,,,,,,,,
883,1999,15.0,"0.255,285.69,","81.84,","23.09,",52.47,,,,,,,,,,,,,,,,
884,1999,16.0,"0.292,287.70,","84.48,","27.54,",56.01,,,,,,,,,,,,,,,,
885,1999,17.0,"0.329,289.11,","85.17,","37.98,",61.57,,,,,,,,,,,,,,,,
886,1999,18.0,"0.366,290.11,","85.38,","48.58,",66.98,,,,,,,,,,,,,,,,
887,1999,19.0,"0.400,291.33,","85.61,","52.13,",68.87,,,,,,,,,,,,,,,,
888,1999,20.0,"0.433,292.64,","86.75,","51.78,",69.27,,,,,,,,,,,,,,,,
889,1999,21.0,"0.460,294.43,","88.14,","42.11,",65.13,,,,,,,,,,,,,,,,
890,1999,22.0,"0.477,295.99,","87.13,","30.39,",58.76,,,,,,,,,,,,,,,,
891,1999,23.0,"0.488,297.08,","84.55,","23.12,",53.83,,,,,,,,,,,,,,,,
892,1999,24.0,"0.493,297.74,","81.17,","19.35,",50.26,,,,,,,,,,,,,,,,
893,1999,25.0,"0.491,298.09,","77.39,","18.79,",48.09,,,,,,,,,,,,,,,,
894,1999,26.0,"0.484,298.18,","72.29,","21.54,",46.91,,,,,,,,,,,,,,,,
895,1999,27.0,"0.473,297.84,","66.27,","29.68,",47.97,,,,,,,,,,,,,,,,
896,1999,28.0,"0.460,297.38,","61.95,","38.77,",50.36,,,,,,,,,,,,,,,,
897,1999,29.0,"0.443,296.77,","56.26,","49.16,",52.71,,,,,,,,,,,,,,,,
898,1999,30.0,"0.429,296.17,","53.06,","57.53,",55.3,,,,,,,,,,,,,,,,
899,1999,31.0,"0.418,295.28,","50.61,","65.01,",57.81,,,,,,,,,,,,,,,,
900,1999,32.0,"0.414,294.40,","52.81,","70.08,",61.45,,,,,,,,,,,,,,,,
901,1999,33.0,"0.417,293.86,","59.91,","67.75,",63.83,,,,,,,,,,,,,,,,
902,1999,34.0,"0.420,293.50,","67.07,","58.12,",62.6,,,,,,,,,,,,,,,,
903,1999,35.0,"0.411,292.60,","69.06,","52.53,",60.8,,,,,,,,,,,,,,,,
904,1999,36.0,"0.401,291.79,","72.38,","43.95,",58.16,,,,,,,,,,,,,,,,
905,1999,37.0,"0.384,291.10,","75.66,","33.64,",54.65,,,,,,,,,,,,,,,,
906,1999,38.0,"0.356,289.87,","72.69,","28.92,",50.81,,,,,,,,,,,,,,,,
907,1999,39.0,"0.319,287.77,","64.41,","32.89,",48.65,,,,,,,,,,,,,,,,
908,1999,40.0,"0.280,284.74,","54.94,","46.64,",50.79,,,,,,,,,,,,,,,,
909,1999,41.0,"0.240,281.19,","45.09,","65.64,",55.37,,,,,,,,,,,,,,,,
910,1999,42.0,"0.203,278.19,","37.58,","74.81,",56.19,,,,,,,,,,,,,,,,
911,1999,43.0,"0.170,275.35,","32.77,","73.88,",53.32,,,,,,,,,,,,,,,,
912,1999,44.0,"0.140,272.97,","30.03,","64.21,",47.12,,,,,,,,,,,,,,,,
913,1999,45.0,"0.115,270.48,","27.55,","58.14,",42.84,,,,,,,,,,,,,,,,
914,1999,46.0,"0.094,268.65,","23.62,","48.30,",35.96,,,,,,,,,,,,,,,,
915,1999,47.0,"0.078,267.30,","20.59,","41.07,",30.83,,,,,,,,,,,,,,,,
916,1999,48.0,"0.066,266.22,","18.43,","37.69,",28.06,,,,,,,,,,,,,,,,
917,1999,49.0,"0.063,265.61,","20.92,","34.50,",27.71,,,,,,,,,,,,,,,,
918,1999,50.0,"0.060,265.15,","22.66,","31.83,",27.25,,,,,,,,,,,,,,,,
919,1999,51.0,"0.053,264.41,","19.85,","30.72,",25.29,,,,,,,,,,,,,,,,
920,1999,52.0,"0.048,263.79,","18.82,","30.10,",24.46,,,,,,,,,,,,,,,,
921,2000,1.0,"0.044,262.34,","18.62,","31.06,",24.84,,,,,,,,,,,,,,,,
922,2000,2.0,"0.040,261.43,","14.43,","34.73,",24.58,,,,,,,,,,,,,,,,
923,2000,3.0,"0.037,260.59,","11.60,","41.34,",26.47,,,,,,,,,,,,,,,,
924,2000,4.0,"0.037,260.27,","12.79,","46.45,",29.62,,,,,,,,,,,,,,,,
925,2000,5.0,"0.037,260.40,","14.78,","50.68,",32.73,,,,,,,,,,,,,,,,
926,2000,6.0,"0.039,260.88,","16.61,","54.70,",35.66,,,,,,,,,,,,,,,,
927,2000,7.0,"0.041,262.28,","16.28,","56.62,",36.45,,,,,,,,,,,,,,,,
928,2000,8.0,"0.045,264.19,","16.97,","56.54,",36.75,,,,,,,,,,,,,,,,
929,2000,9.0,"0.054,266.20,","20.35,","54.96,",37.66,,,,,,,,,,,,,,,,
930,2000,10.0,"0.068,268.38,","24.76,","52.98,",38.87,,,,,,,,,,,,,,,,
931,2000,11.0,"0.083,270.73,","28.45,","49.53,",38.99,,,,,,,,,,,,,,,,
932,2000,12.0,"0.100,273.85,","31.35,","46.24,",38.8,,,,,,,,,,,,,,,,
933,2000,13.0,"0.124,277.55,","36.44,","41.00,",38.72,,,,,,,,,,,,,,,,
934,2000,14.0,"0.157,281.11,","43.78,","35.85,",39.81,,,,,,,,,,,,,,,,
935,2000,15.0,"0.200,284.67,","53.47,","30.71,",42.09,,,,,,,,,,,,,,,,
936,2000,16.0,"0.258,287.42,","67.23,","30.25,",48.74,,,,,,,,,,,,,,,,
937,2000,17.0,"0.321,289.62,","80.57,","33.37,",56.97,,,,,,,,,,,,,,,,
938,2000,18.0,"0.365,291.05,","83.78,","39.12,",61.45,,,,,,,,,,,,,,,,
939,2000,19.0,"0.394,291.99,","81.22,","45.18,",63.2,,,,,,,,,,,,,,,,
940,2000,20.0,"0.415,292.71,","76.70,","50.94,",63.82,,,,,,,,,,,,,,,,
941,2000,21.0,"0.435,293.55,","73.52,","51.50,",62.51,,,,,,,,,,,,,,,,
942,2000,22.0,"0.450,294.23,","70.08,","48.60,",59.34,,,,,,,,,,,,,,,,
943,2000,23.0,"0.457,294.44,","64.29,","50.59,",57.44,,,,,,,,,,,,,,,,
944,2000,24.0,"0.462,294.46,","60.39,","54.81,",57.6,,,,,,,,,,,,,,,,
945,2000,25.0,"0.459,294.32,","55.58,","61.21,",58.4,,,,,,,,,,,,,,,,
946,2000,26.0,"0.453,294.21,","51.52,","65.35,",58.43,,,,,,,,,,,,,,,,
947,2000,27.0,"0.442,293.85,","46.06,","71.45,",58.76,,,,,,,,,,,,,,,,
948,2000,28.0,"0.430,293.53,","42.62,","77.41,",60.02,,,,,,,,,,,,,,,,
949,2000,29.0,"0.423,293.31,","43.16,","82.51,",62.84,,,,,,,,,,,,,,,,
950,2000,30.0,"0.421,293.41,","48.10,","83.30,",65.7,,,,,,,,,,,,,,,,
951,2000,31.0,"0.415,293.16,","49.26,","84.93,",67.09,,,,,,,,,,,,,,,,
952,2000,32.0,"0.405,292.64,","47.11,","87.21,",67.16,,,,,,,,,,,,,,,,
953,2000,33.0,"0.390,292.10,","43.85,","85.97,",64.91,,,,,,,,,,,,,,,,
954,2000,34.0,"0.370,291.11,","39.07,","84.85,",61.96,,,,,,,,,,,,,,,,
955,2000,35.0,"0.343,289.46,","33.22,","86.56,",59.89,,,,,,,,,,,,,,,,
956,2000,36.0,"0.323,287.97,","32.60,","84.45,",58.53,,,,,,,,,,,,,,,,
957,2000,37.0,"0.305,286.74,","34.63,","81.82,",58.22,,,,,,,,,,,,,,,,
958,2000,38.0,"0.288,286.10,","36.43,","74.71,",55.57,,,,,,,,,,,,,,,,
959,2000,39.0,"0.273,285.65,","39.36,","60.48,",49.92,,,,,,,,,,,,,,,,
960,2000,40.0,"0.256,284.84,","41.64,","45.60,",43.62,,,,,,,,,,,,,,,,
961,2000,41.0,"0.231,283.58,","40.48,","34.51,",37.49,,,,,,,,,,,,,,,,
962,2000,42.0,"0.198,281.80,","35.15,","31.20,",33.17,,,,,,,,,,,,,,,,
963,2000,43.0,"0.163,279.88,","29.93,","27.09,",28.51,,,,,,,,,,,,,,,,
964,2000,44.0,"0.125,277.87,","22.38,","20.94,",21.66,,,,,,,,,,,,,,,,
965,2000,45.0,"0.100,276.09,","20.21,","16.88,",18.55,,,,,,,,,,,,,,,,
966,2000,46.0,"0.083,274.60,","19.78,","11.82,",15.8,,,,,,,,,,,,,,,,
967,2000,47.0,"0.070,273.03,","19.60,","10.74,",15.17,,,,,,,,,,,,,,,,
968,2000,48.0,"0.063,272.05,","21.03,","10.84,",15.93,,,,,,,,,,,,,,,,
969,2000,49.0,"0.064,271.26,","24.75,","10.85,",17.8,,,,,,,,,,,,,,,,
970,2000,50.0,"0.060,269.82,","27.20,","12.97,",20.09,,,,,,,,,,,,,,,,
971,2000,51.0,"0.056,268.51,","26.66,","14.09,",20.37,,,,,,,,,,,,,,,,
972,2000,52.0,"0.094,267.33,","66.21,","15.57,",40.89,,,,,,,,,,,,,,,,
973,2001,1.0,"0.092,265.67,","71.93,","17.17,",44.55,,,,,,,,,,,,,,,,
974,2001,2.0,"0.084,264.04,","65.86,","23.48,",44.67,,,,,,,,,,,,,,,,
975,2001,3.0,"0.078,262.79,","56.47,","31.63,",44.05,,,,,,,,,,,,,,,,
976,2001,4.0,"0.072,262.63,","50.26,","36.57,",43.42,,,,,,,,,,,,,,,,
977,2001,5.0,"0.070,262.78,","48.31,","41.45,",44.88,,,,,,,,,,,,,,,,
978,2001,6.0,"0.072,263.29,","47.25,","45.64,",46.45,,,,,,,,,,,,,,,,
979,2001,7.0,"0.074,264.01,","43.04,","50.17,",46.6,,,,,,,,,,,,,,,,
980,2001,8.0,"0.081,265.39,","42.65,","51.95,",47.3,,,,,,,,,,,,,,,,
981,2001,9.0,"0.094,267.75,","45.69,","48.74,",47.21,,,,,,,,,,,,,,,,
982,2001,10.0,"0.113,270.73,","51.40,","43.49,",47.45,,,,,,,,,,,,,,,,
983,2001,11.0,"0.141,274.20,","59.84,","34.78,",47.31,,,,,,,,,,,,,,,,
984,2001,12.0,"0.172,277.58,","68.32,","29.89,",49.11,,,,,,,,,,,,,,,,
985,2001,13.0,"0.200,280.85,","74.67,","25.09,",49.88,,,,,,,,,,,,,,,,
986,2001,14.0,"0.226,283.33,","78.93,","23.82,",51.37,,,,,,,,,,,,,,,,
987,2001,15.0,"0.248,284.98,","78.14,","29.32,",53.73,,,,,,,,,,,,,,,,
988,2001,16.0,"0.275,286.62,","75.99,","37.49,",56.74,,,,,,,,,,,,,,,,
989,2001,17.0,"0.317,288.42,","78.89,","45.13,",62.01,,,,,,,,,,,,,,,,
990,2001,18.0,"0.367,289.69,","84.93,","53.03,",68.98,,,,,,,,,,,,,,,,
991,2001,19.0,"0.401,290.43,","85.07,","61.61,",73.34,,,,,,,,,,,,,,,,
992,2001,20.0,"0.421,290.92,","80.05,","70.18,",75.11,,,,,,,,,,,,,,,,
993,2001,21.0,"0.428,290.84,","69.68,","79.83,",74.75,,,,,,,,,,,,,,,,
994,2001,22.0,"0.430,290.55,","57.63,","85.78,",71.71,,,,,,,,,,,,,,,,
995,2001,23.0,"0.430,290.69,","46.74,","88.82,",67.78,,,,,,,,,,,,,,,,
996,2001,24.0,"0.437,291.48,","44.03,","86.35,",65.19,,,,,,,,,,,,,,,,
997,2001,25.0,"0.447,292.61,","47.94,","80.21,",64.08,,,,,,,,,,,,,,,,
998,2001,26.0,"0.456,293.91,","53.99,","68.73,",61.36,,,,,,,,,,,,,,,,
999,2001,27.0,"0.464,295.16,","60.19,","57.89,",59.04,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.461,295.78,","62.07,","54.95,",58.51,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.454,296.05,","62.94,","56.21,",59.57,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.450,296.36,","65.49,","55.76,",60.63,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.445,296.36,","66.66,","54.73,",60.69,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.437,295.89,","66.57,","55.26,",60.91,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.426,295.14,","65.17,","54.11,",59.64,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.413,294.18,","62.73,","50.06,",56.4,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.401,292.83,","63.43,","49.52,",56.47,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.390,291.54,","66.28,","46.96,",56.62,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.377,290.13,","71.60,","45.39,",58.5,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.358,288.65,","73.70,","44.32,",59.01,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.341,287.04,","76.12,","42.00,",59.06,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.318,284.65,","76.86,","47.37,",62.12,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.292,281.89,","77.18,","56.17,",66.67,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.267,279.59,","77.82,","58.04,",67.93,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.239,276.75,","77.06,","59.92,",68.49,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.211,273.15,","76.40,","62.69,",69.54,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.183,269.54,","73.76,","64.94,",69.35,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.152,265.75,","65.70,","66.05,",65.88,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.122,261.63,","55.01,","70.70,",62.86,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.100,257.10,","45.05,","78.11,",61.58,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.085,253.22,","38.99,","84.11,",61.55,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.076,251.28,","37.71,","86.26,",61.98,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.068,250.27,","35.00,","87.41,",61.2,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.065,249.96,","36.85,","86.74,",61.79,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.061,250.08,","39.25,","84.40,",61.82,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.061,252.00,","38.27,","77.16,",57.72,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.071,256.53,","48.41,","59.36,",53.89,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.083,260.82,","60.60,","43.63,",52.11,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.098,264.62,","74.86,","32.61,",53.73,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.115,267.99,","84.56,","25.00,",54.78,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.137,271.21,","92.11,","17.92,",55.02,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.159,273.69,","95.82,","13.41,",54.61,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.178,276.07,","97.13,","8.95,",53.04,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.193,278.04,","96.75,","8.57,",52.66,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.213,280.36,","97.29,","4.68,",50.99,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.231,282.55,","97.49,","5.57,",51.53,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.248,284.28,","97.73,","7.14,",52.44,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.263,285.71,","96.99,","9.64,",53.32,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.282,287.64,","95.28,","10.39,",52.84,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.309,289.87,","92.78,","10.74,",51.76,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.343,291.50,","91.38,","15.88,",53.63,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.379,292.62,","91.41,","23.31,",57.36,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.411,293.66,","90.64,","27.94,",59.29,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.434,294.25,","87.03,","34.66,",60.85,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.449,294.67,","81.33,","39.58,",60.45,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.457,295.02,","74.06,","40.31,",57.18,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.463,295.39,","67.73,","40.60,",54.16,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.464,296.13,","61.51,","36.58,",49.04,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.465,297.21,","59.18,","28.59,",43.89,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.459,297.91,","54.81,","24.44,",39.62,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.451,298.55,","50.47,","22.20,",36.33,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.435,298.85,","44.41,","23.97,",34.19,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.416,298.86,","37.94,","28.77,",33.35,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.401,298.53,","35.13,","35.36,",35.24,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.392,298.10,","34.38,","38.29,",36.33,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.384,297.57,","33.90,","38.56,",36.23,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.376,296.89,","34.68,","35.48,",35.08,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.363,295.71,","33.81,","32.14,",32.98,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.346,294.09,","33.04,","34.21,",33.62,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.325,292.10,","32.36,","40.39,",36.38,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.303,289.37,","32.85,","54.63,",43.74,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.287,286.56,","35.55,","70.81,",53.18,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.275,284.48,","40.01,","75.96,",57.98,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.260,282.46,","43.84,","76.58,",60.21,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.242,280.30,","47.35,","77.03,",62.19,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.223,277.97,","50.85,","77.62,",64.24,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.205,275.89,","56.21,","68.70,",62.46,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.188,273.99,","61.96,","55.38,",58.67,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.172,271.89,","66.75,","47.98,",57.36,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.159,269.36,","71.46,","44.28,",57.87,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.149,266.43,","76.40,","46.00,",61.2,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.138,264.17,","76.93,","47.59,",62.26,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.126,263.02,","74.82,","46.02,",60.42,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.113,261.08,","74.32,","49.36,",61.84,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.103,258.87,","71.26,","54.69,",62.98,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.092,257.71,","65.75,","56.56,",61.15,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.080,257.61,","58.92,","53.13,",56.03,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.071,256.71,","47.09,","57.43,",52.26,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.067,256.34,","41.47,","61.52,",51.5,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.064,256.57,","38.47,","63.53,",51.01,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.062,257.62,","36.39,","63.49,",49.94,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.061,258.68,","33.68,","64.72,",49.2,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.061,259.57,","30.58,","68.66,",49.62,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.063,260.71,","28.27,","71.84,",50.06,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.068,263.18,","28.25,","67.56,",47.91,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.079,265.96,","30.06,","62.29,",46.17,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.098,268.88,","35.41,","56.40,",45.9,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.123,271.83,","42.30,","54.05,",48.18,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.148,275.48,","47.88,","50.85,",49.36,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.174,279.65,","52.46,","44.54,",48.5,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.200,282.86,","53.18,","43.95,",48.57,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.228,285.56,","52.03,","45.70,",48.87,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.258,288.23,","50.38,","46.40,",48.39,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.294,290.94,","50.48,","40.03,",45.25,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.330,293.14,","49.80,","33.23,",41.52,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.367,294.58,","50.98,","31.33,",41.16,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.396,295.28,","50.39,","33.43,",41.91,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.415,295.53,","47.89,","35.51,",41.7,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.428,295.49,","44.72,","40.27,",42.5,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.430,295.23,","39.66,","47.20,",43.43,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.430,295.04,","36.80,","53.75,",45.28,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.427,294.83,","35.36,","58.78,",47.07,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.426,294.99,","35.78,","59.80,",47.79,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.423,295.17,","38.08,","61.35,",49.72,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.417,294.99,","39.68,","66.66,",53.17,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.411,294.79,","41.96,","70.70,",56.33,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.410,294.58,","45.46,","71.80,",58.63,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.403,294.13,","45.81,","72.86,",59.34,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.396,293.47,","46.58,","72.04,",59.31,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.387,292.28,","47.69,","72.51,",60.1,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.381,291.24,","52.09,","69.15,",60.62,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.372,290.40,","57.17,","60.52,",58.85,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.358,289.28,","61.67,","55.43,",58.55,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.338,287.88,","62.55,","54.01,",58.28,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.314,286.01,","61.20,","55.69,",58.44,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.280,283.16,","55.14,","66.18,",60.66,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.249,280.27,","50.92,","74.56,",62.74,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.225,278.11,","51.76,","73.76,",62.76,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.210,276.49,","58.54,","61.97,",60.26,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.197,274.79,","67.27,","48.16,",57.72,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.180,273.55,","71.91,","35.47,",53.69,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.159,272.21,","71.45,","26.41,",48.93,,,,,,,,,,,,,,,,
