,Mean,data,for,UKR,Province=,6:,"Donets'k,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.398,301.15,","69.56,","50.58,",60.07,,,,,,,,,,,,,,,,
844,1998,28.0,"0.393,302.09,","70.82,","42.38,",56.6,,,,,,,,,,,,,,,,
845,1998,29.0,"0.386,302.99,","71.50,","34.64,",53.07,,,,,,,,,,,,,,,,
846,1998,30.0,"0.375,303.56,","70.12,","29.84,",49.98,,,,,,,,,,,,,,,,
847,1998,31.0,"0.355,303.61,","65.97,","29.32,",47.64,,,,,,,,,,,,,,,,
848,1998,32.0,"0.337,303.01,","62.18,","33.12,",47.65,,,,,,,,,,,,,,,,
849,1998,33.0,"0.322,301.99,","58.98,","39.09,",49.04,,,,,,,,,,,,,,,,
850,1998,34.0,"0.308,301.05,","57.38,","42.52,",49.95,,,,,,,,,,,,,,,,
851,1998,35.0,"0.293,300.47,","57.56,","38.38,",47.97,,,,,,,,,,,,,,,,
852,1998,36.0,"0.275,299.45,","55.80,","32.05,",43.93,,,,,,,,,,,,,,,,
853,1998,37.0,"0.254,297.83,","53.61,","28.23,",40.92,,,,,,,,,,,,,,,,
854,1998,38.0,"0.234,295.81,","52.67,","28.29,",40.48,,,,,,,,,,,,,,,,
855,1998,39.0,"0.213,293.10,","51.85,","34.05,",42.95,,,,,,,,,,,,,,,,
856,1998,40.0,"0.191,289.92,","48.79,","43.18,",45.98,,,,,,,,,,,,,,,,
857,1998,41.0,"0.168,287.02,","45.57,","44.19,",44.88,,,,,,,,,,,,,,,,
858,1998,42.0,"0.145,284.13,","42.98,","42.71,",42.85,,,,,,,,,,,,,,,,
859,1998,43.0,"0.125,281.32,","41.55,","39.14,",40.35,,,,,,,,,,,,,,,,
860,1998,44.0,"0.105,278.35,","39.06,","36.09,",37.57,,,,,,,,,,,,,,,,
861,1998,45.0,"0.090,275.03,","37.32,","35.71,",36.52,,,,,,,,,,,,,,,,
862,1998,46.0,"0.078,270.99,","36.37,","38.57,",37.47,,,,,,,,,,,,,,,,
863,1998,47.0,"0.069,267.85,","36.17,","39.06,",37.62,,,,,,,,,,,,,,,,
864,1998,48.0,"0.062,265.52,","36.91,","36.78,",36.84,,,,,,,,,,,,,,,,
865,1998,49.0,"0.055,264.18,","34.95,","31.58,",33.26,,,,,,,,,,,,,,,,
866,1998,50.0,"0.050,263.51,","35.20,","25.41,",30.3,,,,,,,,,,,,,,,,
867,1998,51.0,"0.049,262.41,","40.87,","26.20,",33.53,,,,,,,,,,,,,,,,
868,1998,52.0,"0.045,260.68,","45.64,","31.94,",38.79,,,,,,,,,,,,,,,,
869,1999,1.0,"0.043,259.69,","54.81,","35.41,",45.11,,,,,,,,,,,,,,,,
870,1999,2.0,"0.043,259.64,","57.11,","35.71,",46.41,,,,,,,,,,,,,,,,
871,1999,3.0,"0.044,259.07,","57.69,","38.94,",48.32,,,,,,,,,,,,,,,,
872,1999,4.0,"0.045,256.98,","56.20,","51.41,",53.81,,,,,,,,,,,,,,,,
873,1999,5.0,"0.045,255.29,","53.49,","63.14,",58.32,,,,,,,,,,,,,,,,
874,1999,6.0,"0.047,256.39,","50.17,","63.74,",56.95,,,,,,,,,,,,,,,,
875,1999,7.0,"0.051,258.28,","45.52,","61.66,",53.59,,,,,,,,,,,,,,,,
876,1999,8.0,"0.052,260.47,","40.53,","60.13,",50.33,,,,,,,,,,,,,,,,
877,1999,9.0,"0.056,263.88,","38.52,","56.70,",47.61,,,,,,,,,,,,,,,,
878,1999,10.0,"0.064,268.80,","39.23,","50.66,",44.95,,,,,,,,,,,,,,,,
879,1999,11.0,"0.078,274.42,","42.86,","42.92,",42.89,,,,,,,,,,,,,,,,
880,1999,12.0,"0.097,278.59,","48.94,","38.75,",43.85,,,,,,,,,,,,,,,,
881,1999,13.0,"0.122,282.36,","56.04,","35.10,",45.57,,,,,,,,,,,,,,,,
882,1999,14.0,"0.154,286.39,","63.24,","27.17,",45.21,,,,,,,,,,,,,,,,
883,1999,15.0,"0.193,290.49,","70.71,","20.15,",45.43,,,,,,,,,,,,,,,,
884,1999,16.0,"0.231,293.20,","74.18,","19.35,",46.77,,,,,,,,,,,,,,,,
885,1999,17.0,"0.267,294.35,","75.41,","24.32,",49.87,,,,,,,,,,,,,,,,
886,1999,18.0,"0.299,295.29,","75.41,","32.75,",54.08,,,,,,,,,,,,,,,,
887,1999,19.0,"0.331,296.90,","75.96,","37.28,",56.62,,,,,,,,,,,,,,,,
888,1999,20.0,"0.364,298.33,","77.68,","38.43,",58.05,,,,,,,,,,,,,,,,
889,1999,21.0,"0.393,299.66,","81.06,","36.65,",58.85,,,,,,,,,,,,,,,,
890,1999,22.0,"0.411,301.04,","80.86,","30.12,",55.49,,,,,,,,,,,,,,,,
891,1999,23.0,"0.419,302.19,","78.14,","23.66,",50.9,,,,,,,,,,,,,,,,
892,1999,24.0,"0.417,302.82,","74.49,","21.98,",48.24,,,,,,,,,,,,,,,,
893,1999,25.0,"0.407,303.31,","70.51,","21.66,",46.08,,,,,,,,,,,,,,,,
894,1999,26.0,"0.392,303.68,","64.53,","22.69,",43.61,,,,,,,,,,,,,,,,
895,1999,27.0,"0.378,304.18,","58.76,","20.74,",39.75,,,,,,,,,,,,,,,,
896,1999,28.0,"0.363,304.56,","55.11,","18.78,",36.94,,,,,,,,,,,,,,,,
897,1999,29.0,"0.345,304.51,","50.66,","19.98,",35.32,,,,,,,,,,,,,,,,
898,1999,30.0,"0.327,304.39,","46.07,","21.68,",33.87,,,,,,,,,,,,,,,,
899,1999,31.0,"0.310,303.86,","42.96,","26.63,",34.79,,,,,,,,,,,,,,,,
900,1999,32.0,"0.294,303.27,","40.23,","30.42,",35.32,,,,,,,,,,,,,,,,
901,1999,33.0,"0.281,302.67,","37.59,","32.38,",34.99,,,,,,,,,,,,,,,,
902,1999,34.0,"0.270,301.83,","36.53,","34.60,",35.57,,,,,,,,,,,,,,,,
903,1999,35.0,"0.253,300.39,","34.60,","38.56,",36.58,,,,,,,,,,,,,,,,
904,1999,36.0,"0.234,299.17,","32.00,","34.40,",33.2,,,,,,,,,,,,,,,,
905,1999,37.0,"0.213,298.01,","28.64,","25.64,",27.14,,,,,,,,,,,,,,,,
906,1999,38.0,"0.188,296.60,","24.35,","19.46,",21.91,,,,,,,,,,,,,,,,
907,1999,39.0,"0.163,294.14,","20.35,","22.77,",21.56,,,,,,,,,,,,,,,,
908,1999,40.0,"0.137,290.79,","17.17,","33.94,",25.56,,,,,,,,,,,,,,,,
909,1999,41.0,"0.113,286.39,","14.28,","50.76,",32.52,,,,,,,,,,,,,,,,
910,1999,42.0,"0.094,282.30,","14.33,","59.62,",36.97,,,,,,,,,,,,,,,,
911,1999,43.0,"0.078,278.80,","15.26,","58.07,",36.66,,,,,,,,,,,,,,,,
912,1999,44.0,"0.065,275.54,","16.10,","53.52,",34.81,,,,,,,,,,,,,,,,
913,1999,45.0,"0.056,271.85,","16.62,","52.95,",34.79,,,,,,,,,,,,,,,,
914,1999,46.0,"0.049,267.29,","17.23,","56.10,",36.67,,,,,,,,,,,,,,,,
915,1999,47.0,"0.043,263.69,","18.26,","57.50,",37.88,,,,,,,,,,,,,,,,
916,1999,48.0,"0.040,261.14,","19.44,","55.58,",37.51,,,,,,,,,,,,,,,,
917,1999,49.0,"0.038,260.08,","20.93,","49.01,",34.97,,,,,,,,,,,,,,,,
918,1999,50.0,"0.036,260.28,","21.28,","39.25,",30.26,,,,,,,,,,,,,,,,
919,1999,51.0,"0.034,260.51,","23.23,","34.56,",28.9,,,,,,,,,,,,,,,,
920,1999,52.0,"0.033,260.71,","27.57,","31.66,",29.61,,,,,,,,,,,,,,,,
921,2000,1.0,"0.033,260.79,","36.37,","29.86,",33.12,,,,,,,,,,,,,,,,
922,2000,2.0,"0.033,260.71,","37.98,","30.31,",34.14,,,,,,,,,,,,,,,,
923,2000,3.0,"0.033,259.80,","38.49,","35.47,",36.98,,,,,,,,,,,,,,,,
924,2000,4.0,"0.033,259.54,","38.18,","40.13,",39.16,,,,,,,,,,,,,,,,
925,2000,5.0,"0.033,260.15,","36.21,","42.86,",39.54,,,,,,,,,,,,,,,,
926,2000,6.0,"0.032,260.98,","30.87,","46.32,",38.59,,,,,,,,,,,,,,,,
927,2000,7.0,"0.031,262.41,","24.05,","47.79,",35.92,,,,,,,,,,,,,,,,
928,2000,8.0,"0.031,263.70,","20.29,","50.02,",35.16,,,,,,,,,,,,,,,,
929,2000,9.0,"0.033,265.16,","19.04,","52.57,",35.81,,,,,,,,,,,,,,,,
930,2000,10.0,"0.036,266.61,","18.18,","57.52,",37.85,,,,,,,,,,,,,,,,
931,2000,11.0,"0.042,269.02,","19.47,","61.84,",40.66,,,,,,,,,,,,,,,,
932,2000,12.0,"0.050,272.20,","21.43,","62.05,",41.74,,,,,,,,,,,,,,,,
933,2000,13.0,"0.062,276.88,","24.67,","55.31,",39.99,,,,,,,,,,,,,,,,
934,2000,14.0,"0.082,282.46,","28.73,","41.60,",35.16,,,,,,,,,,,,,,,,
935,2000,15.0,"0.109,287.15,","33.56,","32.74,",33.15,,,,,,,,,,,,,,,,
936,2000,16.0,"0.148,290.42,","40.99,","30.38,",35.69,,,,,,,,,,,,,,,,
937,2000,17.0,"0.192,292.72,","47.06,","32.36,",39.71,,,,,,,,,,,,,,,,
938,2000,18.0,"0.230,293.92,","49.54,","41.48,",45.51,,,,,,,,,,,,,,,,
939,2000,19.0,"0.261,294.75,","48.74,","53.69,",51.22,,,,,,,,,,,,,,,,
940,2000,20.0,"0.292,295.92,","47.92,","58.08,",53.0,,,,,,,,,,,,,,,,
941,2000,21.0,"0.316,296.79,","45.17,","60.40,",52.79,,,,,,,,,,,,,,,,
942,2000,22.0,"0.339,297.70,","42.22,","58.80,",50.51,,,,,,,,,,,,,,,,
943,2000,23.0,"0.355,298.04,","39.87,","61.56,",50.71,,,,,,,,,,,,,,,,
944,2000,24.0,"0.372,298.29,","46.52,","66.73,",56.62,,,,,,,,,,,,,,,,
945,2000,25.0,"0.387,298.41,","57.44,","72.19,",64.82,,,,,,,,,,,,,,,,
946,2000,26.0,"0.393,298.50,","63.68,","75.97,",69.82,,,,,,,,,,,,,,,,
947,2000,27.0,"0.389,298.68,","63.83,","74.47,",69.15,,,,,,,,,,,,,,,,
948,2000,28.0,"0.378,298.67,","62.08,","74.09,",68.09,,,,,,,,,,,,,,,,
949,2000,29.0,"0.363,298.92,","59.43,","72.30,",65.87,,,,,,,,,,,,,,,,
950,2000,30.0,"0.349,299.39,","56.96,","68.37,",62.66,,,,,,,,,,,,,,,,
951,2000,31.0,"0.324,298.92,","50.02,","72.32,",61.17,,,,,,,,,,,,,,,,
952,2000,32.0,"0.300,298.40,","43.22,","75.14,",59.18,,,,,,,,,,,,,,,,
953,2000,33.0,"0.281,298.05,","37.97,","75.24,",56.6,,,,,,,,,,,,,,,,
954,2000,34.0,"0.262,297.05,","32.68,","79.58,",56.13,,,,,,,,,,,,,,,,
955,2000,35.0,"0.249,295.41,","32.26,","87.05,",59.66,,,,,,,,,,,,,,,,
956,2000,36.0,"0.238,293.66,","34.45,","89.66,",62.05,,,,,,,,,,,,,,,,
957,2000,37.0,"0.230,291.86,","38.83,","89.35,",64.09,,,,,,,,,,,,,,,,
958,2000,38.0,"0.229,290.93,","49.15,","81.20,",65.18,,,,,,,,,,,,,,,,
959,2000,39.0,"0.225,289.99,","58.79,","68.01,",63.4,,,,,,,,,,,,,,,,
960,2000,40.0,"0.217,288.60,","63.13,","57.28,",60.2,,,,,,,,,,,,,,,,
961,2000,41.0,"0.202,286.64,","63.06,","48.00,",55.53,,,,,,,,,,,,,,,,
962,2000,42.0,"0.181,284.43,","61.06,","39.97,",50.51,,,,,,,,,,,,,,,,
963,2000,43.0,"0.156,281.88,","57.62,","35.05,",46.33,,,,,,,,,,,,,,,,
964,2000,44.0,"0.120,278.78,","46.26,","33.56,",39.91,,,,,,,,,,,,,,,,
965,2000,45.0,"0.091,276.20,","36.86,","29.86,",33.36,,,,,,,,,,,,,,,,
966,2000,46.0,"0.071,273.55,","31.69,","27.43,",29.56,,,,,,,,,,,,,,,,
967,2000,47.0,"0.059,271.81,","29.11,","22.62,",25.86,,,,,,,,,,,,,,,,
968,2000,48.0,"0.053,271.32,","30.03,","13.01,",21.52,,,,,,,,,,,,,,,,
969,2000,49.0,"0.050,270.75,","31.50,","5.64,",18.57,,,,,,,,,,,,,,,,
970,2000,50.0,"0.046,269.37,","30.86,","3.94,",17.4,,,,,,,,,,,,,,,,
971,2000,51.0,"0.042,268.33,","33.85,","4.35,",19.1,,,,,,,,,,,,,,,,
972,2000,52.0,"0.046,267.95,","45.10,","3.82,",24.46,,,,,,,,,,,,,,,,
973,2001,1.0,"0.048,267.26,","61.44,","4.70,",33.07,,,,,,,,,,,,,,,,
974,2001,2.0,"0.057,266.20,","76.26,","8.38,",42.32,,,,,,,,,,,,,,,,
975,2001,3.0,"0.061,265.46,","78.02,","12.29,",45.15,,,,,,,,,,,,,,,,
976,2001,4.0,"0.062,265.27,","74.51,","16.00,",45.25,,,,,,,,,,,,,,,,
977,2001,5.0,"0.058,265.07,","66.58,","22.34,",44.46,,,,,,,,,,,,,,,,
978,2001,6.0,"0.057,264.97,","59.48,","30.86,",45.17,,,,,,,,,,,,,,,,
979,2001,7.0,"0.060,265.46,","54.12,","37.06,",45.59,,,,,,,,,,,,,,,,
980,2001,8.0,"0.067,267.41,","52.89,","37.82,",45.35,,,,,,,,,,,,,,,,
981,2001,9.0,"0.078,270.39,","55.50,","35.64,",45.57,,,,,,,,,,,,,,,,
982,2001,10.0,"0.096,273.39,","61.03,","35.12,",48.07,,,,,,,,,,,,,,,,
983,2001,11.0,"0.116,276.94,","66.45,","33.69,",50.07,,,,,,,,,,,,,,,,
984,2001,12.0,"0.135,280.05,","69.95,","33.38,",51.66,,,,,,,,,,,,,,,,
985,2001,13.0,"0.159,283.51,","74.29,","31.08,",52.69,,,,,,,,,,,,,,,,
986,2001,14.0,"0.185,286.05,","76.38,","28.74,",52.56,,,,,,,,,,,,,,,,
987,2001,15.0,"0.209,288.48,","76.08,","27.99,",52.03,,,,,,,,,,,,,,,,
988,2001,16.0,"0.237,290.74,","75.30,","29.30,",52.3,,,,,,,,,,,,,,,,
989,2001,17.0,"0.271,292.10,","75.65,","35.60,",55.62,,,,,,,,,,,,,,,,
990,2001,18.0,"0.305,292.72,","76.39,","49.22,",62.8,,,,,,,,,,,,,,,,
991,2001,19.0,"0.335,293.10,","76.42,","65.62,",71.02,,,,,,,,,,,,,,,,
992,2001,20.0,"0.360,293.84,","75.63,","75.10,",75.37,,,,,,,,,,,,,,,,
993,2001,21.0,"0.379,294.25,","74.19,","81.35,",77.77,,,,,,,,,,,,,,,,
994,2001,22.0,"0.395,294.27,","72.14,","87.46,",79.8,,,,,,,,,,,,,,,,
995,2001,23.0,"0.407,295.10,","70.88,","87.73,",79.3,,,,,,,,,,,,,,,,
996,2001,24.0,"0.415,296.51,","73.05,","84.04,",78.55,,,,,,,,,,,,,,,,
997,2001,25.0,"0.419,297.75,","76.38,","78.99,",77.69,,,,,,,,,,,,,,,,
998,2001,26.0,"0.419,299.39,","78.88,","67.22,",73.05,,,,,,,,,,,,,,,,
999,2001,27.0,"0.414,300.98,","77.81,","52.46,",65.13,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.400,302.16,","73.85,","41.85,",57.85,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.380,302.81,","68.18,","36.37,",52.28,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.363,303.68,","63.92,","28.64,",46.28,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.347,304.33,","61.35,","22.44,",41.9,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.323,303.50,","54.89,","28.18,",41.54,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.303,302.44,","49.54,","34.35,",41.95,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.289,301.67,","47.24,","36.00,",41.62,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.269,299.95,","44.17,","42.95,",43.56,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.252,297.84,","42.88,","48.47,",45.67,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.237,295.70,","43.94,","50.68,",47.31,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.225,293.41,","47.94,","54.46,",51.2,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.214,291.20,","52.51,","54.59,",53.55,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.201,288.06,","54.64,","62.81,",58.72,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.187,285.00,","56.16,","64.52,",60.34,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.173,282.61,","58.33,","56.33,",57.33,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.158,279.86,","60.37,","49.94,",55.15,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.141,276.20,","59.82,","49.05,",54.43,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.119,271.22,","54.75,","55.40,",55.07,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.098,265.76,","49.31,","61.48,",55.39,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.085,261.63,","47.78,","64.16,",55.97,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.070,256.70,","43.16,","71.55,",57.35,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.061,252.91,","39.97,","76.06,",58.01,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.057,250.95,","42.13,","76.04,",59.09,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.054,250.13,","47.41,","77.89,",62.65,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.050,250.06,","53.28,","79.25,",66.27,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.050,251.17,","67.27,","75.36,",71.32,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.051,253.80,","70.47,","63.20,",66.83,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.056,258.34,","76.98,","42.54,",59.76,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.062,263.16,","81.26,","24.15,",52.71,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.065,266.79,","79.70,","14.22,",46.96,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.073,270.52,","79.80,","8.63,",44.22,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.084,274.36,","79.13,","5.11,",42.12,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.095,277.33,","78.50,","4.79,",41.65,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.106,279.66,","78.59,","5.27,",41.93,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.117,281.85,","77.53,","6.47,",42.0,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.135,284.57,","79.92,","5.40,",42.66,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.156,287.26,","83.00,","5.61,",44.3,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.178,289.49,","84.86,","8.54,",46.7,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.203,291.49,","85.55,","8.85,",47.2,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.227,293.15,","84.63,","10.68,",47.66,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.254,295.09,","82.93,","12.26,",47.59,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.287,297.13,","82.62,","11.17,",46.9,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.323,298.30,","83.74,","13.81,",48.77,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.353,299.57,","83.77,","16.79,",50.28,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.372,300.73,","80.61,","18.88,",49.75,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.380,301.15,","74.95,","24.42,",49.69,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.381,301.39,","64.54,","27.49,",46.02,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.374,301.54,","50.89,","29.99,",40.44,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.361,302.04,","39.43,","30.19,",34.81,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.349,303.05,","35.29,","25.07,",30.18,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.337,303.88,","33.01,","21.61,",27.31,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.326,304.47,","29.95,","18.90,",24.42,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.316,304.80,","30.38,","17.50,",23.94,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.305,304.48,","29.75,","21.23,",25.49,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.298,303.70,","31.22,","28.68,",29.95,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.298,303.19,","37.44,","33.15,",35.3,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.298,302.63,","42.49,","36.40,",39.44,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.294,301.83,","44.85,","40.28,",42.56,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.289,300.91,","47.29,","43.36,",45.32,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.278,299.33,","48.76,","49.38,",49.07,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.264,297.27,","49.70,","54.72,",52.21,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.251,294.48,","51.46,","64.40,",57.93,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.239,291.11,","55.60,","80.19,",67.89,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.230,288.39,","62.01,","85.29,",73.65,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.221,286.24,","65.67,","82.13,",73.9,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.209,283.25,","67.59,","81.70,",74.64,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.190,279.77,","66.76,","81.42,",74.09,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.163,275.98,","61.81,","78.08,",69.95,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.145,273.09,","60.59,","68.12,",64.35,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.136,270.72,","63.89,","58.93,",61.41,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.134,268.56,","71.00,","50.41,",60.7,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.136,266.97,","80.71,","43.53,",62.12,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.134,265.43,","88.55,","37.81,",63.18,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.130,264.20,","92.39,","32.05,",62.22,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.119,262.02,","95.45,","32.07,",63.76,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.100,259.31,","96.16,","40.03,",68.09,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.083,258.61,","95.60,","41.91,",68.75,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.068,258.21,","88.48,","42.88,",65.68,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.056,256.84,","75.67,","48.87,",62.27,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.046,255.45,","59.62,","55.19,",57.41,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.037,254.25,","43.26,","63.39,",53.33,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.030,254.59,","31.35,","66.39,",48.87,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.025,255.76,","21.80,","66.61,",44.21,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.022,257.06,","14.54,","66.46,",40.5,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.022,258.74,","11.88,","66.35,",39.12,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.023,260.86,","10.86,","66.89,",38.87,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.026,263.21,","10.94,","69.59,",40.26,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.033,265.42,","13.78,","75.92,",44.85,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.046,268.46,","19.28,","76.53,",47.91,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.064,273.68,","25.43,","67.55,",46.49,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.086,279.67,","30.58,","52.04,",41.31,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.112,285.21,","35.27,","40.16,",37.71,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.138,289.74,","37.12,","33.32,",35.22,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.165,293.56,","37.13,","28.75,",32.94,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.196,297.21,","37.20,","21.53,",29.36,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.231,300.14,","37.54,","14.55,",26.05,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.263,301.81,","36.29,","12.75,",24.52,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.288,302.85,","32.51,","12.99,",22.75,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.305,303.09,","25.03,","15.11,",20.07,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.315,302.31,","19.29,","23.82,",21.56,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.322,301.13,","19.77,","39.50,",29.63,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.333,299.75,","27.09,","58.97,",43.03,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.347,298.56,","38.61,","74.88,",56.75,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.365,297.65,","51.02,","82.73,",66.88,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.386,297.03,","66.25,","86.97,",76.61,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.399,296.39,","76.56,","91.39,",83.98,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.409,296.20,","83.36,","92.95,",88.15,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.417,296.63,","88.46,","90.90,",89.68,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.413,296.43,","90.01,","90.67,",90.34,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.403,296.52,","90.17,","88.11,",89.14,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.387,296.41,","89.28,","85.54,",87.41,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.367,295.81,","88.33,","84.07,",86.2,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.346,295.07,","87.19,","77.89,",82.54,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.321,294.31,","85.62,","66.27,",75.94,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.290,293.40,","82.43,","54.90,",68.67,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.263,291.73,","79.06,","48.74,",63.9,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.233,289.23,","72.37,","50.35,",61.36,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.206,286.60,","66.17,","48.34,",57.25,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.175,283.10,","59.04,","52.26,",55.65,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.150,280.08,","55.45,","48.70,",52.08,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.133,277.81,","54.33,","39.64,",46.99,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.113,275.16,","50.97,","35.23,",43.1,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.096,272.37,","47.95,","32.45,",40.2,,,,,,,,,,,,,,,,
