,Mean,data,for,UKR,Province=,24:,"Vinnytsya,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.455,294.76,","62.95,","71.27,",67.11,,,,,,,,,,,,,,,,
844,1998,28.0,"0.460,295.70,","71.20,","64.33,",67.77,,,,,,,,,,,,,,,,
845,1998,29.0,"0.466,296.58,","79.30,","55.34,",67.32,,,,,,,,,,,,,,,,
846,1998,30.0,"0.465,296.88,","83.21,","50.75,",66.98,,,,,,,,,,,,,,,,
847,1998,31.0,"0.454,296.50,","81.10,","53.48,",67.29,,,,,,,,,,,,,,,,
848,1998,32.0,"0.443,296.14,","80.01,","54.86,",67.44,,,,,,,,,,,,,,,,
849,1998,33.0,"0.428,295.18,","76.83,","61.89,",69.36,,,,,,,,,,,,,,,,
850,1998,34.0,"0.411,294.21,","73.32,","67.28,",70.3,,,,,,,,,,,,,,,,
851,1998,35.0,"0.397,293.85,","73.82,","59.32,",66.57,,,,,,,,,,,,,,,,
852,1998,36.0,"0.373,292.69,","70.32,","55.60,",62.96,,,,,,,,,,,,,,,,
853,1998,37.0,"0.349,291.28,","67.84,","54.32,",61.08,,,,,,,,,,,,,,,,
854,1998,38.0,"0.323,289.60,","62.42,","56.01,",59.22,,,,,,,,,,,,,,,,
855,1998,39.0,"0.298,287.25,","58.13,","65.12,",61.62,,,,,,,,,,,,,,,,
856,1998,40.0,"0.271,284.84,","52.49,","76.38,",64.43,,,,,,,,,,,,,,,,
857,1998,41.0,"0.245,282.83,","50.37,","73.66,",62.01,,,,,,,,,,,,,,,,
858,1998,42.0,"0.222,280.80,","52.10,","69.06,",60.58,,,,,,,,,,,,,,,,
859,1998,43.0,"0.199,278.47,","53.56,","67.77,",60.67,,,,,,,,,,,,,,,,
860,1998,44.0,"0.167,274.91,","49.04,","70.21,",59.63,,,,,,,,,,,,,,,,
861,1998,45.0,"0.131,271.03,","39.50,","69.85,",54.68,,,,,,,,,,,,,,,,
862,1998,46.0,"0.094,266.49,","26.78,","75.61,",51.2,,,,,,,,,,,,,,,,
863,1998,47.0,"0.074,262.99,","24.36,","78.88,",51.62,,,,,,,,,,,,,,,,
864,1998,48.0,"0.062,260.78,","26.49,","77.41,",51.95,,,,,,,,,,,,,,,,
865,1998,49.0,"0.051,258.78,","24.28,","74.66,",49.47,,,,,,,,,,,,,,,,
866,1998,50.0,"0.044,256.28,","25.37,","73.67,",49.52,,,,,,,,,,,,,,,,
867,1998,51.0,"0.041,255.28,","26.83,","67.25,",47.04,,,,,,,,,,,,,,,,
868,1998,52.0,"0.038,253.81,","26.22,","65.10,",45.66,,,,,,,,,,,,,,,,
869,1999,1.0,"0.035,252.30,","22.90,","67.16,",45.03,,,,,,,,,,,,,,,,
870,1999,2.0,"0.035,251.37,","23.99,","71.97,",47.98,,,,,,,,,,,,,,,,
871,1999,3.0,"0.038,250.26,","29.48,","77.75,",53.61,,,,,,,,,,,,,,,,
872,1999,4.0,"0.041,249.40,","33.27,","79.92,",56.6,,,,,,,,,,,,,,,,
873,1999,5.0,"0.045,248.19,","35.10,","84.45,",59.78,,,,,,,,,,,,,,,,
874,1999,6.0,"0.048,248.43,","34.87,","87.71,",61.29,,,,,,,,,,,,,,,,
875,1999,7.0,"0.052,250.41,","34.41,","87.12,",60.77,,,,,,,,,,,,,,,,
876,1999,8.0,"0.059,253.91,","36.15,","84.03,",60.09,,,,,,,,,,,,,,,,
877,1999,9.0,"0.068,258.60,","38.45,","79.13,",58.79,,,,,,,,,,,,,,,,
878,1999,10.0,"0.082,264.46,","40.94,","70.28,",55.61,,,,,,,,,,,,,,,,
879,1999,11.0,"0.107,270.52,","48.36,","57.48,",52.92,,,,,,,,,,,,,,,,
880,1999,12.0,"0.137,277.07,","56.64,","45.36,",51.0,,,,,,,,,,,,,,,,
881,1999,13.0,"0.166,281.57,","60.60,","38.65,",49.62,,,,,,,,,,,,,,,,
882,1999,14.0,"0.197,284.52,","62.69,","37.71,",50.2,,,,,,,,,,,,,,,,
883,1999,15.0,"0.229,286.99,","64.43,","40.60,",52.51,,,,,,,,,,,,,,,,
884,1999,16.0,"0.267,289.35,","67.19,","41.19,",54.19,,,,,,,,,,,,,,,,
885,1999,17.0,"0.310,291.07,","71.01,","42.18,",56.59,,,,,,,,,,,,,,,,
886,1999,18.0,"0.358,292.50,","77.05,","43.85,",60.45,,,,,,,,,,,,,,,,
887,1999,19.0,"0.398,293.90,","79.84,","42.85,",61.35,,,,,,,,,,,,,,,,
888,1999,20.0,"0.432,295.11,","83.11,","41.62,",62.36,,,,,,,,,,,,,,,,
889,1999,21.0,"0.459,296.46,","85.29,","36.35,",60.82,,,,,,,,,,,,,,,,
890,1999,22.0,"0.476,297.36,","85.31,","33.27,",59.29,,,,,,,,,,,,,,,,
891,1999,23.0,"0.482,297.79,","83.19,","33.59,",58.39,,,,,,,,,,,,,,,,
892,1999,24.0,"0.483,298.22,","80.87,","32.23,",56.55,,,,,,,,,,,,,,,,
893,1999,25.0,"0.479,298.62,","76.74,","29.47,",53.11,,,,,,,,,,,,,,,,
894,1999,26.0,"0.471,298.89,","71.17,","28.36,",49.77,,,,,,,,,,,,,,,,
895,1999,27.0,"0.455,298.71,","63.21,","33.39,",48.3,,,,,,,,,,,,,,,,
896,1999,28.0,"0.436,298.57,","56.04,","35.41,",45.72,,,,,,,,,,,,,,,,
897,1999,29.0,"0.413,298.35,","47.24,","36.24,",41.74,,,,,,,,,,,,,,,,
898,1999,30.0,"0.388,297.80,","37.35,","40.26,",38.8,,,,,,,,,,,,,,,,
899,1999,31.0,"0.366,297.03,","27.94,","47.03,",37.48,,,,,,,,,,,,,,,,
900,1999,32.0,"0.350,296.15,","22.55,","54.74,",38.65,,,,,,,,,,,,,,,,
901,1999,33.0,"0.342,295.76,","22.57,","54.73,",38.65,,,,,,,,,,,,,,,,
902,1999,34.0,"0.339,295.36,","27.60,","52.82,",40.21,,,,,,,,,,,,,,,,
903,1999,35.0,"0.335,294.59,","35.82,","50.48,",43.15,,,,,,,,,,,,,,,,
904,1999,36.0,"0.329,293.88,","44.88,","42.74,",43.81,,,,,,,,,,,,,,,,
905,1999,37.0,"0.314,293.01,","48.59,","36.57,",42.58,,,,,,,,,,,,,,,,
906,1999,38.0,"0.294,291.85,","47.50,","32.63,",40.06,,,,,,,,,,,,,,,,
907,1999,39.0,"0.267,289.96,","42.43,","35.16,",38.79,,,,,,,,,,,,,,,,
908,1999,40.0,"0.238,287.16,","37.02,","48.16,",42.59,,,,,,,,,,,,,,,,
909,1999,41.0,"0.214,283.47,","35.56,","65.69,",50.62,,,,,,,,,,,,,,,,
910,1999,42.0,"0.191,280.85,","36.70,","68.50,",52.6,,,,,,,,,,,,,,,,
911,1999,43.0,"0.169,278.61,","38.36,","66.40,",52.38,,,,,,,,,,,,,,,,
912,1999,44.0,"0.147,275.86,","38.71,","61.95,",50.33,,,,,,,,,,,,,,,,
913,1999,45.0,"0.122,273.17,","35.88,","54.79,",45.33,,,,,,,,,,,,,,,,
914,1999,46.0,"0.093,271.14,","28.07,","48.35,",38.21,,,,,,,,,,,,,,,,
915,1999,47.0,"0.067,269.16,","20.33,","45.82,",33.07,,,,,,,,,,,,,,,,
916,1999,48.0,"0.050,266.63,","15.93,","48.45,",32.19,,,,,,,,,,,,,,,,
917,1999,49.0,"0.040,264.62,","13.59,","48.22,",30.9,,,,,,,,,,,,,,,,
918,1999,50.0,"0.032,263.87,","10.46,","41.99,",26.23,,,,,,,,,,,,,,,,
919,1999,51.0,"0.027,263.31,","9.08,","35.70,",22.39,,,,,,,,,,,,,,,,
920,1999,52.0,"0.024,261.91,","8.81,","35.70,",22.25,,,,,,,,,,,,,,,,
921,2000,1.0,"0.023,260.25,","8.46,","39.97,",24.22,,,,,,,,,,,,,,,,
922,2000,2.0,"0.023,259.38,","10.27,","45.13,",27.7,,,,,,,,,,,,,,,,
923,2000,3.0,"0.024,259.61,","14.76,","46.60,",30.68,,,,,,,,,,,,,,,,
924,2000,4.0,"0.027,260.21,","19.52,","45.57,",32.55,,,,,,,,,,,,,,,,
925,2000,5.0,"0.030,260.59,","22.24,","47.21,",34.73,,,,,,,,,,,,,,,,
926,2000,6.0,"0.033,262.04,","22.48,","47.67,",35.08,,,,,,,,,,,,,,,,
927,2000,7.0,"0.036,264.38,","22.32,","45.26,",33.79,,,,,,,,,,,,,,,,
928,2000,8.0,"0.042,266.69,","24.91,","44.30,",34.6,,,,,,,,,,,,,,,,
929,2000,9.0,"0.053,268.78,","29.61,","45.79,",37.7,,,,,,,,,,,,,,,,
930,2000,10.0,"0.065,271.54,","31.63,","45.70,",38.67,,,,,,,,,,,,,,,,
931,2000,11.0,"0.082,274.94,","35.32,","40.79,",38.05,,,,,,,,,,,,,,,,
932,2000,12.0,"0.101,278.17,","37.67,","40.97,",39.32,,,,,,,,,,,,,,,,
933,2000,13.0,"0.123,280.88,","38.54,","41.89,",40.21,,,,,,,,,,,,,,,,
934,2000,14.0,"0.149,283.47,","39.01,","43.50,",41.25,,,,,,,,,,,,,,,,
935,2000,15.0,"0.184,286.44,","43.46,","43.86,",43.66,,,,,,,,,,,,,,,,
936,2000,16.0,"0.230,288.85,","50.67,","44.56,",47.61,,,,,,,,,,,,,,,,
937,2000,17.0,"0.286,290.76,","60.63,","44.45,",52.54,,,,,,,,,,,,,,,,
938,2000,18.0,"0.347,292.06,","72.39,","47.89,",60.14,,,,,,,,,,,,,,,,
939,2000,19.0,"0.389,293.12,","75.78,","50.04,",62.91,,,,,,,,,,,,,,,,
940,2000,20.0,"0.418,294.18,","76.39,","50.14,",63.27,,,,,,,,,,,,,,,,
941,2000,21.0,"0.440,295.24,","75.82,","47.70,",61.76,,,,,,,,,,,,,,,,
942,2000,22.0,"0.454,296.31,","73.55,","43.09,",58.32,,,,,,,,,,,,,,,,
943,2000,23.0,"0.460,296.93,","70.47,","41.72,",56.1,,,,,,,,,,,,,,,,
944,2000,24.0,"0.466,297.38,","70.14,","40.51,",55.32,,,,,,,,,,,,,,,,
945,2000,25.0,"0.467,297.41,","68.32,","41.75,",55.03,,,,,,,,,,,,,,,,
946,2000,26.0,"0.459,297.05,","62.56,","46.80,",54.68,,,,,,,,,,,,,,,,
947,2000,27.0,"0.447,296.75,","57.46,","53.09,",55.27,,,,,,,,,,,,,,,,
948,2000,28.0,"0.434,296.36,","54.27,","58.29,",56.28,,,,,,,,,,,,,,,,
949,2000,29.0,"0.422,295.84,","52.43,","63.42,",57.93,,,,,,,,,,,,,,,,
950,2000,30.0,"0.412,295.70,","51.74,","64.15,",57.94,,,,,,,,,,,,,,,,
951,2000,31.0,"0.399,295.40,","48.18,","66.39,",57.29,,,,,,,,,,,,,,,,
952,2000,32.0,"0.384,294.93,","43.44,","69.46,",56.45,,,,,,,,,,,,,,,,
953,2000,33.0,"0.372,294.63,","41.54,","68.36,",54.95,,,,,,,,,,,,,,,,
954,2000,34.0,"0.353,293.68,","36.56,","73.43,",55.0,,,,,,,,,,,,,,,,
955,2000,35.0,"0.329,292.09,","32.54,","79.01,",55.77,,,,,,,,,,,,,,,,
956,2000,36.0,"0.306,290.61,","31.90,","76.51,",54.21,,,,,,,,,,,,,,,,
957,2000,37.0,"0.287,289.15,","33.59,","74.98,",54.28,,,,,,,,,,,,,,,,
958,2000,38.0,"0.267,287.97,","32.53,","72.62,",52.57,,,,,,,,,,,,,,,,
959,2000,39.0,"0.244,287.13,","29.55,","66.48,",48.01,,,,,,,,,,,,,,,,
960,2000,40.0,"0.216,286.44,","24.08,","57.06,",40.57,,,,,,,,,,,,,,,,
961,2000,41.0,"0.188,285.06,","20.68,","46.74,",33.71,,,,,,,,,,,,,,,,
962,2000,42.0,"0.157,283.28,","17.55,","41.26,",29.41,,,,,,,,,,,,,,,,
963,2000,43.0,"0.131,281.75,","16.00,","36.41,",26.21,,,,,,,,,,,,,,,,
964,2000,44.0,"0.101,280.03,","11.69,","24.69,",18.19,,,,,,,,,,,,,,,,
965,2000,45.0,"0.070,278.30,","6.71,","17.80,",12.26,,,,,,,,,,,,,,,,
966,2000,46.0,"0.055,276.68,","7.14,","15.43,",11.28,,,,,,,,,,,,,,,,
967,2000,47.0,"0.041,274.89,","7.55,","14.94,",11.25,,,,,,,,,,,,,,,,
968,2000,48.0,"0.032,273.63,","9.03,","13.73,",11.38,,,,,,,,,,,,,,,,
969,2000,49.0,"0.031,272.13,","11.81,","14.01,",12.91,,,,,,,,,,,,,,,,
970,2000,50.0,"0.030,270.44,","14.30,","14.10,",14.2,,,,,,,,,,,,,,,,
971,2000,51.0,"0.029,268.63,","16.08,","14.06,",15.07,,,,,,,,,,,,,,,,
972,2000,52.0,"0.034,267.21,","21.89,","15.90,",18.89,,,,,,,,,,,,,,,,
973,2001,1.0,"0.059,265.52,","51.46,","21.53,",36.5,,,,,,,,,,,,,,,,
974,2001,2.0,"0.058,263.92,","49.41,","29.56,",39.49,,,,,,,,,,,,,,,,
975,2001,3.0,"0.062,263.70,","54.16,","32.64,",43.4,,,,,,,,,,,,,,,,
976,2001,4.0,"0.066,265.03,","55.84,","29.84,",42.84,,,,,,,,,,,,,,,,
977,2001,5.0,"0.067,266.01,","52.91,","30.29,",41.6,,,,,,,,,,,,,,,,
978,2001,6.0,"0.072,267.35,","52.30,","31.50,",41.9,,,,,,,,,,,,,,,,
979,2001,7.0,"0.079,268.91,","52.49,","31.33,",41.91,,,,,,,,,,,,,,,,
980,2001,8.0,"0.090,271.70,","55.35,","28.38,",41.87,,,,,,,,,,,,,,,,
981,2001,9.0,"0.105,274.45,","59.34,","27.00,",43.17,,,,,,,,,,,,,,,,
982,2001,10.0,"0.123,277.00,","63.71,","26.53,",45.12,,,,,,,,,,,,,,,,
983,2001,11.0,"0.149,279.89,","70.58,","21.83,",46.2,,,,,,,,,,,,,,,,
984,2001,12.0,"0.171,282.43,","74.10,","23.59,",48.84,,,,,,,,,,,,,,,,
985,2001,13.0,"0.193,284.91,","74.48,","23.03,",48.75,,,,,,,,,,,,,,,,
986,2001,14.0,"0.217,286.55,","72.63,","25.41,",49.02,,,,,,,,,,,,,,,,
987,2001,15.0,"0.237,287.68,","68.34,","35.00,",51.67,,,,,,,,,,,,,,,,
988,2001,16.0,"0.264,289.35,","65.71,","40.72,",53.22,,,,,,,,,,,,,,,,
989,2001,17.0,"0.302,291.00,","67.60,","42.52,",55.06,,,,,,,,,,,,,,,,
990,2001,18.0,"0.343,291.83,","70.71,","49.96,",60.34,,,,,,,,,,,,,,,,
991,2001,19.0,"0.380,292.31,","72.48,","57.54,",65.01,,,,,,,,,,,,,,,,
992,2001,20.0,"0.409,292.84,","73.21,","62.17,",67.69,,,,,,,,,,,,,,,,
993,2001,21.0,"0.426,292.82,","70.32,","69.35,",69.84,,,,,,,,,,,,,,,,
994,2001,22.0,"0.438,292.52,","65.81,","76.81,",71.31,,,,,,,,,,,,,,,,
995,2001,23.0,"0.443,292.27,","61.14,","82.93,",72.03,,,,,,,,,,,,,,,,
996,2001,24.0,"0.449,292.57,","59.65,","84.23,",71.94,,,,,,,,,,,,,,,,
997,2001,25.0,"0.451,293.22,","59.03,","81.37,",70.2,,,,,,,,,,,,,,,,
998,2001,26.0,"0.455,294.05,","60.92,","75.25,",68.09,,,,,,,,,,,,,,,,
999,2001,27.0,"0.457,295.11,","64.53,","68.59,",66.56,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.447,295.82,","63.47,","63.70,",63.59,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.434,296.14,","60.16,","60.69,",60.43,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.424,296.79,","58.86,","52.50,",55.68,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.412,297.17,","55.79,","46.01,",50.9,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.388,296.69,","46.27,","48.48,",47.38,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.366,296.19,","37.63,","49.42,",43.52,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.346,295.46,","31.71,","51.56,",41.63,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.326,294.17,","29.84,","55.42,",42.63,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.310,292.72,","33.68,","55.05,",44.37,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.298,291.46,","39.24,","52.24,",45.74,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.292,290.73,","45.96,","44.12,",45.04,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.289,289.66,","54.32,","37.82,",46.07,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.283,288.10,","60.47,","35.98,",48.23,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.271,285.78,","66.28,","36.78,",51.53,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.255,283.14,","71.69,","42.08,",56.89,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.236,280.32,","75.84,","49.89,",62.87,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.210,276.88,","76.02,","52.86,",64.44,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.176,272.81,","69.97,","57.44,",63.71,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.142,268.59,","62.35,","63.42,",62.88,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.111,264.58,","55.26,","70.49,",62.88,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.080,259.65,","42.96,","82.77,",62.86,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.060,254.99,","34.79,","90.83,",62.81,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.048,252.11,","29.43,","89.78,",59.61,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.041,249.67,","27.33,","87.91,",57.62,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.038,247.78,","26.29,","86.06,",56.18,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.036,246.58,","23.07,","86.28,",54.67,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.033,247.69,","21.46,","84.11,",52.78,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.038,251.99,","29.05,","72.26,",50.66,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.050,256.88,","40.83,","56.41,",48.62,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.061,260.94,","48.44,","46.07,",47.26,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.074,264.84,","53.96,","39.08,",46.52,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.090,269.00,","60.41,","31.00,",45.71,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.104,272.28,","64.64,","26.41,",45.53,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.124,275.22,","70.85,","24.25,",47.55,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.135,278.08,","70.66,","22.60,",46.63,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.157,281.95,","75.19,","13.84,",44.51,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.176,284.57,","76.90,","14.80,",45.85,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.193,286.27,","74.34,","16.73,",45.54,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.209,287.37,","68.73,","20.87,",44.8,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.226,288.78,","63.23,","27.43,",45.33,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.256,290.66,","61.94,","30.67,",46.31,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.298,292.31,","65.61,","31.62,",48.61,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.345,293.36,","71.68,","35.98,",53.83,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.386,294.29,","75.01,","39.28,",57.15,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.416,295.00,","76.22,","42.81,",59.51,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.435,295.13,","73.81,","48.93,",61.37,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.448,295.40,","70.94,","51.61,",61.28,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.457,295.57,","69.22,","54.35,",61.79,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.464,296.00,","69.44,","53.62,",61.53,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.468,296.72,","69.59,","48.76,",59.18,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.463,297.12,","66.23,","46.39,",56.31,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.453,297.29,","61.55,","48.03,",54.79,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.436,297.29,","55.94,","49.24,",52.59,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.419,297.02,","51.35,","51.14,",51.25,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.410,296.54,","50.40,","54.90,",52.65,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.404,296.21,","50.82,","57.10,",53.96,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.400,295.86,","53.42,","58.33,",55.87,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.391,295.37,","53.38,","59.46,",56.42,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.372,294.48,","48.29,","63.84,",56.07,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.347,293.10,","42.91,","68.24,",55.57,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.323,291.62,","40.68,","67.11,",53.9,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.297,289.22,","38.17,","75.12,",56.64,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.269,286.33,","32.57,","89.46,",61.02,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.244,284.43,","29.04,","95.02,",62.03,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.227,283.63,","29.32,","89.18,",59.25,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.206,281.55,","29.21,","87.42,",58.31,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.183,279.03,","29.96,","87.06,",58.51,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.158,276.83,","30.08,","81.98,",56.03,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.139,274.88,","31.56,","69.70,",50.63,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.123,272.80,","33.64,","57.24,",45.44,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.110,270.08,","37.11,","54.57,",45.84,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.096,267.18,","41.23,","56.60,",48.91,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.087,265.12,","48.06,","56.09,",52.08,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.082,263.79,","56.26,","52.17,",54.22,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.073,261.79,","58.57,","51.00,",54.79,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.065,259.79,","56.85,","49.94,",53.4,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.057,259.18,","49.63,","45.83,",47.73,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.051,259.02,","41.16,","44.18,",42.67,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.043,257.79,","31.68,","50.12,",40.9,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.037,257.13,","28.50,","54.34,",41.42,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.034,257.00,","26.43,","55.42,",40.93,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.031,257.22,","22.97,","57.18,",40.07,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.029,257.71,","20.15,","60.51,",40.33,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.030,258.65,","18.80,","62.79,",40.79,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.030,259.71,","17.21,","66.62,",41.91,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.031,261.48,","16.87,","70.41,",43.64,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.040,264.08,","17.65,","72.22,",44.93,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.056,267.10,","21.15,","71.11,",46.13,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.077,271.28,","25.29,","69.43,",47.36,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.100,275.85,","26.93,","65.82,",46.37,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.128,279.88,","28.71,","65.13,",46.92,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.159,283.89,","31.75,","63.26,",47.51,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.194,288.00,","34.65,","52.39,",43.52,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.236,291.69,","39.03,","37.15,",38.09,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.283,294.91,","45.12,","22.35,",33.73,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.324,297.50,","48.29,","12.58,",30.43,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.363,299.24,","51.67,","9.24,",30.46,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.392,299.91,","52.54,","9.99,",31.27,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.413,300.09,","51.32,","12.63,",31.98,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.429,300.02,","51.12,","16.44,",33.78,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.434,299.18,","48.89,","24.77,",36.83,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.433,298.00,","45.82,","36.23,",41.02,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.429,296.85,","43.38,","48.53,",45.95,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.430,296.14,","46.07,","58.63,",52.35,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.434,295.81,","54.14,","63.50,",58.82,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.438,295.46,","61.93,","67.16,",64.54,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.437,295.19,","66.39,","69.54,",67.97,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.435,295.12,","69.50,","69.49,",69.49,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.427,294.98,","69.73,","68.78,",69.25,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.415,294.75,","68.62,","67.01,",67.82,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.399,293.99,","65.77,","69.59,",67.68,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.382,293.38,","65.22,","64.55,",64.89,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.365,292.78,","66.05,","54.36,",60.2,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.343,291.60,","64.72,","51.01,",57.87,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.319,290.08,","60.85,","51.36,",56.11,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.290,287.96,","54.25,","57.47,",55.86,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.258,285.27,","46.47,","70.05,",58.26,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.228,282.85,","42.30,","72.29,",57.3,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.201,280.31,","41.66,","73.95,",57.81,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.177,278.45,","42.29,","67.82,",55.06,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.158,277.03,","44.43,","51.24,",47.84,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.135,275.88,","43.12,","35.08,",39.1,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.116,274.16,","44.18,","30.26,",37.22,,,,,,,,,,,,,,,,
