,Mean,data,for,UKR,Province=,16:,"Mykolayiv,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.397,299.91,","84.82,","69.29,",77.05,,,,,,,,,,,,,,,,
844,1998,28.0,"0.389,300.76,","82.54,","63.47,",73.01,,,,,,,,,,,,,,,,
845,1998,29.0,"0.380,301.71,","80.93,","56.77,",68.85,,,,,,,,,,,,,,,,
846,1998,30.0,"0.370,302.39,","80.89,","50.29,",65.59,,,,,,,,,,,,,,,,
847,1998,31.0,"0.353,302.66,","80.04,","45.53,",62.78,,,,,,,,,,,,,,,,
848,1998,32.0,"0.331,302.40,","78.55,","44.38,",61.46,,,,,,,,,,,,,,,,
849,1998,33.0,"0.313,301.66,","77.10,","47.54,",62.32,,,,,,,,,,,,,,,,
850,1998,34.0,"0.299,300.81,","76.21,","51.04,",63.63,,,,,,,,,,,,,,,,
851,1998,35.0,"0.287,300.07,","75.61,","49.34,",62.47,,,,,,,,,,,,,,,,
852,1998,36.0,"0.274,298.82,","73.56,","45.12,",59.34,,,,,,,,,,,,,,,,
853,1998,37.0,"0.263,297.07,","72.41,","43.97,",58.19,,,,,,,,,,,,,,,,
854,1998,38.0,"0.255,295.14,","72.94,","46.51,",59.72,,,,,,,,,,,,,,,,
855,1998,39.0,"0.247,292.86,","72.28,","51.97,",62.12,,,,,,,,,,,,,,,,
856,1998,40.0,"0.237,290.20,","70.35,","57.64,",64.0,,,,,,,,,,,,,,,,
857,1998,41.0,"0.227,287.60,","69.21,","57.96,",63.59,,,,,,,,,,,,,,,,
858,1998,42.0,"0.217,285.14,","68.56,","51.60,",60.08,,,,,,,,,,,,,,,,
859,1998,43.0,"0.206,282.68,","67.32,","45.86,",56.59,,,,,,,,,,,,,,,,
860,1998,44.0,"0.186,279.89,","63.30,","42.14,",52.72,,,,,,,,,,,,,,,,
861,1998,45.0,"0.161,276.75,","57.24,","44.81,",51.03,,,,,,,,,,,,,,,,
862,1998,46.0,"0.133,272.77,","49.17,","53.63,",51.4,,,,,,,,,,,,,,,,
863,1998,47.0,"0.110,269.54,","43.21,","58.83,",51.02,,,,,,,,,,,,,,,,
864,1998,48.0,"0.093,267.55,","39.45,","57.02,",48.24,,,,,,,,,,,,,,,,
865,1998,49.0,"0.080,266.09,","36.95,","51.64,",44.3,,,,,,,,,,,,,,,,
866,1998,50.0,"0.072,264.98,","36.00,","46.89,",41.44,,,,,,,,,,,,,,,,
867,1998,51.0,"0.068,265.05,","37.50,","40.94,",39.22,,,,,,,,,,,,,,,,
868,1998,52.0,"0.062,264.61,","35.25,","39.12,",37.18,,,,,,,,,,,,,,,,
869,1999,1.0,"0.059,264.55,","36.72,","39.08,",37.9,,,,,,,,,,,,,,,,
870,1999,2.0,"0.061,265.00,","39.86,","36.26,",38.06,,,,,,,,,,,,,,,,
871,1999,3.0,"0.064,265.71,","41.92,","32.84,",37.38,,,,,,,,,,,,,,,,
872,1999,4.0,"0.068,266.69,","44.10,","30.86,",37.48,,,,,,,,,,,,,,,,
873,1999,5.0,"0.074,267.90,","46.41,","29.02,",37.71,,,,,,,,,,,,,,,,
874,1999,6.0,"0.084,270.13,","50.04,","26.54,",38.29,,,,,,,,,,,,,,,,
875,1999,7.0,"0.096,272.55,","52.80,","25.17,",38.99,,,,,,,,,,,,,,,,
876,1999,8.0,"0.103,274.59,","53.03,","25.26,",39.15,,,,,,,,,,,,,,,,
877,1999,9.0,"0.111,276.84,","53.20,","25.91,",39.55,,,,,,,,,,,,,,,,
878,1999,10.0,"0.124,278.85,","53.23,","27.67,",40.45,,,,,,,,,,,,,,,,
879,1999,11.0,"0.139,281.22,","54.66,","25.56,",40.11,,,,,,,,,,,,,,,,
880,1999,12.0,"0.162,284.07,","58.70,","24.20,",41.45,,,,,,,,,,,,,,,,
881,1999,13.0,"0.190,286.18,","64.32,","25.84,",45.08,,,,,,,,,,,,,,,,
882,1999,14.0,"0.225,288.12,","70.98,","27.44,",49.21,,,,,,,,,,,,,,,,
883,1999,15.0,"0.264,290.03,","76.84,","30.94,",53.89,,,,,,,,,,,,,,,,
884,1999,16.0,"0.299,291.55,","79.66,","40.77,",60.21,,,,,,,,,,,,,,,,
885,1999,17.0,"0.329,292.35,","80.45,","59.33,",69.89,,,,,,,,,,,,,,,,
886,1999,18.0,"0.355,293.21,","81.05,","72.95,",77.0,,,,,,,,,,,,,,,,
887,1999,19.0,"0.378,294.56,","81.61,","79.08,",80.35,,,,,,,,,,,,,,,,
888,1999,20.0,"0.400,296.12,","83.46,","76.18,",79.82,,,,,,,,,,,,,,,,
889,1999,21.0,"0.411,297.94,","85.63,","67.33,",76.48,,,,,,,,,,,,,,,,
890,1999,22.0,"0.415,299.63,","86.61,","58.24,",72.42,,,,,,,,,,,,,,,,
891,1999,23.0,"0.409,300.79,","85.44,","51.96,",68.7,,,,,,,,,,,,,,,,
892,1999,24.0,"0.396,301.50,","80.60,","49.37,",64.98,,,,,,,,,,,,,,,,
893,1999,25.0,"0.378,301.85,","73.56,","50.21,",61.89,,,,,,,,,,,,,,,,
894,1999,26.0,"0.361,302.17,","67.46,","50.85,",59.15,,,,,,,,,,,,,,,,
895,1999,27.0,"0.342,301.98,","60.43,","54.37,",57.4,,,,,,,,,,,,,,,,
896,1999,28.0,"0.324,301.77,","55.00,","56.03,",55.51,,,,,,,,,,,,,,,,
897,1999,29.0,"0.309,301.62,","51.29,","56.89,",54.09,,,,,,,,,,,,,,,,
898,1999,30.0,"0.294,301.12,","49.29,","59.05,",54.17,,,,,,,,,,,,,,,,
899,1999,31.0,"0.281,300.37,","49.36,","62.06,",55.71,,,,,,,,,,,,,,,,
900,1999,32.0,"0.271,299.73,","51.07,","64.44,",57.75,,,,,,,,,,,,,,,,
901,1999,33.0,"0.265,299.42,","53.64,","64.97,",59.31,,,,,,,,,,,,,,,,
902,1999,34.0,"0.262,299.13,","57.35,","64.93,",61.14,,,,,,,,,,,,,,,,
903,1999,35.0,"0.254,298.40,","58.90,","64.28,",61.59,,,,,,,,,,,,,,,,
904,1999,36.0,"0.243,297.71,","57.84,","55.72,",56.78,,,,,,,,,,,,,,,,
905,1999,37.0,"0.231,297.17,","55.93,","43.47,",49.7,,,,,,,,,,,,,,,,
906,1999,38.0,"0.214,296.16,","52.04,","36.68,",44.36,,,,,,,,,,,,,,,,
907,1999,39.0,"0.193,294.38,","45.37,","36.29,",40.83,,,,,,,,,,,,,,,,
908,1999,40.0,"0.168,291.62,","37.50,","42.53,",40.02,,,,,,,,,,,,,,,,
909,1999,41.0,"0.148,288.18,","33.00,","51.69,",42.34,,,,,,,,,,,,,,,,
910,1999,42.0,"0.133,285.29,","32.31,","50.28,",41.3,,,,,,,,,,,,,,,,
911,1999,43.0,"0.120,281.97,","31.31,","51.72,",41.51,,,,,,,,,,,,,,,,
912,1999,44.0,"0.104,278.53,","28.85,","51.17,",40.01,,,,,,,,,,,,,,,,
913,1999,45.0,"0.089,275.21,","25.92,","53.91,",39.92,,,,,,,,,,,,,,,,
914,1999,46.0,"0.070,271.53,","20.90,","60.31,",40.61,,,,,,,,,,,,,,,,
915,1999,47.0,"0.056,267.55,","16.81,","69.05,",42.93,,,,,,,,,,,,,,,,
916,1999,48.0,"0.047,263.58,","14.58,","75.92,",45.25,,,,,,,,,,,,,,,,
917,1999,49.0,"0.042,260.04,","13.56,","77.15,",45.35,,,,,,,,,,,,,,,,
918,1999,50.0,"0.037,258.61,","11.95,","71.48,",41.72,,,,,,,,,,,,,,,,
919,1999,51.0,"0.033,257.87,","11.16,","66.16,",38.66,,,,,,,,,,,,,,,,
920,1999,52.0,"0.029,257.22,","9.77,","62.85,",36.31,,,,,,,,,,,,,,,,
921,2000,1.0,"0.027,256.66,","12.76,","64.23,",38.5,,,,,,,,,,,,,,,,
922,2000,2.0,"0.026,256.53,","15.70,","63.04,",39.37,,,,,,,,,,,,,,,,
923,2000,3.0,"0.025,256.40,","16.51,","59.94,",38.23,,,,,,,,,,,,,,,,
924,2000,4.0,"0.026,256.54,","17.60,","58.08,",37.84,,,,,,,,,,,,,,,,
925,2000,5.0,"0.026,257.17,","18.50,","57.34,",37.92,,,,,,,,,,,,,,,,
926,2000,6.0,"0.027,259.08,","18.18,","56.23,",37.21,,,,,,,,,,,,,,,,
927,2000,7.0,"0.029,261.75,","17.53,","54.59,",36.06,,,,,,,,,,,,,,,,
928,2000,8.0,"0.035,264.62,","18.96,","52.32,",35.64,,,,,,,,,,,,,,,,
929,2000,9.0,"0.042,267.86,","21.01,","51.37,",36.19,,,,,,,,,,,,,,,,
930,2000,10.0,"0.051,270.73,","20.31,","51.59,",35.95,,,,,,,,,,,,,,,,
931,2000,11.0,"0.064,275.00,","21.16,","45.60,",33.38,,,,,,,,,,,,,,,,
932,2000,12.0,"0.080,279.48,","23.14,","40.04,",31.59,,,,,,,,,,,,,,,,
933,2000,13.0,"0.101,283.70,","26.91,","34.98,",30.94,,,,,,,,,,,,,,,,
934,2000,14.0,"0.126,287.63,","31.52,","29.29,",30.41,,,,,,,,,,,,,,,,
935,2000,15.0,"0.158,291.00,","37.31,","26.07,",31.69,,,,,,,,,,,,,,,,
936,2000,16.0,"0.198,293.51,","43.29,","28.60,",35.94,,,,,,,,,,,,,,,,
937,2000,17.0,"0.245,295.27,","50.42,","36.90,",43.66,,,,,,,,,,,,,,,,
938,2000,18.0,"0.292,296.09,","58.30,","49.03,",53.67,,,,,,,,,,,,,,,,
939,2000,19.0,"0.320,296.74,","59.26,","60.28,",59.77,,,,,,,,,,,,,,,,
940,2000,20.0,"0.338,297.73,","58.09,","62.71,",60.4,,,,,,,,,,,,,,,,
941,2000,21.0,"0.350,298.81,","57.72,","60.57,",59.14,,,,,,,,,,,,,,,,
942,2000,22.0,"0.351,299.82,","55.52,","57.00,",56.26,,,,,,,,,,,,,,,,
943,2000,23.0,"0.344,300.40,","52.70,","54.95,",53.82,,,,,,,,,,,,,,,,
944,2000,24.0,"0.339,301.13,","52.14,","52.31,",52.22,,,,,,,,,,,,,,,,
945,2000,25.0,"0.332,301.68,","50.76,","51.64,",51.2,,,,,,,,,,,,,,,,
946,2000,26.0,"0.319,301.64,","47.16,","54.76,",50.96,,,,,,,,,,,,,,,,
947,2000,27.0,"0.305,301.36,","42.86,","58.85,",50.86,,,,,,,,,,,,,,,,
948,2000,28.0,"0.292,300.97,","40.29,","61.73,",51.01,,,,,,,,,,,,,,,,
949,2000,29.0,"0.282,300.87,","39.55,","62.40,",50.98,,,,,,,,,,,,,,,,
950,2000,30.0,"0.275,301.16,","41.09,","58.81,",49.95,,,,,,,,,,,,,,,,
951,2000,31.0,"0.260,300.75,","40.08,","59.11,",49.6,,,,,,,,,,,,,,,,
952,2000,32.0,"0.241,300.24,","37.35,","60.39,",48.87,,,,,,,,,,,,,,,,
953,2000,33.0,"0.226,299.84,","35.52,","61.57,",48.55,,,,,,,,,,,,,,,,
954,2000,34.0,"0.212,298.69,","32.89,","68.48,",50.68,,,,,,,,,,,,,,,,
955,2000,35.0,"0.199,296.75,","31.27,","78.54,",54.9,,,,,,,,,,,,,,,,
956,2000,36.0,"0.191,295.00,","31.32,","79.98,",55.65,,,,,,,,,,,,,,,,
957,2000,37.0,"0.191,294.03,","35.26,","73.19,",54.22,,,,,,,,,,,,,,,,
958,2000,38.0,"0.197,293.58,","43.27,","62.77,",53.02,,,,,,,,,,,,,,,,
959,2000,39.0,"0.200,292.91,","48.94,","51.92,",50.43,,,,,,,,,,,,,,,,
960,2000,40.0,"0.201,291.94,","53.26,","39.60,",46.43,,,,,,,,,,,,,,,,
961,2000,41.0,"0.193,289.99,","53.66,","32.69,",43.17,,,,,,,,,,,,,,,,
962,2000,42.0,"0.176,287.67,","50.65,","26.87,",38.76,,,,,,,,,,,,,,,,
963,2000,43.0,"0.153,285.09,","44.72,","26.30,",35.51,,,,,,,,,,,,,,,,
964,2000,44.0,"0.120,282.49,","35.32,","24.53,",29.93,,,,,,,,,,,,,,,,
965,2000,45.0,"0.089,280.49,","25.66,","22.47,",24.06,,,,,,,,,,,,,,,,
966,2000,46.0,"0.071,278.81,","21.31,","20.11,",20.71,,,,,,,,,,,,,,,,
967,2000,47.0,"0.058,276.88,","17.95,","19.98,",18.97,,,,,,,,,,,,,,,,
968,2000,48.0,"0.050,275.25,","16.70,","19.68,",18.19,,,,,,,,,,,,,,,,
969,2000,49.0,"0.046,274.08,","17.29,","17.21,",17.25,,,,,,,,,,,,,,,,
970,2000,50.0,"0.043,273.09,","17.34,","14.94,",16.14,,,,,,,,,,,,,,,,
971,2000,51.0,"0.042,272.47,","19.14,","14.44,",16.79,,,,,,,,,,,,,,,,
972,2000,52.0,"0.048,271.97,","24.61,","15.14,",19.88,,,,,,,,,,,,,,,,
973,2001,1.0,"0.069,271.12,","41.79,","17.75,",29.77,,,,,,,,,,,,,,,,
974,2001,2.0,"0.078,270.59,","50.49,","18.32,",34.41,,,,,,,,,,,,,,,,
975,2001,3.0,"0.095,270.30,","60.31,","19.12,",39.71,,,,,,,,,,,,,,,,
976,2001,4.0,"0.102,270.60,","63.38,","20.00,",41.69,,,,,,,,,,,,,,,,
977,2001,5.0,"0.108,271.12,","65.24,","20.12,",42.68,,,,,,,,,,,,,,,,
978,2001,6.0,"0.120,272.64,","69.02,","19.43,",44.23,,,,,,,,,,,,,,,,
979,2001,7.0,"0.132,274.63,","71.25,","19.18,",45.22,,,,,,,,,,,,,,,,
980,2001,8.0,"0.150,277.25,","75.52,","17.81,",46.66,,,,,,,,,,,,,,,,
981,2001,9.0,"0.168,279.59,","78.98,","17.97,",48.48,,,,,,,,,,,,,,,,
982,2001,10.0,"0.192,281.95,","82.85,","18.40,",50.63,,,,,,,,,,,,,,,,
983,2001,11.0,"0.218,284.04,","86.89,","16.44,",51.67,,,,,,,,,,,,,,,,
984,2001,12.0,"0.238,285.91,","88.21,","17.98,",53.09,,,,,,,,,,,,,,,,
985,2001,13.0,"0.259,287.58,","89.61,","20.72,",55.17,,,,,,,,,,,,,,,,
986,2001,14.0,"0.281,289.13,","89.69,","23.35,",56.52,,,,,,,,,,,,,,,,
987,2001,15.0,"0.301,290.89,","88.00,","26.56,",57.28,,,,,,,,,,,,,,,,
988,2001,16.0,"0.325,292.37,","86.46,","35.51,",60.98,,,,,,,,,,,,,,,,
989,2001,17.0,"0.350,293.53,","85.92,","50.25,",68.09,,,,,,,,,,,,,,,,
990,2001,18.0,"0.375,294.30,","86.41,","63.89,",75.15,,,,,,,,,,,,,,,,
991,2001,19.0,"0.396,294.70,","86.25,","77.39,",81.82,,,,,,,,,,,,,,,,
992,2001,20.0,"0.408,295.17,","86.54,","84.62,",85.58,,,,,,,,,,,,,,,,
993,2001,21.0,"0.409,295.38,","84.47,","88.07,",86.27,,,,,,,,,,,,,,,,
994,2001,22.0,"0.401,295.40,","79.68,","90.10,",84.89,,,,,,,,,,,,,,,,
995,2001,23.0,"0.388,295.57,","74.80,","89.54,",82.17,,,,,,,,,,,,,,,,
996,2001,24.0,"0.376,296.23,","70.66,","87.54,",79.1,,,,,,,,,,,,,,,,
997,2001,25.0,"0.362,297.34,","65.36,","83.48,",74.42,,,,,,,,,,,,,,,,
998,2001,26.0,"0.349,298.96,","61.28,","74.39,",67.84,,,,,,,,,,,,,,,,
999,2001,27.0,"0.337,300.74,","57.63,","63.59,",60.61,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.323,302.08,","53.87,","54.45,",54.16,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.310,302.99,","50.89,","47.75,",49.32,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.299,303.89,","50.43,","39.41,",44.92,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.285,304.28,","50.40,","33.58,",41.99,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.267,303.73,","48.64,","34.42,",41.53,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.253,302.99,","47.65,","37.35,",42.5,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.245,301.94,","48.89,","41.87,",45.38,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.238,300.06,","50.58,","49.60,",50.09,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.237,298.16,","54.49,","51.36,",52.93,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.239,296.52,","59.85,","49.59,",54.72,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.245,295.38,","67.88,","44.63,",56.26,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.250,293.94,","74.37,","41.13,",57.75,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.253,292.12,","78.99,","37.47,",58.23,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.253,289.69,","81.50,","35.72,",58.61,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.249,287.09,","82.82,","32.45,",57.64,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.242,284.58,","82.54,","30.39,",56.46,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.224,281.46,","79.05,","31.58,",55.31,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.199,277.86,","73.51,","38.36,",55.94,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.173,274.71,","67.91,","43.16,",55.53,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.151,271.28,","62.96,","50.00,",56.48,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.122,267.35,","55.39,","58.38,",56.88,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.100,263.86,","49.14,","61.11,",55.12,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.084,261.45,","44.51,","60.43,",52.47,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.074,260.19,","42.25,","57.88,",50.07,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.067,259.00,","38.62,","56.98,",47.8,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.063,259.31,","38.42,","55.73,",47.07,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.061,260.27,","39.30,","50.97,",45.14,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.068,262.85,","44.39,","40.71,",42.55,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.077,266.13,","49.08,","31.85,",40.47,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.081,268.95,","50.23,","25.77,",38.0,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.092,272.52,","54.33,","19.73,",37.03,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.111,276.54,","60.89,","13.97,",37.43,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.128,279.28,","65.41,","12.26,",38.83,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.144,281.84,","69.01,","11.51,",40.26,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.157,284.28,","68.64,","11.44,",40.04,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.178,287.09,","71.77,","6.56,",39.16,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.198,289.39,","73.88,","5.96,",39.92,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.217,291.35,","75.06,","6.81,",40.94,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.236,293.12,","74.61,","7.12,",40.87,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.253,294.40,","72.13,","10.00,",41.06,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.276,295.75,","70.66,","14.91,",42.78,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.307,297.53,","72.25,","19.47,",45.86,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.338,298.82,","74.77,","25.90,",50.33,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.367,299.91,","77.23,","32.07,",54.65,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.386,300.87,","77.48,","35.57,",56.53,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.389,301.09,","75.72,","42.09,",58.91,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.384,301.26,","71.46,","46.34,",58.9,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.374,301.08,","67.60,","50.16,",58.88,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.360,301.29,","62.90,","51.19,",57.04,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.350,302.20,","59.73,","47.93,",53.83,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.337,303.00,","55.66,","45.12,",50.39,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.319,303.61,","49.32,","43.30,",46.31,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.298,303.87,","42.88,","41.91,",42.4,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.279,303.41,","37.99,","44.70,",41.35,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.271,302.83,","39.15,","47.03,",43.09,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.268,302.48,","43.29,","46.60,",44.94,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.263,301.70,","47.15,","49.64,",48.39,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.258,301.23,","49.99,","50.99,",50.49,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.246,300.78,","49.61,","51.58,",50.59,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.228,299.26,","45.08,","56.96,",51.02,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.206,297.33,","38.15,","59.59,",48.87,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.187,294.78,","32.37,","66.55,",49.46,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.173,292.03,","30.28,","77.94,",54.11,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.166,289.57,","31.12,","85.83,",58.48,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.163,287.62,","34.50,","84.48,",59.49,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.156,285.21,","36.78,","82.56,",59.67,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.151,282.79,","40.14,","74.25,",57.19,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.143,280.13,","40.89,","66.08,",53.49,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.134,277.43,","41.47,","58.16,",49.81,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.123,274.26,","40.66,","59.35,",50.0,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.116,271.48,","42.08,","60.56,",51.32,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.115,268.85,","45.83,","62.58,",54.2,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.117,267.20,","52.66,","58.86,",55.76,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.114,266.67,","58.25,","48.88,",53.56,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.109,265.01,","61.79,","46.48,",54.13,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.099,262.99,","60.43,","48.05,",54.24,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.085,261.87,","52.33,","47.94,",50.14,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.067,260.62,","41.92,","51.52,",46.72,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.048,258.75,","31.05,","55.78,",43.41,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.039,256.97,","25.25,","57.69,",41.47,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.030,256.07,","20.54,","58.85,",39.69,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.023,256.29,","16.38,","59.53,",37.95,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.019,256.65,","13.49,","62.88,",38.19,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.018,257.48,","11.53,","66.54,",39.03,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.017,258.06,","10.46,","70.54,",40.5,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.019,260.38,","10.21,","72.87,",41.54,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.026,263.94,","8.80,","71.81,",40.3,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.037,267.41,","9.20,","70.14,",39.67,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.051,272.08,","10.68,","65.61,",38.14,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.069,277.44,","13.59,","58.38,",35.98,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.090,282.43,","17.51,","51.07,",34.29,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.112,287.16,","20.80,","45.15,",32.97,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.139,291.53,","22.45,","41.30,",31.88,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.170,295.77,","24.17,","33.56,",28.87,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.204,299.45,","27.06,","21.46,",24.26,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.237,302.02,","27.76,","15.78,",21.77,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.268,303.75,","29.20,","14.46,",21.83,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.292,304.37,","31.85,","18.14,",24.99,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.313,304.55,","37.08,","22.88,",29.98,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.328,304.27,","44.88,","27.79,",36.33,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.336,303.35,","50.84,","36.54,",43.69,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.342,302.27,","55.87,","47.50,",51.68,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.347,301.13,","60.28,","58.70,",59.49,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.350,300.17,","63.46,","67.40,",65.43,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.352,299.66,","66.30,","71.00,",68.65,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.353,299.52,","69.45,","72.22,",70.83,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.352,299.85,","72.95,","68.53,",70.74,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.348,300.10,","77.29,","64.17,",70.73,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.336,300.45,","79.56,","59.13,",69.35,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.317,300.64,","77.99,","55.51,",66.75,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.294,300.12,","73.25,","56.86,",65.05,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.274,299.51,","68.85,","54.50,",61.68,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.257,298.68,","64.80,","46.63,",55.72,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.240,297.41,","60.46,","41.30,",50.88,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.223,295.78,","56.41,","40.72,",48.56,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.205,293.40,","51.61,","46.75,",49.18,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.187,290.47,","46.62,","54.94,",50.78,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.172,287.83,","44.28,","55.54,",49.91,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.160,285.04,","43.78,","52.52,",48.15,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.149,282.56,","43.36,","46.82,",45.09,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.138,280.39,","42.74,","38.69,",40.72,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.123,278.44,","40.59,","34.66,",37.63,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.107,275.70,","37.56,","37.36,",37.46,,,,,,,,,,,,,,,,
