,Mean,data,for,UKR,Province=,19:,"Rivne,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.398,291.42,","40.07,","77.52,",58.8,,,,,,,,,,,,,,,,
844,1998,28.0,"0.407,292.30,","45.94,","71.63,",58.79,,,,,,,,,,,,,,,,
845,1998,29.0,"0.420,293.39,","56.13,","62.99,",59.56,,,,,,,,,,,,,,,,
846,1998,30.0,"0.430,294.03,","65.41,","58.54,",61.98,,,,,,,,,,,,,,,,
847,1998,31.0,"0.429,293.73,","68.19,","61.57,",64.88,,,,,,,,,,,,,,,,
848,1998,32.0,"0.428,293.35,","69.14,","64.73,",66.94,,,,,,,,,,,,,,,,
849,1998,33.0,"0.420,292.37,","68.56,","73.79,",71.18,,,,,,,,,,,,,,,,
850,1998,34.0,"0.410,291.25,","67.21,","81.19,",74.2,,,,,,,,,,,,,,,,
851,1998,35.0,"0.406,290.96,","70.79,","72.31,",71.55,,,,,,,,,,,,,,,,
852,1998,36.0,"0.392,290.05,","71.17,","64.84,",68.0,,,,,,,,,,,,,,,,
853,1998,37.0,"0.370,288.56,","68.03,","63.71,",65.87,,,,,,,,,,,,,,,,
854,1998,38.0,"0.346,286.87,","64.50,","68.25,",66.37,,,,,,,,,,,,,,,,
855,1998,39.0,"0.318,284.83,","59.10,","74.78,",66.94,,,,,,,,,,,,,,,,
856,1998,40.0,"0.287,282.66,","52.46,","78.14,",65.3,,,,,,,,,,,,,,,,
857,1998,41.0,"0.258,280.40,","48.68,","80.49,",64.58,,,,,,,,,,,,,,,,
858,1998,42.0,"0.231,277.73,","47.12,","82.60,",64.86,,,,,,,,,,,,,,,,
859,1998,43.0,"0.201,274.82,","43.63,","84.92,",64.28,,,,,,,,,,,,,,,,
860,1998,44.0,"0.162,271.03,","34.59,","87.84,",61.22,,,,,,,,,,,,,,,,
861,1998,45.0,"0.130,267.49,","27.54,","87.38,",57.46,,,,,,,,,,,,,,,,
862,1998,46.0,"0.105,263.81,","23.44,","88.92,",56.18,,,,,,,,,,,,,,,,
863,1998,47.0,"0.092,261.63,","25.56,","87.03,",56.29,,,,,,,,,,,,,,,,
864,1998,48.0,"0.087,260.92,","30.54,","81.09,",55.82,,,,,,,,,,,,,,,,
865,1998,49.0,"0.081,260.51,","30.87,","74.63,",52.75,,,,,,,,,,,,,,,,
866,1998,50.0,"0.076,260.09,","29.24,","68.45,",48.85,,,,,,,,,,,,,,,,
867,1998,51.0,"0.073,260.45,","30.44,","59.46,",44.95,,,,,,,,,,,,,,,,
868,1998,52.0,"0.072,261.72,","33.70,","47.66,",40.68,,,,,,,,,,,,,,,,
869,1999,1.0,"0.075,263.17,","42.14,","37.79,",39.96,,,,,,,,,,,,,,,,
870,1999,2.0,"0.079,264.24,","49.27,","32.00,",40.63,,,,,,,,,,,,,,,,
871,1999,3.0,"0.084,265.11,","53.73,","28.92,",41.32,,,,,,,,,,,,,,,,
872,1999,4.0,"0.089,265.27,","54.22,","32.53,",43.37,,,,,,,,,,,,,,,,
873,1999,5.0,"0.091,264.72,","48.66,","42.14,",45.4,,,,,,,,,,,,,,,,
874,1999,6.0,"0.092,264.05,","42.43,","51.89,",47.16,,,,,,,,,,,,,,,,
875,1999,7.0,"0.097,263.90,","40.26,","58.93,",49.59,,,,,,,,,,,,,,,,
876,1999,8.0,"0.107,265.54,","42.86,","60.01,",51.44,,,,,,,,,,,,,,,,
877,1999,9.0,"0.122,268.53,","47.79,","55.28,",51.54,,,,,,,,,,,,,,,,
878,1999,10.0,"0.143,272.25,","54.53,","47.85,",51.19,,,,,,,,,,,,,,,,
879,1999,11.0,"0.174,275.75,","63.37,","39.66,",51.52,,,,,,,,,,,,,,,,
880,1999,12.0,"0.203,279.21,","70.10,","36.72,",53.41,,,,,,,,,,,,,,,,
881,1999,13.0,"0.229,282.12,","74.14,","33.89,",54.02,,,,,,,,,,,,,,,,
882,1999,14.0,"0.255,284.01,","77.65,","35.10,",56.37,,,,,,,,,,,,,,,,
883,1999,15.0,"0.280,285.71,","79.88,","38.36,",59.12,,,,,,,,,,,,,,,,
884,1999,16.0,"0.311,287.78,","82.64,","36.84,",59.74,,,,,,,,,,,,,,,,
885,1999,17.0,"0.345,289.46,","85.63,","38.39,",62.01,,,,,,,,,,,,,,,,
886,1999,18.0,"0.385,290.70,","89.80,","40.73,",65.27,,,,,,,,,,,,,,,,
887,1999,19.0,"0.417,291.96,","91.67,","40.47,",66.07,,,,,,,,,,,,,,,,
888,1999,20.0,"0.444,293.43,","92.72,","35.35,",64.03,,,,,,,,,,,,,,,,
889,1999,21.0,"0.463,294.90,","91.89,","26.53,",59.21,,,,,,,,,,,,,,,,
890,1999,22.0,"0.473,295.95,","89.80,","20.01,",54.91,,,,,,,,,,,,,,,,
891,1999,23.0,"0.471,296.25,","83.75,","18.83,",51.29,,,,,,,,,,,,,,,,
892,1999,24.0,"0.473,296.52,","80.27,","15.29,",47.78,,,,,,,,,,,,,,,,
893,1999,25.0,"0.477,297.02,","80.90,","10.37,",45.64,,,,,,,,,,,,,,,,
894,1999,26.0,"0.478,297.14,","81.45,","10.10,",45.78,,,,,,,,,,,,,,,,
895,1999,27.0,"0.474,296.72,","80.27,","16.52,",48.39,,,,,,,,,,,,,,,,
896,1999,28.0,"0.464,296.27,","78.04,","23.03,",50.53,,,,,,,,,,,,,,,,
897,1999,29.0,"0.452,295.79,","74.78,","31.61,",53.19,,,,,,,,,,,,,,,,
898,1999,30.0,"0.435,295.05,","68.59,","45.34,",56.97,,,,,,,,,,,,,,,,
899,1999,31.0,"0.419,294.04,","61.78,","57.71,",59.75,,,,,,,,,,,,,,,,
900,1999,32.0,"0.409,293.04,","58.08,","68.72,",63.4,,,,,,,,,,,,,,,,
901,1999,33.0,"0.410,292.68,","62.36,","69.77,",66.07,,,,,,,,,,,,,,,,
902,1999,34.0,"0.413,292.40,","68.87,","65.86,",67.37,,,,,,,,,,,,,,,,
903,1999,35.0,"0.409,291.74,","72.39,","61.54,",66.97,,,,,,,,,,,,,,,,
904,1999,36.0,"0.397,290.92,","73.57,","53.49,",63.53,,,,,,,,,,,,,,,,
905,1999,37.0,"0.379,290.19,","72.38,","43.97,",58.18,,,,,,,,,,,,,,,,
906,1999,38.0,"0.353,289.13,","67.61,","40.41,",54.01,,,,,,,,,,,,,,,,
907,1999,39.0,"0.323,287.41,","61.41,","42.09,",51.75,,,,,,,,,,,,,,,,
908,1999,40.0,"0.292,284.73,","54.72,","52.46,",53.59,,,,,,,,,,,,,,,,
909,1999,41.0,"0.264,281.53,","51.69,","66.29,",58.99,,,,,,,,,,,,,,,,
910,1999,42.0,"0.237,279.72,","49.91,","62.62,",56.26,,,,,,,,,,,,,,,,
911,1999,43.0,"0.207,277.61,","46.20,","61.97,",54.09,,,,,,,,,,,,,,,,
912,1999,44.0,"0.176,275.37,","41.71,","55.19,",48.45,,,,,,,,,,,,,,,,
913,1999,45.0,"0.146,273.45,","36.57,","47.99,",42.28,,,,,,,,,,,,,,,,
914,1999,46.0,"0.117,271.36,","31.02,","45.67,",38.34,,,,,,,,,,,,,,,,
915,1999,47.0,"0.092,269.10,","25.73,","46.86,",36.29,,,,,,,,,,,,,,,,
916,1999,48.0,"0.073,266.40,","21.75,","52.77,",37.26,,,,,,,,,,,,,,,,
917,1999,49.0,"0.064,264.86,","20.04,","52.73,",36.39,,,,,,,,,,,,,,,,
918,1999,50.0,"0.057,264.84,","16.19,","44.97,",30.58,,,,,,,,,,,,,,,,
919,1999,51.0,"0.050,264.92,","13.25,","37.07,",25.16,,,,,,,,,,,,,,,,
920,1999,52.0,"0.047,264.97,","12.52,","32.01,",22.27,,,,,,,,,,,,,,,,
921,2000,1.0,"0.048,264.46,","15.60,","32.12,",23.86,,,,,,,,,,,,,,,,
922,2000,2.0,"0.053,264.21,","23.00,","33.13,",28.07,,,,,,,,,,,,,,,,
923,2000,3.0,"0.061,264.66,","31.45,","32.84,",32.14,,,,,,,,,,,,,,,,
924,2000,4.0,"0.069,265.00,","37.21,","36.04,",36.62,,,,,,,,,,,,,,,,
925,2000,5.0,"0.080,265.82,","40.92,","39.39,",40.16,,,,,,,,,,,,,,,,
926,2000,6.0,"0.092,267.76,","42.73,","37.61,",40.17,,,,,,,,,,,,,,,,
927,2000,7.0,"0.103,269.57,","44.19,","35.69,",39.94,,,,,,,,,,,,,,,,
928,2000,8.0,"0.115,271.10,","47.29,","36.62,",41.95,,,,,,,,,,,,,,,,
929,2000,9.0,"0.132,272.59,","53.05,","37.85,",45.45,,,,,,,,,,,,,,,,
930,2000,10.0,"0.146,274.02,","56.45,","40.64,",48.54,,,,,,,,,,,,,,,,
931,2000,11.0,"0.161,275.77,","57.53,","40.77,",49.15,,,,,,,,,,,,,,,,
932,2000,12.0,"0.175,277.61,","56.42,","46.70,",51.56,,,,,,,,,,,,,,,,
933,2000,13.0,"0.193,280.10,","56.72,","47.26,",51.99,,,,,,,,,,,,,,,,
934,2000,14.0,"0.217,282.82,","59.06,","44.61,",51.84,,,,,,,,,,,,,,,,
935,2000,15.0,"0.252,285.66,","65.50,","38.94,",52.22,,,,,,,,,,,,,,,,
936,2000,16.0,"0.294,287.75,","74.01,","37.13,",55.57,,,,,,,,,,,,,,,,
937,2000,17.0,"0.334,289.39,","79.61,","38.92,",59.27,,,,,,,,,,,,,,,,
938,2000,18.0,"0.372,290.84,","82.90,","38.86,",60.88,,,,,,,,,,,,,,,,
939,2000,19.0,"0.396,291.93,","80.88,","40.84,",60.86,,,,,,,,,,,,,,,,
940,2000,20.0,"0.410,292.82,","76.04,","42.70,",59.37,,,,,,,,,,,,,,,,
941,2000,21.0,"0.422,294.10,","71.76,","36.12,",53.95,,,,,,,,,,,,,,,,
942,2000,22.0,"0.427,295.00,","66.41,","30.76,",48.59,,,,,,,,,,,,,,,,
943,2000,23.0,"0.424,295.31,","59.47,","29.27,",44.37,,,,,,,,,,,,,,,,
944,2000,24.0,"0.424,295.36,","54.21,","28.58,",41.39,,,,,,,,,,,,,,,,
945,2000,25.0,"0.418,294.95,","49.09,","34.04,",41.56,,,,,,,,,,,,,,,,
946,2000,26.0,"0.409,294.47,","44.10,","40.75,",42.43,,,,,,,,,,,,,,,,
947,2000,27.0,"0.396,293.82,","37.54,","50.14,",43.84,,,,,,,,,,,,,,,,
948,2000,28.0,"0.385,293.30,","33.22,","59.34,",46.28,,,,,,,,,,,,,,,,
949,2000,29.0,"0.380,292.72,","33.27,","70.76,",52.02,,,,,,,,,,,,,,,,
950,2000,30.0,"0.378,292.55,","36.00,","76.23,",56.12,,,,,,,,,,,,,,,,
951,2000,31.0,"0.374,292.29,","36.22,","78.54,",57.38,,,,,,,,,,,,,,,,
952,2000,32.0,"0.372,291.86,","36.27,","82.42,",59.34,,,,,,,,,,,,,,,,
953,2000,33.0,"0.374,291.70,","40.34,","81.54,",60.94,,,,,,,,,,,,,,,,
954,2000,34.0,"0.371,291.15,","43.99,","81.73,",62.86,,,,,,,,,,,,,,,,
955,2000,35.0,"0.360,289.69,","45.39,","86.61,",66.0,,,,,,,,,,,,,,,,
956,2000,36.0,"0.346,288.05,","48.06,","86.03,",67.04,,,,,,,,,,,,,,,,
957,2000,37.0,"0.334,286.93,","50.75,","81.14,",65.94,,,,,,,,,,,,,,,,
958,2000,38.0,"0.318,285.62,","50.86,","81.22,",66.04,,,,,,,,,,,,,,,,
959,2000,39.0,"0.301,284.72,","51.10,","75.41,",63.26,,,,,,,,,,,,,,,,
960,2000,40.0,"0.281,284.38,","49.46,","57.98,",53.72,,,,,,,,,,,,,,,,
961,2000,41.0,"0.260,283.46,","49.64,","44.40,",47.02,,,,,,,,,,,,,,,,
962,2000,42.0,"0.234,282.28,","48.36,","37.37,",42.87,,,,,,,,,,,,,,,,
963,2000,43.0,"0.206,281.28,","45.64,","31.35,",38.49,,,,,,,,,,,,,,,,
964,2000,44.0,"0.173,280.08,","40.10,","19.47,",29.78,,,,,,,,,,,,,,,,
965,2000,45.0,"0.148,278.95,","38.37,","11.66,",25.01,,,,,,,,,,,,,,,,
966,2000,46.0,"0.135,277.64,","41.36,","9.69,",25.52,,,,,,,,,,,,,,,,
967,2000,47.0,"0.123,275.94,","44.62,","10.53,",27.57,,,,,,,,,,,,,,,,
968,2000,48.0,"0.115,274.35,","47.64,","12.94,",30.29,,,,,,,,,,,,,,,,
969,2000,49.0,"0.113,272.79,","50.43,","14.92,",32.67,,,,,,,,,,,,,,,,
970,2000,50.0,"0.110,271.18,","51.63,","14.72,",33.17,,,,,,,,,,,,,,,,
971,2000,51.0,"0.103,269.04,","51.55,","17.05,",34.3,,,,,,,,,,,,,,,,
972,2000,52.0,"0.095,267.92,","50.34,","17.90,",34.12,,,,,,,,,,,,,,,,
973,2001,1.0,"0.091,266.99,","52.66,","20.17,",36.42,,,,,,,,,,,,,,,,
974,2001,2.0,"0.089,265.89,","54.71,","24.97,",39.84,,,,,,,,,,,,,,,,
975,2001,3.0,"0.091,265.39,","57.53,","28.95,",43.24,,,,,,,,,,,,,,,,
976,2001,4.0,"0.092,265.81,","56.51,","31.41,",43.96,,,,,,,,,,,,,,,,
977,2001,5.0,"0.095,266.25,","51.69,","36.45,",44.07,,,,,,,,,,,,,,,,
978,2001,6.0,"0.104,267.20,","49.79,","39.16,",44.47,,,,,,,,,,,,,,,,
979,2001,7.0,"0.111,268.32,","48.38,","39.85,",44.11,,,,,,,,,,,,,,,,
980,2001,8.0,"0.124,270.29,","51.71,","38.61,",45.16,,,,,,,,,,,,,,,,
981,2001,9.0,"0.140,272.27,","57.15,","38.19,",47.67,,,,,,,,,,,,,,,,
982,2001,10.0,"0.165,274.54,","65.93,","37.33,",51.63,,,,,,,,,,,,,,,,
983,2001,11.0,"0.195,277.01,","73.68,","33.55,",53.61,,,,,,,,,,,,,,,,
984,2001,12.0,"0.217,279.39,","76.83,","36.25,",56.54,,,,,,,,,,,,,,,,
985,2001,13.0,"0.238,281.97,","78.51,","35.52,",57.01,,,,,,,,,,,,,,,,
986,2001,14.0,"0.256,284.08,","77.99,","35.39,",56.69,,,,,,,,,,,,,,,,
987,2001,15.0,"0.271,285.83,","75.26,","38.03,",56.65,,,,,,,,,,,,,,,,
988,2001,16.0,"0.291,287.75,","72.41,","37.78,",55.09,,,,,,,,,,,,,,,,
989,2001,17.0,"0.323,289.45,","74.35,","38.88,",56.61,,,,,,,,,,,,,,,,
990,2001,18.0,"0.362,290.78,","78.94,","39.88,",59.41,,,,,,,,,,,,,,,,
991,2001,19.0,"0.388,291.47,","77.58,","46.35,",61.96,,,,,,,,,,,,,,,,
992,2001,20.0,"0.403,291.88,","72.78,","53.51,",63.15,,,,,,,,,,,,,,,,
993,2001,21.0,"0.407,291.54,","64.37,","64.84,",64.6,,,,,,,,,,,,,,,,
994,2001,22.0,"0.405,290.87,","55.45,","74.08,",64.77,,,,,,,,,,,,,,,,
995,2001,23.0,"0.400,290.46,","47.52,","79.22,",63.37,,,,,,,,,,,,,,,,
996,2001,24.0,"0.403,290.64,","44.32,","79.28,",61.8,,,,,,,,,,,,,,,,
997,2001,25.0,"0.415,291.44,","48.66,","73.60,",61.13,,,,,,,,,,,,,,,,
998,2001,26.0,"0.425,292.55,","53.75,","63.40,",58.57,,,,,,,,,,,,,,,,
999,2001,27.0,"0.434,293.73,","58.95,","51.83,",55.39,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.438,294.37,","63.45,","46.85,",55.15,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.433,294.54,","63.51,","48.27,",55.89,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.431,294.69,","65.61,","50.20,",57.9,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.426,294.60,","65.37,","50.70,",58.03,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.414,294.07,","60.52,","55.53,",58.02,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.407,293.54,","59.66,","58.53,",59.1,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.393,292.53,","56.58,","63.99,",60.29,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.375,290.88,","53.47,","72.52,",63.0,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.356,288.88,","52.27,","76.80,",64.54,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.341,287.39,","53.87,","74.15,",64.01,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.330,286.35,","56.41,","70.88,",63.64,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.324,285.25,","61.82,","66.82,",64.32,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.317,284.09,","66.10,","59.21,",62.65,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.308,282.46,","73.16,","54.83,",64.0,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.291,280.59,","77.89,","53.86,",65.87,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.272,278.32,","79.94,","55.93,",67.93,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.250,275.13,","81.86,","56.76,",69.31,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.226,272.13,","82.68,","56.76,",69.72,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.199,269.66,","79.57,","55.66,",67.62,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.166,266.44,","72.21,","61.44,",66.83,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.130,262.69,","58.04,","72.08,",65.06,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.108,259.60,","48.29,","79.06,",63.68,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.091,258.23,","40.04,","77.74,",58.89,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.082,257.72,","36.44,","73.47,",54.96,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.079,257.27,","38.02,","70.32,",54.17,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.077,257.36,","42.92,","67.06,",54.99,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.076,258.49,","45.74,","61.38,",53.56,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.087,261.32,","57.44,","49.19,",53.31,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.109,264.94,","72.29,","35.53,",53.91,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.136,268.56,","82.00,","25.62,",53.81,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.159,271.44,","85.46,","20.27,",52.86,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.181,274.11,","89.48,","14.10,",51.79,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.196,276.01,","91.47,","12.32,",51.89,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.213,277.63,","95.01,","11.94,",53.48,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.225,279.29,","96.29,","13.03,",54.66,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.242,281.14,","96.88,","10.65,",53.77,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.258,282.94,","96.07,","15.72,",55.89,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.270,284.02,","94.00,","22.38,",58.19,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.283,285.14,","91.19,","26.57,",58.88,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.293,286.40,","86.44,","32.15,",59.3,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.314,288.02,","84.23,","34.46,",59.34,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.347,289.99,","86.26,","32.04,",59.15,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.377,291.34,","86.50,","32.85,",59.68,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.399,292.06,","83.38,","38.78,",61.08,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.417,292.47,","79.62,","46.12,",62.87,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.429,292.80,","75.15,","50.16,",62.65,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.436,293.04,","71.19,","51.12,",61.16,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.441,293.41,","68.45,","48.96,",58.7,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.444,294.00,","65.29,","43.30,",54.3,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.448,294.95,","65.47,","34.18,",49.82,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.445,295.80,","64.23,","25.89,",45.06,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.438,296.56,","60.61,","18.90,",39.75,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.421,296.85,","53.04,","16.59,",34.81,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.408,297.18,","48.16,","14.60,",31.38,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.402,297.58,","48.58,","13.64,",31.11,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.395,297.61,","46.92,","13.21,",30.07,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.386,297.44,","43.58,","12.96,",28.27,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.374,297.23,","39.78,","10.77,",25.28,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.354,296.63,","33.77,","9.79,",21.78,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.324,295.23,","25.56,","15.84,",20.7,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.295,293.50,","21.49,","22.40,",21.94,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.275,290.64,","21.36,","38.68,",30.02,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.258,287.46,","21.94,","60.38,",41.16,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.251,285.58,","26.84,","65.35,",46.09,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.243,284.28,","31.17,","58.66,",44.92,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.228,281.91,","33.41,","62.63,",48.02,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.207,279.43,","34.18,","65.69,",49.93,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.188,277.45,","35.86,","63.25,",49.55,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.170,275.21,","38.01,","56.97,",47.49,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.156,272.67,","41.68,","53.84,",47.76,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.141,269.32,","44.67,","58.00,",51.34,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.130,266.02,","48.68,","64.33,",56.5,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.122,263.63,","52.06,","68.13,",60.1,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.113,261.83,","51.32,","69.16,",60.24,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.107,259.94,","50.01,","70.28,",60.14,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.104,258.62,","51.86,","69.73,",60.79,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.103,258.54,","55.34,","64.72,",60.03,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.104,259.25,","63.69,","58.53,",61.11,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.100,259.04,","64.58,","59.57,",62.07,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.100,259.49,","64.73,","59.52,",62.12,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.098,260.03,","59.08,","60.58,",59.83,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.094,260.53,","49.43,","63.97,",56.7,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.090,261.28,","40.10,","66.44,",53.27,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.089,262.60,","34.91,","67.02,",50.97,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.088,264.06,","32.31,","69.17,",50.74,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.096,266.42,","33.85,","67.37,",50.61,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.109,269.00,","37.46,","65.46,",51.46,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.134,271.86,","43.98,","61.50,",52.74,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.165,275.10,","52.13,","60.29,",56.21,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.189,278.16,","55.21,","58.78,",57.0,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.215,281.53,","57.96,","54.14,",56.05,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.240,284.68,","60.08,","48.39,",54.23,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.268,287.51,","61.17,","40.40,",50.78,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.298,289.95,","62.40,","33.09,",47.75,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.333,292.06,","65.08,","25.68,",45.38,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.369,293.99,","68.51,","18.64,",43.58,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.395,295.07,","68.92,","18.36,",43.64,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.415,295.41,","67.96,","22.20,",45.08,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.431,295.74,","68.46,","23.39,",45.92,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.441,295.74,","67.84,","25.11,",46.48,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.438,295.17,","61.67,","30.82,",46.25,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.427,294.36,","53.64,","40.92,",47.28,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.413,293.64,","46.35,","50.46,",48.41,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.407,293.57,","43.83,","53.27,",48.55,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.407,293.73,","45.29,","54.28,",49.79,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.410,293.94,","49.39,","55.56,",52.48,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.410,294.08,","53.42,","57.70,",55.56,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.413,294.22,","57.59,","55.36,",56.47,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.413,293.90,","59.58,","57.57,",58.57,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.401,292.98,","56.30,","65.58,",60.94,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.387,291.81,","53.03,","73.15,",63.09,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.383,291.15,","57.46,","69.47,",63.47,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.375,290.41,","61.80,","60.36,",61.08,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.361,289.12,","63.28,","57.15,",60.21,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.343,287.69,","62.72,","57.95,",60.34,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.320,285.90,","59.66,","60.40,",60.03,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.290,283.44,","53.40,","67.32,",60.36,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.262,281.08,","50.33,","70.75,",60.54,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.245,279.38,","53.96,","66.03,",60.0,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.230,278.15,","58.22,","57.65,",57.93,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.217,277.20,","63.84,","41.59,",52.71,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.203,276.19,","69.14,","30.07,",49.61,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.181,274.57,","68.66,","27.46,",48.06,,,,,,,,,,,,,,,,
