,Mean,data,for,UKR,Province=,27:,"Zhytomyr,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.456,292.55,","60.61,","69.74,",65.18,,,,,,,,,,,,,,,,
844,1998,28.0,"0.463,293.30,","68.03,","65.31,",66.67,,,,,,,,,,,,,,,,
845,1998,29.0,"0.473,294.21,","77.61,","57.30,",67.46,,,,,,,,,,,,,,,,
846,1998,30.0,"0.478,294.69,","83.69,","54.46,",69.08,,,,,,,,,,,,,,,,
847,1998,31.0,"0.473,294.42,","84.10,","57.50,",70.8,,,,,,,,,,,,,,,,
848,1998,32.0,"0.462,293.73,","81.85,","63.57,",72.71,,,,,,,,,,,,,,,,
849,1998,33.0,"0.447,292.42,","77.61,","74.95,",76.28,,,,,,,,,,,,,,,,
850,1998,34.0,"0.439,291.52,","78.18,","76.95,",77.57,,,,,,,,,,,,,,,,
851,1998,35.0,"0.432,291.44,","80.66,","63.47,",72.07,,,,,,,,,,,,,,,,
852,1998,36.0,"0.416,290.41,","79.39,","58.96,",69.17,,,,,,,,,,,,,,,,
853,1998,37.0,"0.397,288.82,","78.86,","62.10,",70.48,,,,,,,,,,,,,,,,
854,1998,38.0,"0.376,287.31,","77.72,","65.65,",71.68,,,,,,,,,,,,,,,,
855,1998,39.0,"0.348,285.33,","74.50,","70.72,",72.61,,,,,,,,,,,,,,,,
856,1998,40.0,"0.312,283.21,","67.47,","72.47,",69.97,,,,,,,,,,,,,,,,
857,1998,41.0,"0.278,281.22,","60.27,","69.55,",64.91,,,,,,,,,,,,,,,,
858,1998,42.0,"0.249,279.05,","57.57,","68.44,",63.0,,,,,,,,,,,,,,,,
859,1998,43.0,"0.221,276.62,","55.93,","70.45,",63.19,,,,,,,,,,,,,,,,
860,1998,44.0,"0.185,273.17,","48.86,","74.96,",61.91,,,,,,,,,,,,,,,,
861,1998,45.0,"0.148,269.39,","38.33,","77.35,",57.84,,,,,,,,,,,,,,,,
862,1998,46.0,"0.114,264.72,","28.48,","83.97,",56.23,,,,,,,,,,,,,,,,
863,1998,47.0,"0.098,261.70,","30.33,","83.53,",56.93,,,,,,,,,,,,,,,,
864,1998,48.0,"0.088,260.54,","33.44,","76.57,",55.01,,,,,,,,,,,,,,,,
865,1998,49.0,"0.077,259.62,","29.57,","70.71,",50.14,,,,,,,,,,,,,,,,
866,1998,50.0,"0.068,258.39,","25.97,","67.71,",46.84,,,,,,,,,,,,,,,,
867,1998,51.0,"0.064,258.52,","25.91,","59.98,",42.94,,,,,,,,,,,,,,,,
868,1998,52.0,"0.061,259.28,","27.18,","51.60,",39.39,,,,,,,,,,,,,,,,
869,1999,1.0,"0.060,260.00,","31.49,","46.36,",38.92,,,,,,,,,,,,,,,,
870,1999,2.0,"0.061,260.51,","33.64,","45.84,",39.74,,,,,,,,,,,,,,,,
871,1999,3.0,"0.065,260.75,","38.70,","46.43,",42.57,,,,,,,,,,,,,,,,
872,1999,4.0,"0.069,261.18,","43.18,","47.25,",45.22,,,,,,,,,,,,,,,,
873,1999,5.0,"0.074,261.52,","42.95,","50.78,",46.86,,,,,,,,,,,,,,,,
874,1999,6.0,"0.078,262.15,","40.45,","54.52,",47.48,,,,,,,,,,,,,,,,
875,1999,7.0,"0.085,263.24,","40.56,","56.08,",48.32,,,,,,,,,,,,,,,,
876,1999,8.0,"0.098,265.67,","44.94,","52.62,",48.78,,,,,,,,,,,,,,,,
877,1999,9.0,"0.114,269.13,","50.98,","44.83,",47.9,,,,,,,,,,,,,,,,
878,1999,10.0,"0.138,272.99,","59.49,","37.03,",48.26,,,,,,,,,,,,,,,,
879,1999,11.0,"0.169,276.07,","68.55,","31.12,",49.83,,,,,,,,,,,,,,,,
880,1999,12.0,"0.198,279.35,","75.52,","29.83,",52.68,,,,,,,,,,,,,,,,
881,1999,13.0,"0.225,282.15,","80.20,","27.88,",54.04,,,,,,,,,,,,,,,,
882,1999,14.0,"0.250,284.10,","82.67,","28.98,",55.83,,,,,,,,,,,,,,,,
883,1999,15.0,"0.278,285.76,","84.62,","34.22,",59.42,,,,,,,,,,,,,,,,
884,1999,16.0,"0.312,287.60,","86.78,","37.78,",62.28,,,,,,,,,,,,,,,,
885,1999,17.0,"0.349,289.04,","88.23,","42.95,",65.59,,,,,,,,,,,,,,,,
886,1999,18.0,"0.388,290.16,","90.53,","47.56,",69.05,,,,,,,,,,,,,,,,
887,1999,19.0,"0.420,291.57,","90.82,","46.29,",68.55,,,,,,,,,,,,,,,,
888,1999,20.0,"0.448,293.04,","90.67,","42.50,",66.58,,,,,,,,,,,,,,,,
889,1999,21.0,"0.470,294.64,","90.54,","33.43,",61.99,,,,,,,,,,,,,,,,
890,1999,22.0,"0.479,295.76,","87.75,","25.98,",56.87,,,,,,,,,,,,,,,,
891,1999,23.0,"0.480,296.40,","82.17,","21.88,",52.02,,,,,,,,,,,,,,,,
892,1999,24.0,"0.481,297.05,","77.62,","15.67,",46.65,,,,,,,,,,,,,,,,
893,1999,25.0,"0.479,297.48,","73.97,","11.16,",42.57,,,,,,,,,,,,,,,,
894,1999,26.0,"0.473,297.58,","69.07,","9.48,",39.28,,,,,,,,,,,,,,,,
895,1999,27.0,"0.462,297.33,","62.42,","12.42,",37.42,,,,,,,,,,,,,,,,
896,1999,28.0,"0.448,297.02,","57.20,","17.46,",37.33,,,,,,,,,,,,,,,,
897,1999,29.0,"0.433,296.62,","52.02,","24.99,",38.5,,,,,,,,,,,,,,,,
898,1999,30.0,"0.413,295.93,","44.92,","38.13,",41.53,,,,,,,,,,,,,,,,
899,1999,31.0,"0.397,295.02,","38.48,","49.70,",44.09,,,,,,,,,,,,,,,,
900,1999,32.0,"0.389,293.99,","36.38,","60.18,",48.28,,,,,,,,,,,,,,,,
901,1999,33.0,"0.392,293.33,","42.93,","63.17,",53.05,,,,,,,,,,,,,,,,
902,1999,34.0,"0.400,292.84,","54.82,","59.11,",56.97,,,,,,,,,,,,,,,,
903,1999,35.0,"0.402,291.94,","63.25,","56.44,",59.85,,,,,,,,,,,,,,,,
904,1999,36.0,"0.402,291.14,","72.18,","49.45,",60.81,,,,,,,,,,,,,,,,
905,1999,37.0,"0.396,290.54,","78.56,","40.67,",59.62,,,,,,,,,,,,,,,,
906,1999,38.0,"0.378,289.48,","78.64,","36.97,",57.8,,,,,,,,,,,,,,,,
907,1999,39.0,"0.347,287.50,","73.97,","40.99,",57.48,,,,,,,,,,,,,,,,
908,1999,40.0,"0.314,284.54,","68.08,","55.24,",61.66,,,,,,,,,,,,,,,,
909,1999,41.0,"0.281,281.26,","62.03,","69.14,",65.58,,,,,,,,,,,,,,,,
910,1999,42.0,"0.247,279.20,","56.25,","66.92,",61.58,,,,,,,,,,,,,,,,
911,1999,43.0,"0.212,276.93,","50.09,","67.80,",58.94,,,,,,,,,,,,,,,,
912,1999,44.0,"0.177,274.50,","43.95,","63.29,",53.62,,,,,,,,,,,,,,,,
913,1999,45.0,"0.144,271.99,","36.52,","57.65,",47.09,,,,,,,,,,,,,,,,
914,1999,46.0,"0.113,269.85,","29.06,","51.34,",40.2,,,,,,,,,,,,,,,,
915,1999,47.0,"0.087,268.24,","22.62,","46.99,",34.81,,,,,,,,,,,,,,,,
916,1999,48.0,"0.067,266.24,","17.39,","48.33,",32.86,,,,,,,,,,,,,,,,
917,1999,49.0,"0.059,264.93,","16.23,","46.81,",31.52,,,,,,,,,,,,,,,,
918,1999,50.0,"0.053,264.66,","14.07,","40.56,",27.31,,,,,,,,,,,,,,,,
919,1999,51.0,"0.047,264.23,","12.19,","35.33,",23.76,,,,,,,,,,,,,,,,
920,1999,52.0,"0.044,263.45,","12.51,","34.17,",23.34,,,,,,,,,,,,,,,,
921,2000,1.0,"0.045,262.05,","16.76,","38.17,",27.46,,,,,,,,,,,,,,,,
922,2000,2.0,"0.047,261.58,","19.41,","42.36,",30.88,,,,,,,,,,,,,,,,
923,2000,3.0,"0.050,262.18,","24.22,","41.78,",33.0,,,,,,,,,,,,,,,,
924,2000,4.0,"0.056,262.60,","30.47,","42.98,",36.72,,,,,,,,,,,,,,,,
925,2000,5.0,"0.060,262.95,","31.60,","46.64,",39.12,,,,,,,,,,,,,,,,
926,2000,6.0,"0.066,263.90,","31.64,","49.04,",40.34,,,,,,,,,,,,,,,,
927,2000,7.0,"0.072,265.76,","32.03,","46.93,",39.48,,,,,,,,,,,,,,,,
928,2000,8.0,"0.081,267.80,","34.80,","44.82,",39.81,,,,,,,,,,,,,,,,
929,2000,9.0,"0.096,269.62,","41.03,","44.04,",42.53,,,,,,,,,,,,,,,,
930,2000,10.0,"0.112,271.53,","45.35,","44.59,",44.97,,,,,,,,,,,,,,,,
931,2000,11.0,"0.130,273.83,","48.17,","42.75,",45.46,,,,,,,,,,,,,,,,
932,2000,12.0,"0.147,276.20,","49.42,","46.13,",47.78,,,,,,,,,,,,,,,,
933,2000,13.0,"0.168,278.70,","51.02,","47.81,",49.41,,,,,,,,,,,,,,,,
934,2000,14.0,"0.194,281.25,","53.09,","49.23,",51.16,,,,,,,,,,,,,,,,
935,2000,15.0,"0.230,284.12,","59.20,","47.75,",53.47,,,,,,,,,,,,,,,,
936,2000,16.0,"0.277,286.62,","68.70,","46.29,",57.49,,,,,,,,,,,,,,,,
937,2000,17.0,"0.327,288.48,","77.49,","47.89,",62.69,,,,,,,,,,,,,,,,
938,2000,18.0,"0.373,289.85,","82.23,","50.36,",66.3,,,,,,,,,,,,,,,,
939,2000,19.0,"0.403,291.07,","81.32,","51.09,",66.2,,,,,,,,,,,,,,,,
940,2000,20.0,"0.424,292.16,","77.76,","51.34,",64.55,,,,,,,,,,,,,,,,
941,2000,21.0,"0.440,293.36,","74.11,","46.36,",60.24,,,,,,,,,,,,,,,,
942,2000,22.0,"0.450,294.33,","71.62,","40.25,",55.93,,,,,,,,,,,,,,,,
943,2000,23.0,"0.453,294.88,","67.33,","37.04,",52.18,,,,,,,,,,,,,,,,
944,2000,24.0,"0.455,295.09,","63.15,","36.10,",49.62,,,,,,,,,,,,,,,,
945,2000,25.0,"0.451,294.91,","58.04,","39.29,",48.66,,,,,,,,,,,,,,,,
946,2000,26.0,"0.441,294.65,","51.18,","42.75,",46.97,,,,,,,,,,,,,,,,
947,2000,27.0,"0.428,294.31,","42.91,","48.57,",45.74,,,,,,,,,,,,,,,,
948,2000,28.0,"0.415,294.05,","37.50,","55.57,",46.53,,,,,,,,,,,,,,,,
949,2000,29.0,"0.404,293.61,","35.24,","65.21,",50.22,,,,,,,,,,,,,,,,
950,2000,30.0,"0.396,293.35,","35.37,","71.37,",53.37,,,,,,,,,,,,,,,,
951,2000,31.0,"0.387,293.02,","33.11,","74.68,",53.9,,,,,,,,,,,,,,,,
952,2000,32.0,"0.378,292.58,","30.56,","77.71,",54.14,,,,,,,,,,,,,,,,
953,2000,33.0,"0.373,292.32,","31.65,","76.11,",53.88,,,,,,,,,,,,,,,,
954,2000,34.0,"0.362,291.68,","31.93,","74.69,",53.31,,,,,,,,,,,,,,,,
955,2000,35.0,"0.347,290.22,","32.94,","78.90,",55.92,,,,,,,,,,,,,,,,
956,2000,36.0,"0.335,288.62,","37.38,","79.92,",58.65,,,,,,,,,,,,,,,,
957,2000,37.0,"0.322,287.34,","41.19,","79.18,",60.19,,,,,,,,,,,,,,,,
958,2000,38.0,"0.307,286.12,","42.99,","79.16,",61.07,,,,,,,,,,,,,,,,
959,2000,39.0,"0.292,285.14,","45.72,","72.01,",58.87,,,,,,,,,,,,,,,,
960,2000,40.0,"0.272,284.34,","45.22,","57.32,",51.27,,,,,,,,,,,,,,,,
961,2000,41.0,"0.254,283.17,","45.65,","45.27,",45.46,,,,,,,,,,,,,,,,
962,2000,42.0,"0.228,281.77,","44.57,","38.13,",41.35,,,,,,,,,,,,,,,,
963,2000,43.0,"0.206,280.39,","46.35,","33.84,",40.1,,,,,,,,,,,,,,,,
964,2000,44.0,"0.185,278.77,","48.68,","24.06,",36.37,,,,,,,,,,,,,,,,
965,2000,45.0,"0.170,277.23,","52.82,","16.94,",34.88,,,,,,,,,,,,,,,,
966,2000,46.0,"0.161,275.94,","59.54,","11.98,",35.76,,,,,,,,,,,,,,,,
967,2000,47.0,"0.150,274.50,","63.72,","11.49,",37.61,,,,,,,,,,,,,,,,
968,2000,48.0,"0.144,273.14,","66.10,","13.73,",39.92,,,,,,,,,,,,,,,,
969,2000,49.0,"0.143,271.76,","68.18,","15.91,",42.05,,,,,,,,,,,,,,,,
970,2000,50.0,"0.137,269.90,","68.03,","18.08,",43.06,,,,,,,,,,,,,,,,
971,2000,51.0,"0.125,267.83,","66.71,","20.18,",43.44,,,,,,,,,,,,,,,,
972,2000,52.0,"0.105,266.46,","58.85,","22.00,",40.43,,,,,,,,,,,,,,,,
973,2001,1.0,"0.075,264.84,","47.36,","26.83,",37.09,,,,,,,,,,,,,,,,
974,2001,2.0,"0.071,263.25,","44.24,","35.74,",39.99,,,,,,,,,,,,,,,,
975,2001,3.0,"0.070,262.64,","43.66,","40.74,",42.2,,,,,,,,,,,,,,,,
976,2001,4.0,"0.069,263.42,","42.96,","40.13,",41.55,,,,,,,,,,,,,,,,
977,2001,5.0,"0.072,264.18,","41.18,","41.96,",41.57,,,,,,,,,,,,,,,,
978,2001,6.0,"0.079,265.24,","41.16,","44.01,",42.58,,,,,,,,,,,,,,,,
979,2001,7.0,"0.087,266.54,","41.27,","43.97,",42.62,,,,,,,,,,,,,,,,
980,2001,8.0,"0.099,268.67,","45.34,","41.35,",43.34,,,,,,,,,,,,,,,,
981,2001,9.0,"0.116,271.43,","52.12,","36.61,",44.37,,,,,,,,,,,,,,,,
982,2001,10.0,"0.141,274.50,","61.29,","31.81,",46.55,,,,,,,,,,,,,,,,
983,2001,11.0,"0.171,277.31,","69.60,","26.40,",48.0,,,,,,,,,,,,,,,,
984,2001,12.0,"0.198,279.92,","75.70,","27.68,",51.69,,,,,,,,,,,,,,,,
985,2001,13.0,"0.224,282.46,","80.08,","26.66,",53.37,,,,,,,,,,,,,,,,
986,2001,14.0,"0.247,284.13,","80.98,","29.30,",55.14,,,,,,,,,,,,,,,,
987,2001,15.0,"0.268,285.36,","78.94,","37.67,",58.31,,,,,,,,,,,,,,,,
988,2001,16.0,"0.294,287.15,","77.43,","41.70,",59.57,,,,,,,,,,,,,,,,
989,2001,17.0,"0.336,289.09,","81.65,","42.06,",61.85,,,,,,,,,,,,,,,,
990,2001,18.0,"0.382,290.25,","87.11,","46.42,",66.77,,,,,,,,,,,,,,,,
991,2001,19.0,"0.413,290.67,","86.45,","55.71,",71.08,,,,,,,,,,,,,,,,
992,2001,20.0,"0.432,291.04,","83.02,","63.72,",73.37,,,,,,,,,,,,,,,,
993,2001,21.0,"0.441,290.82,","75.94,","72.57,",74.25,,,,,,,,,,,,,,,,
994,2001,22.0,"0.441,290.31,","67.73,","79.76,",73.74,,,,,,,,,,,,,,,,
995,2001,23.0,"0.437,290.04,","59.01,","84.02,",71.52,,,,,,,,,,,,,,,,
996,2001,24.0,"0.439,290.35,","54.38,","84.07,",69.22,,,,,,,,,,,,,,,,
997,2001,25.0,"0.448,291.30,","56.34,","78.70,",67.52,,,,,,,,,,,,,,,,
998,2001,26.0,"0.455,292.54,","59.76,","67.16,",63.46,,,,,,,,,,,,,,,,
999,2001,27.0,"0.458,293.83,","61.35,","54.61,",57.98,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.455,294.63,","62.05,","48.51,",55.28,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.446,294.81,","60.72,","49.79,",55.25,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.441,295.09,","61.36,","49.68,",55.52,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.434,295.20,","60.88,","47.87,",54.37,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.421,294.65,","55.95,","52.07,",54.01,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.408,293.98,","52.69,","54.83,",53.76,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.392,293.18,","49.28,","54.52,",51.9,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.376,291.82,","48.50,","57.99,",53.24,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.364,290.34,","51.84,","59.30,",55.57,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.356,288.99,","57.99,","59.64,",58.81,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.348,288.00,","63.31,","56.34,",59.83,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.342,287.01,","71.30,","47.66,",59.48,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.332,285.45,","77.60,","43.16,",60.38,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.318,283.10,","83.77,","46.39,",65.08,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.300,280.54,","88.64,","52.01,",70.33,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.280,278.01,","91.65,","57.35,",74.5,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.258,275.22,","93.21,","56.81,",75.01,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.231,272.15,","92.63,","56.53,",74.58,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.197,268.94,","88.65,","57.19,",72.92,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.159,265.33,","79.15,","63.18,",71.17,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.123,261.25,","62.21,","72.83,",67.52,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.101,257.53,","49.24,","79.52,",64.38,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.087,255.69,","41.78,","78.63,",60.2,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.078,254.76,","37.18,","75.29,",56.24,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.073,253.80,","36.97,","74.09,",55.53,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.070,253.24,","40.87,","75.58,",58.23,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.068,254.19,","39.73,","75.23,",57.48,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.079,257.54,","52.26,","63.05,",57.65,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.098,261.82,","68.66,","46.22,",57.44,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.119,266.10,","78.16,","32.33,",55.25,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.137,269.49,","81.31,","25.13,",53.22,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.156,272.50,","85.27,","18.01,",51.64,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.171,274.79,","87.50,","14.43,",50.96,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.188,276.68,","92.23,","12.94,",52.59,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.199,278.30,","92.75,","14.02,",53.39,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.220,280.73,","94.77,","9.25,",52.01,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.236,283.10,","94.88,","11.30,",53.09,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.251,284.62,","93.85,","14.13,",53.99,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.267,286.06,","91.15,","15.16,",53.16,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.283,287.80,","86.89,","16.68,",51.78,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.310,289.59,","85.63,","18.70,",52.16,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.345,291.10,","86.08,","21.33,",53.71,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.376,292.03,","84.30,","27.18,",55.74,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.403,292.62,","81.76,","34.79,",58.27,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.423,292.97,","77.28,","43.01,",60.14,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.437,293.15,","72.50,","48.68,",60.59,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.447,293.31,","69.64,","50.36,",60.0,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.455,293.62,","68.05,","49.47,",58.76,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.458,294.23,","65.33,","44.84,",55.08,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.462,295.21,","64.82,","35.96,",50.39,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.461,295.97,","62.80,","27.59,",45.19,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.454,296.63,","58.48,","20.62,",39.55,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.437,296.99,","50.11,","17.99,",34.05,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.421,297.05,","44.58,","19.70,",32.14,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.411,296.91,","43.32,","26.06,",34.69,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.406,296.76,","43.21,","28.30,",35.75,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.403,296.52,","44.51,","28.47,",36.49,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.394,296.02,","43.48,","28.09,",35.78,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.378,295.10,","40.76,","27.95,",34.36,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.352,293.52,","34.42,","34.53,",34.48,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.329,291.62,","33.81,","43.30,",38.55,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.314,289.36,","36.65,","55.43,",46.04,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.301,286.88,","39.64,","71.17,",55.41,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.293,285.14,","45.87,","73.36,",59.62,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.282,283.99,","50.36,","62.46,",56.41,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.261,281.71,","49.95,","63.52,",56.74,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.233,279.32,","47.82,","65.23,",56.53,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.207,277.39,","46.96,","62.92,",54.94,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.185,275.44,","48.06,","54.30,",51.18,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.168,273.34,","50.82,","46.96,",48.89,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.154,270.46,","56.28,","47.13,",51.71,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.141,267.04,","63.11,","53.60,",58.35,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.131,264.46,","66.15,","57.28,",61.71,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.123,262.81,","64.85,","56.82,",60.83,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.117,261.16,","64.27,","56.41,",60.34,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.112,259.94,","63.62,","54.66,",59.14,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.108,259.79,","64.38,","50.75,",57.57,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.105,260.27,","69.32,","47.58,",58.45,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.097,259.73,","64.44,","53.16,",58.8,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.094,259.83,","63.40,","55.50,",59.45,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.093,260.59,","61.04,","54.58,",57.81,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.092,261.20,","55.38,","56.30,",55.84,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.091,261.89,","47.93,","59.19,",53.56,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.092,262.99,","43.86,","60.23,",52.05,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.095,264.34,","42.11,","61.10,",51.61,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.103,266.76,","44.34,","57.20,",50.77,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.118,269.46,","48.48,","53.88,",51.18,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.145,272.40,","55.51,","49.29,",52.4,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.174,275.69,","62.74,","48.05,",55.39,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.197,278.87,","65.31,","46.07,",55.69,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.219,281.99,","65.59,","43.12,",54.35,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.242,284.86,","64.64,","41.19,",52.91,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.267,287.53,","63.36,","37.91,",50.63,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.298,290.27,","62.76,","30.08,",46.42,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.334,292.59,","63.27,","22.38,",42.83,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.366,294.53,","62.65,","17.06,",39.85,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.393,295.71,","61.25,","17.18,",39.22,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.415,296.07,","59.58,","20.94,",40.26,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.429,296.25,","58.22,","22.91,",40.57,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.436,296.15,","55.36,","26.00,",40.68,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.430,295.44,","46.60,","33.25,",39.92,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.417,294.53,","37.06,","43.51,",40.28,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.406,293.72,","30.60,","52.67,",41.64,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.402,293.47,","28.25,","57.74,",43.0,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.404,293.53,","31.17,","61.15,",46.16,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.410,293.74,","38.79,","62.81,",50.8,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.414,293.89,","45.72,","64.23,",54.98,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.419,293.94,","51.44,","63.12,",57.28,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.419,293.70,","54.91,","63.77,",59.34,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.414,293.08,","56.04,","66.20,",61.12,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.406,292.09,","57.32,","69.15,",63.24,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.403,291.49,","63.45,","62.85,",63.15,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.396,290.90,","68.23,","52.95,",60.59,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.378,289.72,","69.01,","51.47,",60.24,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.355,288.41,","66.71,","51.81,",59.26,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.325,286.66,","62.17,","53.18,",57.67,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.293,284.21,","56.10,","59.72,",57.91,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.265,281.82,","52.31,","62.12,",57.22,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.247,279.84,","55.68,","59.53,",57.61,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.229,278.18,","60.12,","55.42,",57.77,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.213,276.81,","65.13,","42.02,",53.57,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.195,275.69,","69.17,","28.72,",48.95,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.174,274.05,","71.99,","23.91,",47.95,,,,,,,,,,,,,,,,
