,Mean,data,for,UKR,Province=,10:,"Khmel'nyts'kyy,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.440,294.00,","57.22,","64.30,",60.76,,,,,,,,,,,,,,,,
844,1998,28.0,"0.442,294.72,","63.27,","55.76,",59.51,,,,,,,,,,,,,,,,
845,1998,29.0,"0.447,295.49,","72.05,","45.33,",58.69,,,,,,,,,,,,,,,,
846,1998,30.0,"0.449,295.79,","77.75,","41.59,",59.67,,,,,,,,,,,,,,,,
847,1998,31.0,"0.439,295.17,","75.64,","49.05,",62.34,,,,,,,,,,,,,,,,
848,1998,32.0,"0.429,294.56,","73.54,","55.83,",64.68,,,,,,,,,,,,,,,,
849,1998,33.0,"0.417,293.59,","70.59,","65.55,",68.07,,,,,,,,,,,,,,,,
850,1998,34.0,"0.401,292.44,","66.39,","73.63,",70.01,,,,,,,,,,,,,,,,
851,1998,35.0,"0.384,291.75,","65.14,","69.10,",67.12,,,,,,,,,,,,,,,,
852,1998,36.0,"0.357,290.38,","59.92,","66.36,",63.14,,,,,,,,,,,,,,,,
853,1998,37.0,"0.328,288.77,","54.70,","65.93,",60.32,,,,,,,,,,,,,,,,
854,1998,38.0,"0.298,287.08,","48.45,","67.87,",58.16,,,,,,,,,,,,,,,,
855,1998,39.0,"0.266,284.86,","41.35,","76.74,",59.05,,,,,,,,,,,,,,,,
856,1998,40.0,"0.236,282.82,","34.91,","84.20,",59.56,,,,,,,,,,,,,,,,
857,1998,41.0,"0.213,281.08,","32.91,","82.45,",57.68,,,,,,,,,,,,,,,,
858,1998,42.0,"0.196,279.02,","35.86,","81.64,",58.75,,,,,,,,,,,,,,,,
859,1998,43.0,"0.179,276.87,","40.11,","75.26,",57.69,,,,,,,,,,,,,,,,
860,1998,44.0,"0.150,273.97,","37.11,","70.64,",53.88,,,,,,,,,,,,,,,,
861,1998,45.0,"0.119,270.39,","30.75,","69.72,",50.24,,,,,,,,,,,,,,,,
862,1998,46.0,"0.090,265.63,","24.08,","76.36,",50.22,,,,,,,,,,,,,,,,
863,1998,47.0,"0.072,261.86,","24.06,","77.73,",50.89,,,,,,,,,,,,,,,,
864,1998,48.0,"0.063,259.90,","26.63,","73.61,",50.12,,,,,,,,,,,,,,,,
865,1998,49.0,"0.056,258.11,","27.66,","71.87,",49.77,,,,,,,,,,,,,,,,
866,1998,50.0,"0.050,255.85,","27.67,","72.16,",49.91,,,,,,,,,,,,,,,,
867,1998,51.0,"0.047,254.85,","29.66,","67.52,",48.59,,,,,,,,,,,,,,,,
868,1998,52.0,"0.044,253.61,","31.80,","67.35,",49.58,,,,,,,,,,,,,,,,
869,1999,1.0,"0.043,252.53,","31.72,","69.51,",50.62,,,,,,,,,,,,,,,,
870,1999,2.0,"0.044,250.61,","34.54,","77.36,",55.95,,,,,,,,,,,,,,,,
871,1999,3.0,"0.048,248.38,","40.14,","85.05,",62.6,,,,,,,,,,,,,,,,
872,1999,4.0,"0.051,247.09,","43.51,","87.49,",65.5,,,,,,,,,,,,,,,,
873,1999,5.0,"0.052,246.80,","41.59,","88.58,",65.08,,,,,,,,,,,,,,,,
874,1999,6.0,"0.053,247.35,","37.12,","90.43,",63.78,,,,,,,,,,,,,,,,
875,1999,7.0,"0.055,249.10,","35.10,","90.35,",62.72,,,,,,,,,,,,,,,,
876,1999,8.0,"0.060,252.48,","35.72,","88.14,",61.93,,,,,,,,,,,,,,,,
877,1999,9.0,"0.068,257.51,","37.56,","81.43,",59.49,,,,,,,,,,,,,,,,
878,1999,10.0,"0.080,262.93,","40.52,","70.38,",55.45,,,,,,,,,,,,,,,,
879,1999,11.0,"0.103,268.90,","47.27,","55.87,",51.57,,,,,,,,,,,,,,,,
880,1999,12.0,"0.132,275.60,","55.86,","42.92,",49.39,,,,,,,,,,,,,,,,
881,1999,13.0,"0.164,280.54,","62.62,","35.84,",49.23,,,,,,,,,,,,,,,,
882,1999,14.0,"0.199,284.29,","68.44,","30.30,",49.37,,,,,,,,,,,,,,,,
883,1999,15.0,"0.234,287.07,","70.89,","27.03,",48.96,,,,,,,,,,,,,,,,
884,1999,16.0,"0.273,289.35,","72.92,","26.91,",49.92,,,,,,,,,,,,,,,,
885,1999,17.0,"0.318,291.28,","77.10,","26.94,",52.02,,,,,,,,,,,,,,,,
886,1999,18.0,"0.368,292.89,","83.33,","26.72,",55.03,,,,,,,,,,,,,,,,
887,1999,19.0,"0.410,294.29,","86.54,","26.18,",56.36,,,,,,,,,,,,,,,,
888,1999,20.0,"0.447,295.66,","90.03,","24.27,",57.15,,,,,,,,,,,,,,,,
889,1999,21.0,"0.473,296.92,","91.17,","19.47,",55.32,,,,,,,,,,,,,,,,
890,1999,22.0,"0.489,297.57,","91.25,","18.01,",54.63,,,,,,,,,,,,,,,,
891,1999,23.0,"0.494,297.85,","89.41,","17.92,",53.67,,,,,,,,,,,,,,,,
892,1999,24.0,"0.495,298.03,","87.52,","15.51,",51.52,,,,,,,,,,,,,,,,
893,1999,25.0,"0.493,298.13,","85.99,","12.77,",49.38,,,,,,,,,,,,,,,,
894,1999,26.0,"0.487,298.14,","83.35,","12.08,",47.71,,,,,,,,,,,,,,,,
895,1999,27.0,"0.475,297.81,","78.05,","16.49,",47.27,,,,,,,,,,,,,,,,
896,1999,28.0,"0.460,297.52,","73.77,","18.56,",46.16,,,,,,,,,,,,,,,,
897,1999,29.0,"0.440,297.02,","67.38,","24.37,",45.88,,,,,,,,,,,,,,,,
898,1999,30.0,"0.420,296.16,","60.22,","36.62,",48.42,,,,,,,,,,,,,,,,
899,1999,31.0,"0.404,295.22,","53.90,","48.44,",51.17,,,,,,,,,,,,,,,,
900,1999,32.0,"0.395,294.17,","51.83,","60.99,",56.41,,,,,,,,,,,,,,,,
901,1999,33.0,"0.395,293.62,","56.02,","65.26,",60.64,,,,,,,,,,,,,,,,
902,1999,34.0,"0.398,293.15,","63.93,","64.85,",64.39,,,,,,,,,,,,,,,,
903,1999,35.0,"0.395,292.27,","71.60,","63.55,",67.58,,,,,,,,,,,,,,,,
904,1999,36.0,"0.390,291.60,","77.94,","54.61,",66.28,,,,,,,,,,,,,,,,
905,1999,37.0,"0.376,290.93,","79.67,","46.78,",63.22,,,,,,,,,,,,,,,,
906,1999,38.0,"0.354,289.81,","76.89,","43.54,",60.22,,,,,,,,,,,,,,,,
907,1999,39.0,"0.325,288.10,","71.99,","45.68,",58.84,,,,,,,,,,,,,,,,
908,1999,40.0,"0.294,285.36,","65.86,","58.19,",62.03,,,,,,,,,,,,,,,,
909,1999,41.0,"0.263,281.99,","61.12,","72.86,",66.99,,,,,,,,,,,,,,,,
910,1999,42.0,"0.233,279.64,","57.01,","75.31,",66.16,,,,,,,,,,,,,,,,
911,1999,43.0,"0.206,276.92,","55.98,","75.00,",65.49,,,,,,,,,,,,,,,,
912,1999,44.0,"0.179,274.33,","55.45,","67.96,",61.7,,,,,,,,,,,,,,,,
913,1999,45.0,"0.153,271.96,","53.45,","59.30,",56.37,,,,,,,,,,,,,,,,
914,1999,46.0,"0.125,269.31,","48.94,","55.23,",52.09,,,,,,,,,,,,,,,,
915,1999,47.0,"0.096,266.43,","43.30,","54.72,",49.01,,,,,,,,,,,,,,,,
916,1999,48.0,"0.074,262.90,","36.40,","59.81,",48.1,,,,,,,,,,,,,,,,
917,1999,49.0,"0.059,260.75,","32.02,","60.48,",46.25,,,,,,,,,,,,,,,,
918,1999,50.0,"0.048,260.56,","26.62,","52.77,",39.69,,,,,,,,,,,,,,,,
919,1999,51.0,"0.040,260.51,","23.48,","44.51,",34.0,,,,,,,,,,,,,,,,
920,1999,52.0,"0.036,260.68,","22.65,","39.91,",31.28,,,,,,,,,,,,,,,,
921,2000,1.0,"0.033,260.29,","21.28,","40.64,",30.96,,,,,,,,,,,,,,,,
922,2000,2.0,"0.033,260.40,","22.74,","42.06,",32.4,,,,,,,,,,,,,,,,
923,2000,3.0,"0.036,261.40,","28.74,","39.77,",34.26,,,,,,,,,,,,,,,,
924,2000,4.0,"0.043,262.45,","36.16,","37.55,",36.86,,,,,,,,,,,,,,,,
925,2000,5.0,"0.049,264.25,","39.26,","35.74,",37.5,,,,,,,,,,,,,,,,
926,2000,6.0,"0.056,266.71,","39.62,","32.93,",36.27,,,,,,,,,,,,,,,,
927,2000,7.0,"0.063,269.00,","41.12,","30.26,",35.69,,,,,,,,,,,,,,,,
928,2000,8.0,"0.073,270.85,","43.83,","30.54,",37.18,,,,,,,,,,,,,,,,
929,2000,9.0,"0.086,272.35,","48.57,","33.03,",40.8,,,,,,,,,,,,,,,,
930,2000,10.0,"0.099,273.95,","51.16,","34.84,",43.0,,,,,,,,,,,,,,,,
931,2000,11.0,"0.115,276.18,","53.68,","32.34,",43.01,,,,,,,,,,,,,,,,
932,2000,12.0,"0.133,278.40,","56.02,","34.64,",45.33,,,,,,,,,,,,,,,,
933,2000,13.0,"0.157,280.98,","58.73,","35.78,",47.26,,,,,,,,,,,,,,,,
934,2000,14.0,"0.185,283.58,","61.22,","35.47,",48.35,,,,,,,,,,,,,,,,
935,2000,15.0,"0.225,286.25,","66.49,","33.70,",50.09,,,,,,,,,,,,,,,,
936,2000,16.0,"0.275,288.43,","73.62,","34.86,",54.24,,,,,,,,,,,,,,,,
937,2000,17.0,"0.328,290.15,","81.17,","37.44,",59.31,,,,,,,,,,,,,,,,
938,2000,18.0,"0.382,291.46,","87.96,","40.29,",64.13,,,,,,,,,,,,,,,,
939,2000,19.0,"0.416,292.61,","88.01,","41.99,",65.0,,,,,,,,,,,,,,,,
940,2000,20.0,"0.438,293.69,","85.78,","42.93,",64.35,,,,,,,,,,,,,,,,
941,2000,21.0,"0.454,294.88,","82.23,","39.67,",60.95,,,,,,,,,,,,,,,,
942,2000,22.0,"0.460,295.96,","76.45,","34.05,",55.25,,,,,,,,,,,,,,,,
943,2000,23.0,"0.456,296.43,","67.96,","32.35,",50.15,,,,,,,,,,,,,,,,
944,2000,24.0,"0.453,296.56,","62.09,","31.52,",46.8,,,,,,,,,,,,,,,,
945,2000,25.0,"0.444,296.05,","56.12,","37.11,",46.61,,,,,,,,,,,,,,,,
946,2000,26.0,"0.432,295.48,","49.29,","44.42,",46.86,,,,,,,,,,,,,,,,
947,2000,27.0,"0.416,295.08,","41.32,","50.84,",46.08,,,,,,,,,,,,,,,,
948,2000,28.0,"0.403,294.82,","38.04,","54.39,",46.22,,,,,,,,,,,,,,,,
949,2000,29.0,"0.392,294.30,","37.59,","61.81,",49.7,,,,,,,,,,,,,,,,
950,2000,30.0,"0.386,294.26,","39.72,","61.98,",50.85,,,,,,,,,,,,,,,,
951,2000,31.0,"0.377,293.96,","37.82,","64.67,",51.24,,,,,,,,,,,,,,,,
952,2000,32.0,"0.367,293.45,","34.74,","69.88,",52.31,,,,,,,,,,,,,,,,
953,2000,33.0,"0.362,293.43,","35.46,","67.45,",51.46,,,,,,,,,,,,,,,,
954,2000,34.0,"0.353,292.75,","35.73,","69.43,",52.58,,,,,,,,,,,,,,,,
955,2000,35.0,"0.337,291.28,","37.10,","73.99,",55.55,,,,,,,,,,,,,,,,
956,2000,36.0,"0.319,289.73,","39.14,","72.01,",55.58,,,,,,,,,,,,,,,,
957,2000,37.0,"0.304,288.20,","41.93,","70.68,",56.31,,,,,,,,,,,,,,,,
958,2000,38.0,"0.287,286.80,","42.43,","70.51,",56.47,,,,,,,,,,,,,,,,
959,2000,39.0,"0.267,286.01,","41.57,","66.31,",53.94,,,,,,,,,,,,,,,,
960,2000,40.0,"0.241,285.48,","37.53,","56.74,",47.14,,,,,,,,,,,,,,,,
961,2000,41.0,"0.215,284.25,","34.23,","46.95,",40.59,,,,,,,,,,,,,,,,
962,2000,42.0,"0.185,282.54,","29.60,","43.88,",36.74,,,,,,,,,,,,,,,,
963,2000,43.0,"0.159,281.18,","28.67,","35.80,",32.23,,,,,,,,,,,,,,,,
964,2000,44.0,"0.128,279.20,","24.26,","28.90,",26.58,,,,,,,,,,,,,,,,
965,2000,45.0,"0.102,277.46,","21.42,","22.38,",21.9,,,,,,,,,,,,,,,,
966,2000,46.0,"0.089,276.13,","25.50,","16.44,",20.97,,,,,,,,,,,,,,,,
967,2000,47.0,"0.076,274.36,","30.05,","15.65,",22.85,,,,,,,,,,,,,,,,
968,2000,48.0,"0.068,272.81,","34.49,","15.85,",25.17,,,,,,,,,,,,,,,,
969,2000,49.0,"0.065,271.33,","39.49,","16.03,",27.76,,,,,,,,,,,,,,,,
970,2000,50.0,"0.063,269.78,","42.73,","15.28,",29.01,,,,,,,,,,,,,,,,
971,2000,51.0,"0.058,267.60,","44.06,","16.42,",30.24,,,,,,,,,,,,,,,,
972,2000,52.0,"0.056,266.05,","45.95,","19.80,",32.87,,,,,,,,,,,,,,,,
973,2001,1.0,"0.058,264.75,","49.92,","24.55,",37.23,,,,,,,,,,,,,,,,
974,2001,2.0,"0.056,263.07,","48.14,","32.71,",40.42,,,,,,,,,,,,,,,,
975,2001,3.0,"0.055,262.05,","49.03,","37.94,",43.49,,,,,,,,,,,,,,,,
976,2001,4.0,"0.054,261.93,","46.95,","39.83,",43.39,,,,,,,,,,,,,,,,
977,2001,5.0,"0.051,261.27,","40.59,","45.52,",43.06,,,,,,,,,,,,,,,,
978,2001,6.0,"0.054,261.15,","37.72,","50.17,",43.95,,,,,,,,,,,,,,,,
979,2001,7.0,"0.060,261.66,","38.42,","52.87,",45.64,,,,,,,,,,,,,,,,
980,2001,8.0,"0.069,263.90,","41.44,","52.31,",46.88,,,,,,,,,,,,,,,,
981,2001,9.0,"0.085,267.55,","47.33,","48.47,",47.9,,,,,,,,,,,,,,,,
982,2001,10.0,"0.109,271.93,","56.50,","40.76,",48.63,,,,,,,,,,,,,,,,
983,2001,11.0,"0.136,276.06,","64.99,","31.43,",48.21,,,,,,,,,,,,,,,,
984,2001,12.0,"0.162,279.34,","71.48,","29.73,",50.6,,,,,,,,,,,,,,,,
985,2001,13.0,"0.189,282.40,","75.00,","28.39,",51.7,,,,,,,,,,,,,,,,
986,2001,14.0,"0.217,284.97,","77.18,","26.58,",51.88,,,,,,,,,,,,,,,,
987,2001,15.0,"0.242,286.68,","74.34,","29.65,",52.0,,,,,,,,,,,,,,,,
988,2001,16.0,"0.270,288.65,","71.36,","32.50,",51.93,,,,,,,,,,,,,,,,
989,2001,17.0,"0.309,290.55,","73.43,","33.53,",53.48,,,,,,,,,,,,,,,,
990,2001,18.0,"0.348,291.47,","75.25,","40.06,",57.66,,,,,,,,,,,,,,,,
991,2001,19.0,"0.379,292.02,","73.76,","47.62,",60.69,,,,,,,,,,,,,,,,
992,2001,20.0,"0.402,292.45,","70.70,","54.99,",62.85,,,,,,,,,,,,,,,,
993,2001,21.0,"0.415,292.28,","64.23,","65.50,",64.87,,,,,,,,,,,,,,,,
994,2001,22.0,"0.425,291.88,","58.57,","74.43,",66.5,,,,,,,,,,,,,,,,
995,2001,23.0,"0.427,291.37,","51.52,","82.90,",67.21,,,,,,,,,,,,,,,,
996,2001,24.0,"0.430,291.50,","48.79,","85.91,",67.35,,,,,,,,,,,,,,,,
997,2001,25.0,"0.439,292.26,","53.74,","81.35,",67.54,,,,,,,,,,,,,,,,
998,2001,26.0,"0.448,293.14,","59.51,","73.07,",66.29,,,,,,,,,,,,,,,,
999,2001,27.0,"0.452,294.08,","64.30,","63.44,",63.87,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.447,294.48,","66.14,","58.96,",62.55,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.438,294.59,","65.91,","57.59,",61.75,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.433,294.95,","68.21,","52.74,",60.48,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.424,294.83,","66.31,","53.46,",59.89,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.404,294.21,","57.89,","60.46,",59.18,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.391,293.78,","53.68,","63.08,",58.38,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.374,292.92,","49.05,","67.55,",58.3,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.354,291.34,","46.72,","74.02,",60.37,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.334,289.52,","47.50,","74.90,",61.2,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.319,288.06,","50.13,","72.40,",61.26,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.311,287.18,","54.99,","67.19,",61.09,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.305,286.14,","61.61,","64.81,",63.21,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.296,284.90,","67.11,","62.86,",64.99,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.287,283.25,","74.49,","58.55,",66.52,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.272,281.27,","78.62,","57.81,",68.21,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.251,278.92,","82.18,","56.73,",69.45,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.225,275.78,","82.83,","56.42,",69.63,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.192,272.30,","78.49,","57.17,",67.83,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.161,268.92,","73.46,","57.60,",65.53,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.128,265.35,","66.99,","60.46,",63.73,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.092,260.66,","50.88,","70.38,",60.63,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.070,256.34,","41.07,","79.75,",60.41,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.056,253.19,","33.62,","83.21,",58.41,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.048,250.26,","30.99,","85.14,",58.07,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.044,248.55,","30.96,","85.67,",58.31,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.041,248.11,","29.89,","84.97,",57.43,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.040,250.16,","29.51,","78.96,",54.23,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.046,254.63,","38.84,","63.57,",51.21,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.062,260.14,","54.58,","44.60,",49.59,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.081,265.34,","66.84,","31.13,",48.98,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.099,269.29,","71.97,","23.90,",47.93,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.117,272.63,","77.92,","17.84,",47.88,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.130,275.05,","80.15,","15.92,",48.04,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.147,277.48,","84.15,","14.74,",49.45,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.158,279.92,","84.17,","13.56,",48.87,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.176,282.28,","85.80,","9.82,",47.81,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.190,284.05,","85.43,","13.24,",49.34,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.201,285.03,","81.02,","18.66,",49.84,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.214,285.83,","75.14,","23.20,",49.17,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.232,287.23,","69.46,","26.73,",48.1,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.262,288.96,","67.50,","30.42,",48.96,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.305,290.83,","71.47,","31.18,",51.32,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.356,292.28,","78.18,","32.41,",55.29,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.393,293.16,","79.21,","36.70,",57.95,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.419,293.39,","77.84,","45.75,",61.79,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.435,293.36,","73.64,","54.56,",64.1,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.448,293.79,","70.57,","55.43,",63.0,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.460,294.18,","70.30,","54.98,",62.64,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.470,294.84,","72.40,","50.31,",61.36,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.473,295.58,","74.00,","42.66,",58.33,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.467,296.05,","71.19,","37.52,",54.36,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.455,296.42,","65.26,","33.89,",49.57,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.437,296.67,","58.95,","29.79,",44.37,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.419,296.65,","53.18,","29.37,",41.27,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.405,296.23,","50.52,","35.51,",43.02,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.397,295.91,","49.81,","39.11,",44.46,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.392,295.77,","49.93,","39.83,",44.88,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.380,295.36,","46.30,","42.08,",44.19,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.361,294.49,","40.12,","47.59,",43.86,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.334,293.00,","34.34,","55.14,",44.74,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.304,291.38,","30.59,","57.18,",43.89,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.273,288.34,","25.86,","70.22,",48.04,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.242,285.37,","19.74,","82.92,",51.33,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.220,283.75,","17.83,","86.60,",52.22,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.206,282.73,","19.14,","84.25,",51.69,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.188,280.85,","18.87,","84.03,",51.45,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.165,278.56,","18.01,","84.92,",51.46,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.140,276.24,","17.13,","79.04,",48.09,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.123,274.42,","19.61,","65.29,",42.45,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.110,272.64,","24.79,","53.60,",39.19,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.098,269.97,","28.98,","50.99,",39.98,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.088,267.49,","35.56,","49.77,",42.67,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.081,265.28,","41.71,","49.51,",45.61,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.076,263.44,","46.90,","49.17,",48.04,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.069,260.90,","46.82,","51.38,",49.1,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.063,259.10,","47.12,","50.51,",48.81,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.059,258.84,","46.83,","47.49,",47.16,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.056,258.91,","45.41,","46.21,",45.81,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.051,258.62,","40.62,","49.11,",44.86,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.047,258.76,","38.87,","49.89,",44.38,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.043,258.61,","35.26,","51.12,",43.19,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.039,258.63,","29.08,","53.99,",41.54,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.037,258.86,","23.93,","57.49,",40.71,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.036,259.61,","21.57,","59.72,",40.64,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.036,260.67,","20.06,","63.67,",41.87,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.040,262.63,","20.78,","65.94,",43.36,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.050,265.28,","23.45,","64.06,",43.75,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.069,268.43,","28.98,","59.01,",44.0,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.095,272.40,","36.34,","55.53,",45.94,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.122,276.55,","41.06,","52.68,",46.87,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.151,280.43,","44.21,","50.78,",47.49,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.182,284.52,","45.87,","44.58,",45.23,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.216,288.85,","47.51,","31.57,",39.54,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.258,292.18,","51.45,","19.87,",35.66,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.304,294.97,","56.74,","10.34,",33.54,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.344,297.20,","58.92,","5.53,",32.23,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.377,298.50,","59.16,","4.82,",31.99,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.402,298.95,","57.55,","6.13,",31.84,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.420,299.12,","55.60,","8.24,",31.92,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.429,298.99,","52.32,","11.11,",31.72,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.427,298.13,","46.21,","17.63,",31.92,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.417,296.96,","39.23,","28.12,",33.67,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.403,295.86,","32.37,","40.10,",36.23,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.396,295.18,","30.28,","48.91,",39.6,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.398,294.96,","35.17,","51.64,",43.4,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.404,294.87,","44.58,","53.29,",48.94,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.409,294.86,","53.59,","53.45,",53.52,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.413,294.95,","59.81,","51.53,",55.67,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.411,294.72,","62.26,","53.44,",57.85,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.404,294.35,","61.86,","55.61,",58.74,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.393,293.52,","61.09,","60.19,",60.64,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.383,292.89,","64.65,","56.76,",60.7,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.371,292.17,","67.82,","49.17,",58.5,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.352,290.87,","67.27,","47.36,",57.32,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.330,289.44,","64.58,","46.88,",55.73,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.301,287.41,","59.38,","52.13,",55.76,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.272,284.79,","53.66,","63.62,",58.64,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.246,282.34,","51.21,","68.04,",59.62,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.223,279.88,","50.55,","71.87,",61.21,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.200,278.11,","52.07,","63.90,",57.98,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.180,276.77,","54.89,","48.31,",51.6,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.156,275.54,","54.68,","35.22,",44.95,,,,,,,,,,,,,,,,
