,Mean,data,for,UKR,Province=,23:,"Transcarpathia,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.479,291.20,","51.25,","65.22,",58.23,,,,,,,,,,,,,,,,
844,1998,28.0,"0.499,292.42,","60.42,","57.00,",58.71,,,,,,,,,,,,,,,,
845,1998,29.0,"0.520,293.53,","71.84,","45.52,",58.68,,,,,,,,,,,,,,,,
846,1998,30.0,"0.531,293.98,","77.67,","42.02,",59.85,,,,,,,,,,,,,,,,
847,1998,31.0,"0.527,293.69,","76.85,","46.09,",61.47,,,,,,,,,,,,,,,,
848,1998,32.0,"0.523,293.33,","76.00,","50.15,",63.08,,,,,,,,,,,,,,,,
849,1998,33.0,"0.506,292.34,","69.56,","59.94,",64.75,,,,,,,,,,,,,,,,
850,1998,34.0,"0.491,291.31,","64.74,","66.81,",65.78,,,,,,,,,,,,,,,,
851,1998,35.0,"0.484,290.72,","68.01,","62.29,",65.15,,,,,,,,,,,,,,,,
852,1998,36.0,"0.476,289.95,","72.37,","54.70,",63.54,,,,,,,,,,,,,,,,
853,1998,37.0,"0.462,288.93,","73.05,","50.08,",61.56,,,,,,,,,,,,,,,,
854,1998,38.0,"0.439,287.71,","69.92,","48.37,",59.15,,,,,,,,,,,,,,,,
855,1998,39.0,"0.410,286.46,","65.14,","44.79,",54.96,,,,,,,,,,,,,,,,
856,1998,40.0,"0.369,284.75,","57.27,","44.05,",50.66,,,,,,,,,,,,,,,,
857,1998,41.0,"0.331,282.81,","53.16,","44.14,",48.65,,,,,,,,,,,,,,,,
858,1998,42.0,"0.293,280.64,","51.06,","47.70,",49.38,,,,,,,,,,,,,,,,
859,1998,43.0,"0.255,278.30,","48.18,","54.05,",51.11,,,,,,,,,,,,,,,,
860,1998,44.0,"0.214,276.17,","42.41,","57.03,",49.72,,,,,,,,,,,,,,,,
861,1998,45.0,"0.177,274.23,","35.69,","54.23,",44.96,,,,,,,,,,,,,,,,
862,1998,46.0,"0.145,272.11,","30.59,","49.49,",40.04,,,,,,,,,,,,,,,,
863,1998,47.0,"0.119,269.89,","27.45,","48.46,",37.96,,,,,,,,,,,,,,,,
864,1998,48.0,"0.102,268.10,","26.63,","48.08,",37.35,,,,,,,,,,,,,,,,
865,1998,49.0,"0.090,266.78,","27.43,","45.02,",36.22,,,,,,,,,,,,,,,,
866,1998,50.0,"0.078,264.88,","22.70,","45.00,",33.85,,,,,,,,,,,,,,,,
867,1998,51.0,"0.070,263.71,","21.59,","43.09,",32.34,,,,,,,,,,,,,,,,
868,1998,52.0,"0.067,262.80,","22.61,","44.11,",33.36,,,,,,,,,,,,,,,,
869,1999,1.0,"0.065,262.06,","21.33,","48.99,",35.16,,,,,,,,,,,,,,,,
870,1999,2.0,"0.066,261.49,","21.79,","55.21,",38.5,,,,,,,,,,,,,,,,
871,1999,3.0,"0.066,260.17,","21.40,","66.52,",43.96,,,,,,,,,,,,,,,,
872,1999,4.0,"0.066,258.63,","20.12,","77.71,",48.92,,,,,,,,,,,,,,,,
873,1999,5.0,"0.067,258.29,","19.19,","83.38,",51.29,,,,,,,,,,,,,,,,
874,1999,6.0,"0.068,258.41,","18.32,","88.48,",53.4,,,,,,,,,,,,,,,,
875,1999,7.0,"0.070,259.57,","17.60,","91.33,",54.47,,,,,,,,,,,,,,,,
876,1999,8.0,"0.076,261.50,","17.91,","91.74,",54.82,,,,,,,,,,,,,,,,
877,1999,9.0,"0.084,264.79,","19.47,","88.74,",54.11,,,,,,,,,,,,,,,,
878,1999,10.0,"0.096,268.70,","21.21,","82.46,",51.83,,,,,,,,,,,,,,,,
879,1999,11.0,"0.118,272.67,","27.32,","74.52,",50.92,,,,,,,,,,,,,,,,
880,1999,12.0,"0.145,276.39,","33.06,","65.10,",49.08,,,,,,,,,,,,,,,,
881,1999,13.0,"0.173,279.16,","36.94,","57.79,",47.36,,,,,,,,,,,,,,,,
882,1999,14.0,"0.205,281.43,","39.90,","52.18,",46.04,,,,,,,,,,,,,,,,
883,1999,15.0,"0.241,283.61,","45.54,","45.41,",45.47,,,,,,,,,,,,,,,,
884,1999,16.0,"0.284,285.11,","52.47,","44.56,",48.51,,,,,,,,,,,,,,,,
885,1999,17.0,"0.336,286.28,","59.56,","48.33,",53.94,,,,,,,,,,,,,,,,
886,1999,18.0,"0.395,287.65,","70.48,","48.07,",59.28,,,,,,,,,,,,,,,,
887,1999,19.0,"0.446,289.22,","78.38,","40.72,",59.55,,,,,,,,,,,,,,,,
888,1999,20.0,"0.485,290.68,","83.63,","32.25,",57.94,,,,,,,,,,,,,,,,
889,1999,21.0,"0.505,291.55,","83.35,","30.41,",56.88,,,,,,,,,,,,,,,,
890,1999,22.0,"0.515,291.88,","80.87,","32.57,",56.72,,,,,,,,,,,,,,,,
891,1999,23.0,"0.520,292.58,","78.92,","29.88,",54.4,,,,,,,,,,,,,,,,
892,1999,24.0,"0.526,293.48,","79.02,","23.81,",51.42,,,,,,,,,,,,,,,,
893,1999,25.0,"0.525,293.87,","76.83,","22.46,",49.65,,,,,,,,,,,,,,,,
894,1999,26.0,"0.516,293.85,","71.32,","26.44,",48.88,,,,,,,,,,,,,,,,
895,1999,27.0,"0.512,293.70,","67.46,","34.04,",50.75,,,,,,,,,,,,,,,,
896,1999,28.0,"0.510,293.74,","67.25,","38.05,",52.65,,,,,,,,,,,,,,,,
897,1999,29.0,"0.501,293.32,","64.60,","46.02,",55.31,,,,,,,,,,,,,,,,
898,1999,30.0,"0.492,292.60,","60.61,","57.17,",58.89,,,,,,,,,,,,,,,,
899,1999,31.0,"0.483,291.88,","57.04,","67.24,",62.14,,,,,,,,,,,,,,,,
900,1999,32.0,"0.480,291.39,","56.06,","73.69,",64.87,,,,,,,,,,,,,,,,
901,1999,33.0,"0.483,291.26,","58.49,","72.66,",65.57,,,,,,,,,,,,,,,,
902,1999,34.0,"0.480,290.48,","59.09,","76.44,",67.76,,,,,,,,,,,,,,,,
903,1999,35.0,"0.478,289.84,","64.49,","72.58,",68.54,,,,,,,,,,,,,,,,
904,1999,36.0,"0.473,289.69,","69.76,","57.02,",63.39,,,,,,,,,,,,,,,,
905,1999,37.0,"0.453,289.05,","67.79,","47.58,",57.69,,,,,,,,,,,,,,,,
906,1999,38.0,"0.419,288.03,","59.37,","44.43,",51.9,,,,,,,,,,,,,,,,
907,1999,39.0,"0.376,286.29,","48.71,","46.81,",47.76,,,,,,,,,,,,,,,,
908,1999,40.0,"0.340,283.85,","43.03,","53.70,",48.36,,,,,,,,,,,,,,,,
909,1999,41.0,"0.306,281.57,","40.07,","57.16,",48.62,,,,,,,,,,,,,,,,
910,1999,42.0,"0.270,279.92,","37.78,","55.82,",46.8,,,,,,,,,,,,,,,,
911,1999,43.0,"0.232,277.98,","34.69,","58.06,",46.38,,,,,,,,,,,,,,,,
912,1999,44.0,"0.196,276.42,","30.60,","55.92,",43.26,,,,,,,,,,,,,,,,
913,1999,45.0,"0.160,274.39,","23.90,","53.09,",38.49,,,,,,,,,,,,,,,,
914,1999,46.0,"0.132,272.03,","20.84,","49.87,",35.36,,,,,,,,,,,,,,,,
915,1999,47.0,"0.102,268.96,","15.97,","53.57,",34.77,,,,,,,,,,,,,,,,
916,1999,48.0,"0.081,266.50,","13.49,","56.51,",35.0,,,,,,,,,,,,,,,,
917,1999,49.0,"0.070,264.77,","13.81,","55.62,",34.72,,,,,,,,,,,,,,,,
918,1999,50.0,"0.062,263.85,","10.84,","50.66,",30.75,,,,,,,,,,,,,,,,
919,1999,51.0,"0.057,262.61,","11.46,","49.07,",30.26,,,,,,,,,,,,,,,,
920,1999,52.0,"0.054,261.32,","11.18,","52.33,",31.75,,,,,,,,,,,,,,,,
921,2000,1.0,"0.055,260.11,","13.44,","59.94,",36.69,,,,,,,,,,,,,,,,
922,2000,2.0,"0.057,259.67,","15.73,","66.01,",40.87,,,,,,,,,,,,,,,,
923,2000,3.0,"0.059,259.71,","16.61,","69.94,",43.27,,,,,,,,,,,,,,,,
924,2000,4.0,"0.062,260.07,","18.29,","70.50,",44.39,,,,,,,,,,,,,,,,
925,2000,5.0,"0.065,261.12,","19.66,","68.82,",44.24,,,,,,,,,,,,,,,,
926,2000,6.0,"0.067,262.31,","19.65,","69.55,",44.6,,,,,,,,,,,,,,,,
927,2000,7.0,"0.069,263.48,","18.99,","71.98,",45.48,,,,,,,,,,,,,,,,
928,2000,8.0,"0.073,265.08,","18.08,","73.12,",45.6,,,,,,,,,,,,,,,,
929,2000,9.0,"0.078,266.55,","17.36,","78.20,",47.78,,,,,,,,,,,,,,,,
930,2000,10.0,"0.085,268.05,","16.03,","83.23,",49.63,,,,,,,,,,,,,,,,
931,2000,11.0,"0.095,269.80,","15.15,","85.88,",50.51,,,,,,,,,,,,,,,,
932,2000,12.0,"0.112,271.63,","16.39,","87.08,",51.73,,,,,,,,,,,,,,,,
933,2000,13.0,"0.138,273.99,","19.40,","85.97,",52.69,,,,,,,,,,,,,,,,
934,2000,14.0,"0.173,277.04,","24.70,","81.41,",53.05,,,,,,,,,,,,,,,,
935,2000,15.0,"0.218,280.55,","34.88,","70.67,",52.78,,,,,,,,,,,,,,,,
936,2000,16.0,"0.277,283.94,","48.75,","56.08,",52.42,,,,,,,,,,,,,,,,
937,2000,17.0,"0.338,286.70,","59.53,","45.94,",52.74,,,,,,,,,,,,,,,,
938,2000,18.0,"0.399,288.67,","70.34,","39.18,",54.76,,,,,,,,,,,,,,,,
939,2000,19.0,"0.439,289.71,","73.99,","36.33,",55.16,,,,,,,,,,,,,,,,
940,2000,20.0,"0.470,290.95,","75.65,","30.07,",52.86,,,,,,,,,,,,,,,,
941,2000,21.0,"0.494,292.38,","75.80,","23.61,",49.7,,,,,,,,,,,,,,,,
942,2000,22.0,"0.505,293.17,","72.79,","21.74,",47.26,,,,,,,,,,,,,,,,
943,2000,23.0,"0.506,293.41,","69.20,","23.27,",46.24,,,,,,,,,,,,,,,,
944,2000,24.0,"0.508,293.57,","67.75,","24.36,",46.05,,,,,,,,,,,,,,,,
945,2000,25.0,"0.502,293.48,","63.79,","27.82,",45.81,,,,,,,,,,,,,,,,
946,2000,26.0,"0.488,293.26,","55.54,","34.27,",44.91,,,,,,,,,,,,,,,,
947,2000,27.0,"0.472,292.89,","46.14,","45.52,",45.83,,,,,,,,,,,,,,,,
948,2000,28.0,"0.461,292.68,","41.21,","53.83,",47.52,,,,,,,,,,,,,,,,
949,2000,29.0,"0.464,292.75,","43.37,","55.90,",49.63,,,,,,,,,,,,,,,,
950,2000,30.0,"0.470,293.03,","46.99,","54.44,",50.71,,,,,,,,,,,,,,,,
951,2000,31.0,"0.466,292.76,","45.98,","57.83,",51.91,,,,,,,,,,,,,,,,
952,2000,32.0,"0.461,292.46,","44.55,","60.96,",52.75,,,,,,,,,,,,,,,,
953,2000,33.0,"0.463,292.62,","46.57,","55.59,",51.08,,,,,,,,,,,,,,,,
954,2000,34.0,"0.455,292.18,","44.97,","54.22,",49.59,,,,,,,,,,,,,,,,
955,2000,35.0,"0.434,290.88,","41.61,","58.72,",50.17,,,,,,,,,,,,,,,,
956,2000,36.0,"0.412,289.57,","41.58,","57.97,",49.77,,,,,,,,,,,,,,,,
957,2000,37.0,"0.398,288.67,","44.15,","50.91,",47.53,,,,,,,,,,,,,,,,
958,2000,38.0,"0.381,287.86,","43.84,","44.50,",44.17,,,,,,,,,,,,,,,,
959,2000,39.0,"0.356,287.57,","41.17,","31.71,",36.44,,,,,,,,,,,,,,,,
960,2000,40.0,"0.325,287.22,","37.58,","20.14,",28.86,,,,,,,,,,,,,,,,
961,2000,41.0,"0.290,286.09,","35.04,","14.65,",24.85,,,,,,,,,,,,,,,,
962,2000,42.0,"0.252,284.69,","32.18,","11.96,",22.07,,,,,,,,,,,,,,,,
963,2000,43.0,"0.220,283.21,","31.68,","13.74,",22.71,,,,,,,,,,,,,,,,
964,2000,44.0,"0.183,281.28,","28.06,","17.53,",22.79,,,,,,,,,,,,,,,,
965,2000,45.0,"0.160,279.74,","27.15,","16.00,",21.58,,,,,,,,,,,,,,,,
966,2000,46.0,"0.151,278.39,","30.22,","10.76,",20.49,,,,,,,,,,,,,,,,
967,2000,47.0,"0.141,277.10,","33.01,","7.24,",20.12,,,,,,,,,,,,,,,,
968,2000,48.0,"0.134,275.90,","35.95,","6.23,",21.09,,,,,,,,,,,,,,,,
969,2000,49.0,"0.129,274.11,","38.84,","7.84,",23.34,,,,,,,,,,,,,,,,
970,2000,50.0,"0.125,271.92,","40.33,","10.77,",25.55,,,,,,,,,,,,,,,,
971,2000,51.0,"0.124,270.33,","45.28,","12.58,",28.93,,,,,,,,,,,,,,,,
972,2000,52.0,"0.126,269.67,","51.91,","12.64,",32.27,,,,,,,,,,,,,,,,
973,2001,1.0,"0.092,268.95,","43.57,","16.46,",30.02,,,,,,,,,,,,,,,,
974,2001,2.0,"0.100,268.25,","51.35,","22.29,",36.82,,,,,,,,,,,,,,,,
975,2001,3.0,"0.114,268.41,","60.65,","25.32,",42.98,,,,,,,,,,,,,,,,
976,2001,4.0,"0.127,269.07,","68.15,","25.99,",47.07,,,,,,,,,,,,,,,,
977,2001,5.0,"0.133,269.60,","69.41,","27.92,",48.66,,,,,,,,,,,,,,,,
978,2001,6.0,"0.141,270.60,","70.57,","30.27,",50.42,,,,,,,,,,,,,,,,
979,2001,7.0,"0.152,271.83,","74.43,","32.40,",53.42,,,,,,,,,,,,,,,,
980,2001,8.0,"0.165,273.63,","77.43,","30.54,",53.99,,,,,,,,,,,,,,,,
981,2001,9.0,"0.172,274.63,","76.36,","35.15,",55.75,,,,,,,,,,,,,,,,
982,2001,10.0,"0.183,276.03,","75.06,","39.87,",57.47,,,,,,,,,,,,,,,,
983,2001,11.0,"0.207,278.87,","77.29,","36.87,",57.08,,,,,,,,,,,,,,,,
984,2001,12.0,"0.229,281.21,","77.45,","35.10,",56.28,,,,,,,,,,,,,,,,
985,2001,13.0,"0.246,282.99,","73.27,","31.56,",52.42,,,,,,,,,,,,,,,,
986,2001,14.0,"0.264,284.05,","68.29,","32.60,",50.44,,,,,,,,,,,,,,,,
987,2001,15.0,"0.285,285.02,","65.80,","34.14,",49.97,,,,,,,,,,,,,,,,
988,2001,16.0,"0.310,286.03,","63.55,","36.93,",50.24,,,,,,,,,,,,,,,,
989,2001,17.0,"0.346,287.02,","63.54,","42.10,",52.82,,,,,,,,,,,,,,,,
990,2001,18.0,"0.379,287.52,","63.49,","49.51,",56.5,,,,,,,,,,,,,,,,
991,2001,19.0,"0.409,288.19,","63.17,","50.98,",57.08,,,,,,,,,,,,,,,,
992,2001,20.0,"0.428,288.82,","60.53,","50.52,",55.52,,,,,,,,,,,,,,,,
993,2001,21.0,"0.428,288.34,","50.89,","60.95,",55.92,,,,,,,,,,,,,,,,
994,2001,22.0,"0.422,287.14,","40.38,","77.05,",58.71,,,,,,,,,,,,,,,,
995,2001,23.0,"0.413,286.83,","33.07,","83.97,",58.52,,,,,,,,,,,,,,,,
996,2001,24.0,"0.424,288.01,","36.08,","77.91,",57.0,,,,,,,,,,,,,,,,
997,2001,25.0,"0.449,289.40,","44.14,","69.08,",56.61,,,,,,,,,,,,,,,,
998,2001,26.0,"0.471,290.78,","51.03,","61.10,",56.07,,,,,,,,,,,,,,,,
999,2001,27.0,"0.492,292.08,","56.97,","55.53,",56.25,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.502,292.74,","61.77,","53.37,",57.57,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.508,293.02,","65.47,","52.72,",59.1,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.516,293.37,","69.86,","49.94,",59.9,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.519,293.32,","72.85,","50.17,",61.51,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.518,293.19,","73.95,","51.03,",62.49,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.516,293.04,","74.71,","50.04,",62.38,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.505,292.17,","72.06,","54.44,",63.25,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.486,290.81,","69.07,","59.80,",64.43,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.464,289.05,","66.37,","65.09,",65.73,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.453,287.80,","68.55,","62.19,",65.37,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.442,287.11,","69.94,","54.96,",62.45,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.429,286.40,","71.14,","45.84,",58.49,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.411,285.39,","72.08,","38.47,",55.28,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.393,284.15,","75.71,","32.06,",53.88,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.368,282.46,","79.49,","31.46,",55.47,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.333,279.66,","79.81,","43.23,",61.52,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.293,276.88,","76.88,","51.85,",64.37,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.247,274.04,","69.41,","55.48,",62.44,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.205,271.16,","62.32,","55.19,",58.76,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.172,268.52,","57.90,","56.30,",57.1,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.143,266.03,","52.73,","59.42,",56.08,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.121,263.34,","48.81,","63.15,",55.98,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.105,261.13,","43.85,","63.95,",53.9,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.090,259.36,","38.37,","63.72,",51.05,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.080,258.53,","33.82,","64.50,",49.16,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.074,258.60,","28.89,","66.40,",47.64,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.068,259.67,","24.13,","64.98,",44.55,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.073,262.05,","26.40,","56.33,",41.37,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.081,264.56,","30.91,","46.36,",38.63,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.094,267.20,","37.82,","37.58,",37.7,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.111,269.51,","47.00,","33.83,",40.42,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.134,271.76,","59.25,","31.47,",45.36,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.155,273.91,","69.18,","28.11,",48.65,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.177,276.26,","78.21,","24.74,",51.48,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.197,278.48,","82.93,","24.44,",53.68,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.219,280.69,","84.07,","25.97,",55.02,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.238,282.47,","82.25,","27.87,",55.06,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.255,283.68,","77.78,","27.26,",52.52,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.270,284.66,","71.13,","28.23,",49.68,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.285,285.47,","65.90,","30.08,",47.99,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.308,286.49,","62.86,","32.02,",47.44,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.344,287.95,","63.17,","32.35,",47.76,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.386,289.27,","66.80,","31.75,",49.28,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.418,290.00,","67.32,","32.22,",49.77,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.442,290.40,","66.73,","34.15,",50.44,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.460,290.58,","64.45,","39.01,",51.73,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.478,291.07,","64.20,","40.17,",52.19,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.497,291.51,","67.75,","40.64,",54.2,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.520,292.28,","75.08,","36.80,",55.94,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.532,293.02,","78.35,","32.14,",55.25,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.533,293.50,","76.53,","31.18,",53.85,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.527,294.01,","71.67,","31.47,",51.57,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.513,293.86,","65.78,","37.99,",51.89,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.492,293.45,","57.37,","45.61,",51.49,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.475,293.13,","50.38,","51.18,",50.78,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.459,292.71,","44.32,","56.57,",50.44,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.452,292.35,","41.84,","60.70,",51.27,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.452,292.12,","42.72,","60.64,",51.68,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.437,291.23,","37.54,","65.12,",51.33,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.414,289.80,","33.36,","71.12,",52.24,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.391,288.01,","33.41,","74.78,",54.09,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.365,285.67,","32.01,","81.79,",56.9,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.330,283.25,","24.92,","91.70,",58.31,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.283,280.73,","14.29,","97.68,",55.98,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.247,278.70,","9.40,","97.88,",53.64,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.219,276.79,","9.10,","97.01,",53.06,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.194,274.99,","9.85,","96.20,",53.02,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.169,273.15,","10.47,","94.25,",52.36,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.148,271.69,","11.14,","89.57,",50.35,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.143,270.97,","16.49,","75.35,",45.92,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.148,270.38,","30.09,","59.18,",44.64,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.142,268.72,","38.79,","54.34,",46.57,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.139,267.54,","48.07,","50.28,",49.17,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.136,266.09,","56.99,","48.43,",52.71,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.130,264.42,","63.00,","47.47,",55.24,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.117,262.58,","61.64,","48.72,",55.18,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.100,261.35,","52.99,","51.69,",52.34,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.089,260.60,","43.16,","57.16,",50.16,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.080,259.87,","34.75,","64.24,",49.5,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.076,259.32,","30.05,","70.35,",50.2,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.076,259.42,","28.52,","71.85,",50.19,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.074,260.24,","25.26,","71.10,",48.18,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.076,261.72,","25.07,","70.05,",47.56,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.079,263.57,","24.85,","70.02,",47.43,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.082,265.58,","23.84,","69.29,",46.57,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.090,268.27,","25.08,","68.19,",46.63,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.099,270.46,","24.80,","71.05,",47.92,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.119,272.72,","28.21,","73.62,",50.92,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.143,275.25,","32.26,","72.46,",52.36,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.170,277.94,","35.12,","66.98,",51.05,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.201,280.78,","37.76,","58.17,",47.96,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.235,283.47,","42.26,","47.84,",45.05,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.275,285.89,","47.60,","38.67,",43.14,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.326,288.09,","54.35,","32.35,",43.35,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.389,289.85,","66.20,","27.18,",46.69,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.440,291.51,","73.92,","19.03,",46.47,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.478,292.79,","78.20,","14.14,",46.17,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.503,293.42,","78.87,","15.18,",47.02,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.521,294.00,","79.37,","15.19,",47.28,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.528,294.21,","78.39,","16.79,",47.59,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.529,294.30,","76.82,","18.01,",47.42,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.525,294.20,","73.56,","20.71,",47.13,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.511,293.53,","65.99,","30.89,",48.44,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.501,293.31,","58.94,","40.30,",49.62,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.496,293.51,","57.37,","43.14,",50.26,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.493,293.71,","57.49,","43.07,",50.28,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.491,293.87,","57.20,","42.35,",49.77,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.489,294.07,","57.30,","39.50,",48.4,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.486,294.06,","56.99,","38.81,",47.9,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.479,293.84,","55.19,","38.68,",46.93,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.466,292.94,","51.44,","42.78,",47.11,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.461,292.13,","55.22,","40.82,",48.02,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.451,291.13,","58.27,","36.62,",47.45,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.431,289.41,","57.39,","40.67,",49.03,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.409,287.68,","54.68,","45.22,",49.95,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.380,285.64,","50.36,","50.45,",50.41,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.347,283.47,","45.70,","54.76,",50.23,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.314,281.52,","43.97,","55.49,",49.73,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.290,279.75,","47.31,","55.77,",51.54,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.273,278.40,","53.70,","53.82,",53.76,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.259,277.46,","60.24,","47.57,",53.91,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.242,276.99,","65.07,","35.16,",50.11,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.222,276.59,","68.70,","21.76,",45.23,,,,,,,,,,,,,,,,
