,Mean,data,for,UKR,Province=,17:,"Odessa,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.386,299.30,","79.36,","72.57,",75.97,,,,,,,,,,,,,,,,
844,1998,28.0,"0.386,300.16,","82.09,","66.96,",74.53,,,,,,,,,,,,,,,,
845,1998,29.0,"0.384,301.04,","84.04,","60.40,",72.22,,,,,,,,,,,,,,,,
846,1998,30.0,"0.380,301.74,","85.60,","54.14,",69.87,,,,,,,,,,,,,,,,
847,1998,31.0,"0.368,301.85,","84.71,","51.42,",68.07,,,,,,,,,,,,,,,,
848,1998,32.0,"0.350,301.38,","82.93,","51.25,",67.09,,,,,,,,,,,,,,,,
849,1998,33.0,"0.336,300.66,","81.76,","52.21,",66.99,,,,,,,,,,,,,,,,
850,1998,34.0,"0.321,299.62,","79.68,","55.95,",67.81,,,,,,,,,,,,,,,,
851,1998,35.0,"0.307,298.65,","78.70,","56.93,",67.81,,,,,,,,,,,,,,,,
852,1998,36.0,"0.294,297.35,","78.48,","57.35,",67.92,,,,,,,,,,,,,,,,
853,1998,37.0,"0.284,295.63,","79.48,","60.82,",70.15,,,,,,,,,,,,,,,,
854,1998,38.0,"0.276,293.94,","81.72,","64.51,",73.11,,,,,,,,,,,,,,,,
855,1998,39.0,"0.266,291.89,","82.10,","71.40,",76.75,,,,,,,,,,,,,,,,
856,1998,40.0,"0.257,289.73,","81.63,","73.81,",77.72,,,,,,,,,,,,,,,,
857,1998,41.0,"0.249,287.48,","82.33,","67.70,",75.02,,,,,,,,,,,,,,,,
858,1998,42.0,"0.241,285.10,","83.15,","59.77,",71.46,,,,,,,,,,,,,,,,
859,1998,43.0,"0.230,282.96,","82.79,","51.32,",67.05,,,,,,,,,,,,,,,,
860,1998,44.0,"0.211,280.19,","79.15,","47.81,",63.48,,,,,,,,,,,,,,,,
861,1998,45.0,"0.184,276.87,","72.53,","50.70,",61.62,,,,,,,,,,,,,,,,
862,1998,46.0,"0.151,272.82,","62.43,","58.91,",60.67,,,,,,,,,,,,,,,,
863,1998,47.0,"0.124,269.22,","54.00,","65.51,",59.75,,,,,,,,,,,,,,,,
864,1998,48.0,"0.104,266.80,","48.53,","66.33,",57.43,,,,,,,,,,,,,,,,
865,1998,49.0,"0.090,265.35,","45.71,","60.90,",53.3,,,,,,,,,,,,,,,,
866,1998,50.0,"0.081,263.75,","44.87,","56.85,",50.86,,,,,,,,,,,,,,,,
867,1998,51.0,"0.076,263.32,","45.17,","52.22,",48.69,,,,,,,,,,,,,,,,
868,1998,52.0,"0.070,263.36,","42.44,","48.46,",45.45,,,,,,,,,,,,,,,,
869,1999,1.0,"0.068,263.40,","42.36,","47.09,",44.72,,,,,,,,,,,,,,,,
870,1999,2.0,"0.069,263.89,","45.17,","46.31,",45.74,,,,,,,,,,,,,,,,
871,1999,3.0,"0.071,264.41,","46.73,","44.99,",45.86,,,,,,,,,,,,,,,,
872,1999,4.0,"0.074,265.47,","47.34,","43.27,",45.3,,,,,,,,,,,,,,,,
873,1999,5.0,"0.082,266.99,","50.59,","40.97,",45.78,,,,,,,,,,,,,,,,
874,1999,6.0,"0.095,269.22,","56.67,","37.95,",47.31,,,,,,,,,,,,,,,,
875,1999,7.0,"0.107,271.49,","60.65,","35.04,",47.84,,,,,,,,,,,,,,,,
876,1999,8.0,"0.117,273.64,","62.45,","33.47,",47.96,,,,,,,,,,,,,,,,
877,1999,9.0,"0.129,276.06,","63.40,","32.71,",48.06,,,,,,,,,,,,,,,,
878,1999,10.0,"0.144,278.64,","64.44,","31.94,",48.19,,,,,,,,,,,,,,,,
879,1999,11.0,"0.161,280.86,","66.30,","30.98,",48.64,,,,,,,,,,,,,,,,
880,1999,12.0,"0.183,283.72,","69.13,","30.47,",49.8,,,,,,,,,,,,,,,,
881,1999,13.0,"0.208,286.36,","70.54,","30.65,",50.6,,,,,,,,,,,,,,,,
882,1999,14.0,"0.237,288.22,","72.56,","32.76,",52.66,,,,,,,,,,,,,,,,
883,1999,15.0,"0.269,289.87,","75.57,","38.56,",57.06,,,,,,,,,,,,,,,,
884,1999,16.0,"0.302,291.43,","77.17,","48.08,",62.63,,,,,,,,,,,,,,,,
885,1999,17.0,"0.333,292.29,","77.91,","60.95,",69.43,,,,,,,,,,,,,,,,
886,1999,18.0,"0.366,293.51,","80.17,","67.89,",74.03,,,,,,,,,,,,,,,,
887,1999,19.0,"0.391,294.86,","81.64,","70.78,",76.21,,,,,,,,,,,,,,,,
888,1999,20.0,"0.410,296.22,","83.86,","67.74,",75.8,,,,,,,,,,,,,,,,
889,1999,21.0,"0.422,297.80,","85.53,","60.92,",73.23,,,,,,,,,,,,,,,,
890,1999,22.0,"0.426,299.17,","86.87,","55.84,",71.36,,,,,,,,,,,,,,,,
891,1999,23.0,"0.419,300.02,","86.08,","54.18,",70.13,,,,,,,,,,,,,,,,
892,1999,24.0,"0.407,300.56,","83.81,","53.08,",68.45,,,,,,,,,,,,,,,,
893,1999,25.0,"0.392,300.88,","78.35,","53.40,",65.87,,,,,,,,,,,,,,,,
894,1999,26.0,"0.378,301.19,","73.35,","53.77,",63.56,,,,,,,,,,,,,,,,
895,1999,27.0,"0.359,300.98,","66.61,","58.86,",62.74,,,,,,,,,,,,,,,,
896,1999,28.0,"0.339,300.79,","60.27,","61.54,",60.9,,,,,,,,,,,,,,,,
897,1999,29.0,"0.322,300.71,","55.53,","62.10,",58.81,,,,,,,,,,,,,,,,
898,1999,30.0,"0.307,300.45,","51.83,","63.19,",57.51,,,,,,,,,,,,,,,,
899,1999,31.0,"0.293,299.93,","49.14,","65.36,",57.25,,,,,,,,,,,,,,,,
900,1999,32.0,"0.280,299.29,","47.30,","66.84,",57.07,,,,,,,,,,,,,,,,
901,1999,33.0,"0.271,298.86,","47.35,","65.72,",56.53,,,,,,,,,,,,,,,,
902,1999,34.0,"0.266,298.37,","49.94,","65.43,",57.68,,,,,,,,,,,,,,,,
903,1999,35.0,"0.259,297.56,","51.94,","65.94,",58.94,,,,,,,,,,,,,,,,
904,1999,36.0,"0.249,296.81,","53.06,","61.93,",57.5,,,,,,,,,,,,,,,,
905,1999,37.0,"0.235,296.16,","51.61,","55.25,",53.43,,,,,,,,,,,,,,,,
906,1999,38.0,"0.217,295.18,","47.85,","51.54,",49.69,,,,,,,,,,,,,,,,
907,1999,39.0,"0.196,293.47,","42.61,","53.74,",48.18,,,,,,,,,,,,,,,,
908,1999,40.0,"0.174,290.86,","37.25,","60.97,",49.11,,,,,,,,,,,,,,,,
909,1999,41.0,"0.153,287.62,","33.51,","66.40,",49.95,,,,,,,,,,,,,,,,
910,1999,42.0,"0.137,285.29,","32.13,","58.34,",45.23,,,,,,,,,,,,,,,,
911,1999,43.0,"0.122,282.72,","31.60,","53.45,",42.53,,,,,,,,,,,,,,,,
912,1999,44.0,"0.107,279.74,","30.01,","50.89,",40.45,,,,,,,,,,,,,,,,
913,1999,45.0,"0.092,277.08,","27.34,","49.55,",38.45,,,,,,,,,,,,,,,,
914,1999,46.0,"0.073,274.70,","22.54,","49.22,",35.88,,,,,,,,,,,,,,,,
915,1999,47.0,"0.057,272.59,","17.39,","49.65,",33.52,,,,,,,,,,,,,,,,
916,1999,48.0,"0.045,270.11,","14.18,","52.15,",33.16,,,,,,,,,,,,,,,,
917,1999,49.0,"0.038,267.42,","11.97,","53.31,",32.64,,,,,,,,,,,,,,,,
918,1999,50.0,"0.032,265.62,","8.88,","50.55,",29.71,,,,,,,,,,,,,,,,
919,1999,51.0,"0.027,263.61,","6.60,","52.05,",29.32,,,,,,,,,,,,,,,,
920,1999,52.0,"0.024,261.54,","5.62,","55.46,",30.54,,,,,,,,,,,,,,,,
921,2000,1.0,"0.025,259.67,","9.21,","59.93,",34.57,,,,,,,,,,,,,,,,
922,2000,2.0,"0.026,258.80,","13.74,","63.03,",38.38,,,,,,,,,,,,,,,,
923,2000,3.0,"0.025,259.13,","15.26,","61.26,",38.26,,,,,,,,,,,,,,,,
924,2000,4.0,"0.026,259.72,","16.74,","59.57,",38.16,,,,,,,,,,,,,,,,
925,2000,5.0,"0.030,260.75,","18.67,","57.74,",38.2,,,,,,,,,,,,,,,,
926,2000,6.0,"0.034,263.00,","20.63,","54.53,",37.58,,,,,,,,,,,,,,,,
927,2000,7.0,"0.040,266.22,","21.75,","49.10,",35.42,,,,,,,,,,,,,,,,
928,2000,8.0,"0.048,269.59,","24.18,","44.01,",34.09,,,,,,,,,,,,,,,,
929,2000,9.0,"0.059,272.61,","27.17,","41.76,",34.47,,,,,,,,,,,,,,,,
930,2000,10.0,"0.069,275.33,","27.76,","40.96,",34.36,,,,,,,,,,,,,,,,
931,2000,11.0,"0.083,278.87,","29.39,","36.83,",33.11,,,,,,,,,,,,,,,,
932,2000,12.0,"0.098,282.65,","30.42,","33.86,",32.14,,,,,,,,,,,,,,,,
933,2000,13.0,"0.117,286.02,","31.23,","31.50,",31.36,,,,,,,,,,,,,,,,
934,2000,14.0,"0.141,288.89,","33.92,","29.17,",31.54,,,,,,,,,,,,,,,,
935,2000,15.0,"0.173,291.68,","40.11,","28.16,",34.13,,,,,,,,,,,,,,,,
936,2000,16.0,"0.212,293.95,","44.74,","30.18,",37.46,,,,,,,,,,,,,,,,
937,2000,17.0,"0.258,295.63,","50.89,","33.15,",42.02,,,,,,,,,,,,,,,,
938,2000,18.0,"0.306,296.63,","58.66,","40.70,",49.68,,,,,,,,,,,,,,,,
939,2000,19.0,"0.336,297.58,","61.28,","46.31,",53.8,,,,,,,,,,,,,,,,
940,2000,20.0,"0.355,298.76,","62.13,","45.61,",53.87,,,,,,,,,,,,,,,,
941,2000,21.0,"0.364,299.93,","61.89,","43.21,",52.55,,,,,,,,,,,,,,,,
942,2000,22.0,"0.364,300.87,","60.33,","42.18,",51.26,,,,,,,,,,,,,,,,
943,2000,23.0,"0.355,301.35,","57.22,","43.92,",50.57,,,,,,,,,,,,,,,,
944,2000,24.0,"0.346,301.82,","54.48,","43.56,",49.02,,,,,,,,,,,,,,,,
945,2000,25.0,"0.334,302.08,","49.46,","44.47,",46.97,,,,,,,,,,,,,,,,
946,2000,26.0,"0.319,301.86,","44.09,","49.36,",46.72,,,,,,,,,,,,,,,,
947,2000,27.0,"0.305,301.59,","40.33,","55.12,",47.72,,,,,,,,,,,,,,,,
948,2000,28.0,"0.294,301.47,","39.23,","57.39,",48.31,,,,,,,,,,,,,,,,
949,2000,29.0,"0.286,301.28,","39.00,","58.72,",48.86,,,,,,,,,,,,,,,,
950,2000,30.0,"0.279,301.41,","39.29,","56.78,",48.03,,,,,,,,,,,,,,,,
951,2000,31.0,"0.266,301.37,","37.22,","55.11,",46.17,,,,,,,,,,,,,,,,
952,2000,32.0,"0.248,300.97,","33.14,","54.38,",43.76,,,,,,,,,,,,,,,,
953,2000,33.0,"0.234,300.42,","29.85,","53.95,",41.9,,,,,,,,,,,,,,,,
954,2000,34.0,"0.218,299.05,","26.07,","60.29,",43.18,,,,,,,,,,,,,,,,
955,2000,35.0,"0.205,296.95,","23.73,","71.58,",47.65,,,,,,,,,,,,,,,,
956,2000,36.0,"0.195,295.12,","25.17,","77.18,",51.17,,,,,,,,,,,,,,,,
957,2000,37.0,"0.188,293.79,","27.72,","76.55,",52.14,,,,,,,,,,,,,,,,
958,2000,38.0,"0.187,292.73,","32.93,","74.31,",53.62,,,,,,,,,,,,,,,,
959,2000,39.0,"0.182,291.86,","36.45,","69.08,",52.76,,,,,,,,,,,,,,,,
960,2000,40.0,"0.176,291.11,","39.43,","56.28,",47.86,,,,,,,,,,,,,,,,
961,2000,41.0,"0.165,289.36,","40.27,","45.52,",42.9,,,,,,,,,,,,,,,,
962,2000,42.0,"0.151,287.08,","39.73,","39.08,",39.4,,,,,,,,,,,,,,,,
963,2000,43.0,"0.133,284.93,","37.30,","34.95,",36.13,,,,,,,,,,,,,,,,
964,2000,44.0,"0.112,282.91,","32.69,","29.25,",30.97,,,,,,,,,,,,,,,,
965,2000,45.0,"0.086,280.91,","24.94,","27.31,",26.12,,,,,,,,,,,,,,,,
966,2000,46.0,"0.071,279.04,","21.32,","26.83,",24.08,,,,,,,,,,,,,,,,
967,2000,47.0,"0.056,277.17,","17.15,","27.69,",22.42,,,,,,,,,,,,,,,,
968,2000,48.0,"0.048,276.12,","16.05,","24.98,",20.52,,,,,,,,,,,,,,,,
969,2000,49.0,"0.044,275.05,","16.80,","21.87,",19.33,,,,,,,,,,,,,,,,
970,2000,50.0,"0.043,274.18,","17.71,","17.95,",17.83,,,,,,,,,,,,,,,,
971,2000,51.0,"0.047,273.50,","22.37,","16.64,",19.51,,,,,,,,,,,,,,,,
972,2000,52.0,"0.056,273.43,","30.74,","16.15,",23.45,,,,,,,,,,,,,,,,
973,2001,1.0,"0.074,272.93,","46.04,","17.78,",31.91,,,,,,,,,,,,,,,,
974,2001,2.0,"0.089,272.07,","57.77,","21.19,",39.48,,,,,,,,,,,,,,,,
975,2001,3.0,"0.110,272.46,","69.56,","20.79,",45.18,,,,,,,,,,,,,,,,
976,2001,4.0,"0.123,273.79,","73.97,","19.17,",46.57,,,,,,,,,,,,,,,,
977,2001,5.0,"0.128,274.75,","75.70,","18.43,",47.07,,,,,,,,,,,,,,,,
978,2001,6.0,"0.136,275.94,","77.93,","18.39,",48.16,,,,,,,,,,,,,,,,
979,2001,7.0,"0.145,277.52,","79.51,","17.65,",48.58,,,,,,,,,,,,,,,,
980,2001,8.0,"0.158,279.46,","82.39,","16.62,",49.5,,,,,,,,,,,,,,,,
981,2001,9.0,"0.172,281.13,","83.64,","17.88,",50.76,,,,,,,,,,,,,,,,
982,2001,10.0,"0.188,282.50,","84.39,","20.35,",52.37,,,,,,,,,,,,,,,,
983,2001,11.0,"0.212,284.51,","87.54,","18.96,",53.25,,,,,,,,,,,,,,,,
984,2001,12.0,"0.235,286.46,","89.06,","20.58,",54.82,,,,,,,,,,,,,,,,
985,2001,13.0,"0.257,288.08,","88.29,","23.71,",56.0,,,,,,,,,,,,,,,,
986,2001,14.0,"0.278,289.28,","86.74,","27.67,",57.2,,,,,,,,,,,,,,,,
987,2001,15.0,"0.298,290.26,","84.72,","36.19,",60.45,,,,,,,,,,,,,,,,
988,2001,16.0,"0.323,291.85,","83.25,","45.07,",64.16,,,,,,,,,,,,,,,,
989,2001,17.0,"0.351,293.25,","82.93,","52.86,",67.89,,,,,,,,,,,,,,,,
990,2001,18.0,"0.378,294.01,","83.70,","63.42,",73.56,,,,,,,,,,,,,,,,
991,2001,19.0,"0.401,294.65,","84.52,","72.43,",78.47,,,,,,,,,,,,,,,,
992,2001,20.0,"0.416,295.50,","85.63,","74.59,",80.11,,,,,,,,,,,,,,,,
993,2001,21.0,"0.419,295.97,","84.08,","76.61,",80.35,,,,,,,,,,,,,,,,
994,2001,22.0,"0.412,296.29,","80.85,","79.21,",80.03,,,,,,,,,,,,,,,,
995,2001,23.0,"0.400,296.56,","77.56,","81.29,",79.43,,,,,,,,,,,,,,,,
996,2001,24.0,"0.387,297.12,","74.42,","79.97,",77.2,,,,,,,,,,,,,,,,
997,2001,25.0,"0.372,298.06,","68.54,","76.16,",72.35,,,,,,,,,,,,,,,,
998,2001,26.0,"0.357,299.22,","62.92,","69.58,",66.25,,,,,,,,,,,,,,,,
999,2001,27.0,"0.343,300.67,","58.88,","61.21,",60.05,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.328,301.78,","55.07,","54.14,",54.61,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.314,302.51,","51.77,","48.80,",50.28,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.300,303.18,","48.86,","42.89,",45.87,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.285,303.41,","45.86,","39.42,",42.64,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.266,302.92,","41.46,","39.38,",40.42,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.250,302.24,","37.69,","39.77,",38.73,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.238,301.12,","35.79,","43.32,",39.56,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.229,299.42,","35.69,","49.93,",42.81,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.227,297.75,","40.69,","53.39,",47.04,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.228,296.32,","47.62,","53.96,",50.79,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.232,295.37,","56.30,","49.65,",52.97,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.235,293.98,","64.44,","48.03,",56.23,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.237,292.31,","70.64,","44.34,",57.49,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.235,290.01,","74.74,","40.35,",57.54,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.230,287.55,","77.62,","36.22,",56.92,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.221,284.76,","78.17,","37.36,",57.76,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.205,281.36,","76.22,","39.82,",58.02,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.185,277.54,","72.68,","46.48,",59.58,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.160,273.95,","66.81,","52.92,",59.87,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.134,270.29,","59.52,","60.69,",60.11,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.107,265.32,","50.17,","73.53,",61.85,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.086,260.92,","43.28,","79.39,",61.33,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.072,257.89,","38.56,","79.52,",59.04,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.063,255.94,","34.58,","79.24,",56.91,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.058,254.27,","32.06,","79.22,",55.64,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.055,253.82,","32.11,","78.06,",55.09,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.054,255.93,","34.07,","71.83,",52.95,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.063,260.82,","40.71,","56.17,",48.44,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.074,266.50,","47.32,","40.28,",43.8,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.083,270.48,","51.59,","30.59,",41.09,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.094,273.97,","56.57,","23.92,",40.24,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.111,277.77,","63.08,","16.96,",40.02,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.125,280.17,","66.88,","14.72,",40.8,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.140,282.10,","69.54,","15.27,",42.41,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.154,284.85,","69.58,","13.61,",41.6,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.174,287.83,","72.15,","8.37,",40.26,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.193,289.89,","73.31,","8.40,",40.86,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.210,291.32,","71.05,","11.10,",41.08,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.229,292.57,","68.77,","12.55,",40.66,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.250,293.86,","68.20,","16.00,",42.1,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.280,295.30,","68.43,","20.35,",44.39,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.315,296.87,","70.84,","22.32,",46.58,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.350,297.89,","74.42,","28.76,",51.59,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.378,298.78,","76.90,","34.39,",55.64,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.394,299.62,","77.52,","37.59,",57.55,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.393,299.76,","73.70,","44.59,",59.15,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.381,300.08,","67.42,","48.72,",58.07,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.366,300.43,","62.12,","51.21,",56.66,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.350,301.11,","56.67,","48.86,",52.77,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.336,302.17,","50.93,","43.27,",47.1,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.320,302.86,","45.03,","40.80,",42.91,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.304,303.12,","39.98,","42.79,",41.38,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.289,302.93,","36.97,","46.10,",41.53,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.278,302.39,","35.55,","50.19,",42.87,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.276,301.81,","38.04,","53.66,",45.85,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.281,301.39,","43.85,","54.78,",49.32,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.282,300.68,","49.54,","56.53,",53.04,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.282,300.38,","54.09,","54.30,",54.2,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.275,300.12,","55.21,","51.71,",53.46,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.257,298.87,","51.09,","55.07,",53.08,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.236,297.48,","46.05,","56.31,",51.18,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.216,295.71,","41.63,","60.15,",50.89,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.199,293.55,","38.37,","68.04,",53.2,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.185,291.59,","36.85,","73.77,",55.31,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.174,289.92,","37.28,","71.20,",54.24,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.161,287.49,","37.29,","68.19,",52.74,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.149,285.18,","38.23,","60.75,",49.49,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.137,283.35,","38.84,","49.22,",44.03,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.126,281.47,","39.27,","39.84,",39.55,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.113,278.80,","38.11,","40.06,",39.09,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.105,275.86,","39.09,","43.48,",41.29,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.099,272.57,","41.19,","50.09,",45.64,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.094,269.80,","44.04,","53.79,",48.91,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.090,267.88,","47.29,","51.42,",49.35,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.084,265.05,","49.21,","52.76,",50.98,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.077,262.23,","47.37,","57.07,",52.22,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.068,260.27,","41.13,","59.74,",50.43,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.057,257.65,","34.33,","65.80,",50.07,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.045,254.49,","27.82,","74.76,",51.29,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.037,252.09,","23.73,","79.59,",51.66,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.033,252.01,","21.02,","79.61,",50.32,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.028,253.47,","17.58,","77.78,",47.68,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.026,255.42,","15.18,","76.10,",45.64,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.025,257.60,","13.33,","73.71,",43.52,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.026,259.64,","11.47,","72.45,",41.96,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.029,262.90,","11.57,","69.74,",40.65,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.038,267.36,","12.26,","64.55,",38.41,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.053,271.91,","15.54,","59.46,",37.5,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.071,276.57,","18.38,","55.34,",36.86,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.089,281.34,","19.56,","49.51,",34.53,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.110,285.52,","21.88,","44.27,",33.07,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.133,289.57,","25.96,","39.88,",32.92,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.159,293.20,","26.53,","35.58,",31.05,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.192,296.67,","27.79,","24.51,",26.15,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.230,299.77,","31.37,","14.53,",22.95,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.264,301.87,","34.39,","10.08,",22.23,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.293,303.35,","38.32,","8.81,",23.57,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.313,303.71,","41.25,","13.34,",27.3,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.331,303.84,","45.73,","19.02,",32.37,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.345,303.94,","52.24,","23.95,",38.1,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.351,303.25,","56.23,","32.38,",44.31,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.353,302.25,","58.76,","43.12,",50.94,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.354,301.13,","61.15,","55.35,",58.25,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.353,300.26,","63.10,","65.55,",64.32,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.352,299.82,","65.68,","69.85,",67.76,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.349,299.49,","67.46,","72.16,",69.81,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.345,299.52,","68.77,","70.93,",69.85,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.340,299.76,","70.97,","67.16,",69.06,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.328,300.10,","71.42,","60.95,",66.19,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.309,300.07,","67.19,","56.56,",61.88,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.287,299.15,","61.53,","59.64,",60.58,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.269,298.20,","57.81,","60.77,",59.29,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.255,297.34,","56.74,","56.87,",56.8,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.240,296.04,","54.84,","56.01,",55.43,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.226,294.45,","53.47,","58.28,",55.88,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.212,292.49,","52.25,","63.06,",57.66,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.197,290.29,","50.18,","65.62,",57.9,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.183,287.71,","49.06,","64.08,",56.57,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.170,284.93,","48.87,","61.20,",55.03,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.158,282.65,","48.71,","53.80,",51.26,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.149,280.96,","49.51,","42.63,",46.07,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.136,279.58,","49.01,","35.11,",42.06,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.120,277.34,","45.76,","35.56,",40.66,,,,,,,,,,,,,,,,
