,Mean,data,for,UKR,Province=,18:,"Poltava,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.432,298.34,","58.08,","44.24,",51.16,,,,,,,,,,,,,,,,
844,1998,28.0,"0.436,298.29,","62.63,","45.34,",53.98,,,,,,,,,,,,,,,,
845,1998,29.0,"0.441,298.56,","68.55,","45.45,",57.0,,,,,,,,,,,,,,,,
846,1998,30.0,"0.442,298.64,","73.32,","48.80,",61.06,,,,,,,,,,,,,,,,
847,1998,31.0,"0.436,298.42,","74.90,","53.31,",64.11,,,,,,,,,,,,,,,,
848,1998,32.0,"0.427,297.79,","76.73,","58.37,",67.55,,,,,,,,,,,,,,,,
849,1998,33.0,"0.415,296.87,","78.57,","64.06,",71.32,,,,,,,,,,,,,,,,
850,1998,34.0,"0.403,296.03,","80.07,","64.54,",72.31,,,,,,,,,,,,,,,,
851,1998,35.0,"0.391,295.57,","83.52,","57.00,",70.26,,,,,,,,,,,,,,,,
852,1998,36.0,"0.376,294.70,","85.20,","49.64,",67.42,,,,,,,,,,,,,,,,
853,1998,37.0,"0.356,293.44,","85.25,","43.16,",64.21,,,,,,,,,,,,,,,,
854,1998,38.0,"0.334,291.87,","84.11,","42.03,",63.07,,,,,,,,,,,,,,,,
855,1998,39.0,"0.311,289.73,","82.35,","45.16,",63.75,,,,,,,,,,,,,,,,
856,1998,40.0,"0.286,286.95,","80.97,","51.52,",66.24,,,,,,,,,,,,,,,,
857,1998,41.0,"0.256,284.16,","78.31,","54.87,",66.59,,,,,,,,,,,,,,,,
858,1998,42.0,"0.225,281.08,","75.75,","60.08,",67.92,,,,,,,,,,,,,,,,
859,1998,43.0,"0.195,278.16,","73.82,","59.32,",66.57,,,,,,,,,,,,,,,,
860,1998,44.0,"0.161,274.56,","66.86,","58.58,",62.72,,,,,,,,,,,,,,,,
861,1998,45.0,"0.128,270.38,","56.42,","63.56,",59.99,,,,,,,,,,,,,,,,
862,1998,46.0,"0.099,265.76,","46.52,","71.81,",59.17,,,,,,,,,,,,,,,,
863,1998,47.0,"0.079,262.00,","40.53,","75.51,",58.02,,,,,,,,,,,,,,,,
864,1998,48.0,"0.067,259.69,","37.54,","75.29,",56.42,,,,,,,,,,,,,,,,
865,1998,49.0,"0.058,257.76,","34.82,","75.01,",54.92,,,,,,,,,,,,,,,,
866,1998,50.0,"0.052,256.57,","34.01,","70.53,",52.27,,,,,,,,,,,,,,,,
867,1998,51.0,"0.048,256.28,","35.81,","64.46,",50.14,,,,,,,,,,,,,,,,
868,1998,52.0,"0.044,256.45,","38.25,","58.92,",48.59,,,,,,,,,,,,,,,,
869,1999,1.0,"0.041,257.32,","41.79,","52.34,",47.07,,,,,,,,,,,,,,,,
870,1999,2.0,"0.042,258.20,","44.44,","47.51,",45.98,,,,,,,,,,,,,,,,
871,1999,3.0,"0.044,258.11,","46.53,","49.59,",48.06,,,,,,,,,,,,,,,,
872,1999,4.0,"0.047,257.28,","48.70,","55.45,",52.07,,,,,,,,,,,,,,,,
873,1999,5.0,"0.050,256.84,","49.36,","60.14,",54.75,,,,,,,,,,,,,,,,
874,1999,6.0,"0.055,258.74,","48.68,","55.40,",52.04,,,,,,,,,,,,,,,,
875,1999,7.0,"0.061,261.69,","45.82,","47.88,",46.85,,,,,,,,,,,,,,,,
876,1999,8.0,"0.065,264.72,","41.97,","42.72,",42.34,,,,,,,,,,,,,,,,
877,1999,9.0,"0.071,267.76,","40.80,","38.59,",39.7,,,,,,,,,,,,,,,,
878,1999,10.0,"0.083,270.91,","42.35,","36.29,",39.32,,,,,,,,,,,,,,,,
879,1999,11.0,"0.101,274.51,","46.23,","32.77,",39.5,,,,,,,,,,,,,,,,
880,1999,12.0,"0.127,278.18,","53.49,","30.92,",42.2,,,,,,,,,,,,,,,,
881,1999,13.0,"0.160,281.73,","63.28,","28.75,",46.01,,,,,,,,,,,,,,,,
882,1999,14.0,"0.197,285.22,","73.02,","24.25,",48.63,,,,,,,,,,,,,,,,
883,1999,15.0,"0.243,288.38,","81.29,","20.22,",50.76,,,,,,,,,,,,,,,,
884,1999,16.0,"0.287,290.69,","85.77,","19.48,",52.63,,,,,,,,,,,,,,,,
885,1999,17.0,"0.328,291.88,","88.47,","28.04,",58.26,,,,,,,,,,,,,,,,
886,1999,18.0,"0.364,293.19,","88.59,","36.58,",62.58,,,,,,,,,,,,,,,,
887,1999,19.0,"0.397,294.99,","88.51,","37.67,",63.09,,,,,,,,,,,,,,,,
888,1999,20.0,"0.429,296.46,","88.76,","36.92,",62.84,,,,,,,,,,,,,,,,
889,1999,21.0,"0.450,298.04,","89.21,","29.79,",59.5,,,,,,,,,,,,,,,,
890,1999,22.0,"0.461,299.30,","87.51,","22.69,",55.1,,,,,,,,,,,,,,,,
891,1999,23.0,"0.467,300.23,","84.66,","17.94,",51.3,,,,,,,,,,,,,,,,
892,1999,24.0,"0.463,300.80,","77.81,","15.36,",46.59,,,,,,,,,,,,,,,,
893,1999,25.0,"0.454,301.08,","70.72,","14.41,",42.56,,,,,,,,,,,,,,,,
894,1999,26.0,"0.442,301.18,","62.81,","14.13,",38.47,,,,,,,,,,,,,,,,
895,1999,27.0,"0.427,300.90,","55.13,","16.81,",35.97,,,,,,,,,,,,,,,,
896,1999,28.0,"0.414,300.67,","50.00,","19.50,",34.75,,,,,,,,,,,,,,,,
897,1999,29.0,"0.399,300.21,","46.00,","27.28,",36.64,,,,,,,,,,,,,,,,
898,1999,30.0,"0.385,299.51,","44.29,","39.40,",41.84,,,,,,,,,,,,,,,,
899,1999,31.0,"0.374,298.52,","43.58,","52.12,",47.85,,,,,,,,,,,,,,,,
900,1999,32.0,"0.367,297.58,","45.24,","60.53,",52.89,,,,,,,,,,,,,,,,
901,1999,33.0,"0.363,297.19,","50.64,","60.65,",55.65,,,,,,,,,,,,,,,,
902,1999,34.0,"0.359,296.94,","56.97,","54.37,",55.67,,,,,,,,,,,,,,,,
903,1999,35.0,"0.345,295.99,","59.54,","51.92,",55.73,,,,,,,,,,,,,,,,
904,1999,36.0,"0.326,295.33,","59.18,","41.96,",50.57,,,,,,,,,,,,,,,,
905,1999,37.0,"0.299,294.81,","55.52,","25.85,",40.68,,,,,,,,,,,,,,,,
906,1999,38.0,"0.266,293.77,","48.46,","17.45,",32.96,,,,,,,,,,,,,,,,
907,1999,39.0,"0.230,291.71,","39.81,","20.08,",29.94,,,,,,,,,,,,,,,,
908,1999,40.0,"0.193,288.56,","31.14,","31.35,",31.24,,,,,,,,,,,,,,,,
909,1999,41.0,"0.160,285.24,","25.07,","41.05,",33.06,,,,,,,,,,,,,,,,
910,1999,42.0,"0.136,281.91,","23.76,","50.58,",37.17,,,,,,,,,,,,,,,,
911,1999,43.0,"0.113,278.86,","23.26,","53.17,",38.22,,,,,,,,,,,,,,,,
912,1999,44.0,"0.093,276.04,","22.39,","47.19,",34.79,,,,,,,,,,,,,,,,
913,1999,45.0,"0.079,272.46,","21.24,","49.25,",35.24,,,,,,,,,,,,,,,,
914,1999,46.0,"0.065,268.58,","19.78,","54.89,",37.33,,,,,,,,,,,,,,,,
915,1999,47.0,"0.054,264.85,","18.69,","59.90,",39.29,,,,,,,,,,,,,,,,
916,1999,48.0,"0.047,261.61,","18.83,","65.44,",42.14,,,,,,,,,,,,,,,,
917,1999,49.0,"0.044,259.13,","21.09,","68.47,",44.78,,,,,,,,,,,,,,,,
918,1999,50.0,"0.041,258.40,","21.85,","61.74,",41.79,,,,,,,,,,,,,,,,
919,1999,51.0,"0.036,257.94,","22.90,","56.48,",39.69,,,,,,,,,,,,,,,,
920,1999,52.0,"0.033,257.68,","25.65,","52.92,",39.29,,,,,,,,,,,,,,,,
921,2000,1.0,"0.032,256.41,","30.70,","55.43,",43.06,,,,,,,,,,,,,,,,
922,2000,2.0,"0.031,255.45,","31.09,","58.31,",44.7,,,,,,,,,,,,,,,,
923,2000,3.0,"0.030,254.36,","29.68,","64.36,",47.02,,,,,,,,,,,,,,,,
924,2000,4.0,"0.029,254.53,","28.88,","65.32,",47.1,,,,,,,,,,,,,,,,
925,2000,5.0,"0.029,255.14,","27.57,","65.39,",46.48,,,,,,,,,,,,,,,,
926,2000,6.0,"0.030,256.07,","25.42,","63.46,",44.44,,,,,,,,,,,,,,,,
927,2000,7.0,"0.030,258.37,","21.19,","57.57,",39.38,,,,,,,,,,,,,,,,
928,2000,8.0,"0.033,261.10,","19.43,","53.39,",36.41,,,,,,,,,,,,,,,,
929,2000,9.0,"0.037,263.45,","20.01,","51.59,",35.8,,,,,,,,,,,,,,,,
930,2000,10.0,"0.044,265.45,","20.01,","53.66,",36.83,,,,,,,,,,,,,,,,
931,2000,11.0,"0.053,268.31,","20.72,","54.20,",37.46,,,,,,,,,,,,,,,,
932,2000,12.0,"0.065,272.34,","22.84,","53.62,",38.23,,,,,,,,,,,,,,,,
933,2000,13.0,"0.081,276.95,","25.76,","50.05,",37.9,,,,,,,,,,,,,,,,
934,2000,14.0,"0.104,281.67,","30.22,","42.32,",36.27,,,,,,,,,,,,,,,,
935,2000,15.0,"0.137,285.87,","34.90,","35.18,",35.04,,,,,,,,,,,,,,,,
936,2000,16.0,"0.181,289.26,","42.17,","29.62,",35.89,,,,,,,,,,,,,,,,
937,2000,17.0,"0.235,291.84,","51.35,","29.13,",40.24,,,,,,,,,,,,,,,,
938,2000,18.0,"0.280,292.93,","56.17,","39.62,",47.89,,,,,,,,,,,,,,,,
939,2000,19.0,"0.315,293.72,","55.10,","50.75,",52.92,,,,,,,,,,,,,,,,
940,2000,20.0,"0.347,295.02,","53.03,","52.90,",52.96,,,,,,,,,,,,,,,,
941,2000,21.0,"0.373,296.15,","52.70,","51.40,",52.05,,,,,,,,,,,,,,,,
942,2000,22.0,"0.395,296.73,","51.88,","50.77,",51.33,,,,,,,,,,,,,,,,
943,2000,23.0,"0.412,296.82,","52.11,","54.11,",53.11,,,,,,,,,,,,,,,,
944,2000,24.0,"0.429,296.93,","56.20,","56.12,",56.16,,,,,,,,,,,,,,,,
945,2000,25.0,"0.440,296.96,","61.48,","57.66,",59.57,,,,,,,,,,,,,,,,
946,2000,26.0,"0.441,296.80,","62.28,","60.29,",61.29,,,,,,,,,,,,,,,,
947,2000,27.0,"0.436,296.52,","60.15,","63.34,",61.74,,,,,,,,,,,,,,,,
948,2000,28.0,"0.427,296.31,","57.45,","66.39,",61.92,,,,,,,,,,,,,,,,
949,2000,29.0,"0.417,295.99,","55.23,","72.95,",64.09,,,,,,,,,,,,,,,,
950,2000,30.0,"0.408,295.90,","55.02,","77.51,",66.27,,,,,,,,,,,,,,,,
951,2000,31.0,"0.390,295.28,","51.17,","84.92,",68.05,,,,,,,,,,,,,,,,
952,2000,32.0,"0.371,294.61,","47.33,","89.14,",68.24,,,,,,,,,,,,,,,,
953,2000,33.0,"0.352,294.31,","45.04,","88.48,",66.76,,,,,,,,,,,,,,,,
954,2000,34.0,"0.321,293.39,","38.41,","89.61,",64.01,,,,,,,,,,,,,,,,
955,2000,35.0,"0.286,291.81,","30.85,","92.33,",61.59,,,,,,,,,,,,,,,,
956,2000,36.0,"0.255,290.13,","25.06,","92.04,",58.55,,,,,,,,,,,,,,,,
957,2000,37.0,"0.235,288.73,","24.33,","90.74,",57.53,,,,,,,,,,,,,,,,
958,2000,38.0,"0.224,288.15,","27.71,","84.98,",56.34,,,,,,,,,,,,,,,,
959,2000,39.0,"0.214,287.90,","32.55,","67.89,",50.22,,,,,,,,,,,,,,,,
960,2000,40.0,"0.204,287.21,","37.43,","48.08,",42.76,,,,,,,,,,,,,,,,
961,2000,41.0,"0.188,285.85,","40.21,","33.33,",36.77,,,,,,,,,,,,,,,,
962,2000,42.0,"0.165,283.84,","40.15,","28.59,",34.37,,,,,,,,,,,,,,,,
963,2000,43.0,"0.141,281.52,","40.19,","28.58,",34.38,,,,,,,,,,,,,,,,
964,2000,44.0,"0.111,278.69,","33.87,","26.22,",30.05,,,,,,,,,,,,,,,,
965,2000,45.0,"0.092,276.50,","30.64,","21.78,",26.21,,,,,,,,,,,,,,,,
966,2000,46.0,"0.079,274.83,","31.01,","17.73,",24.37,,,,,,,,,,,,,,,,
967,2000,47.0,"0.068,273.19,","31.25,","13.80,",22.52,,,,,,,,,,,,,,,,
968,2000,48.0,"0.062,271.75,","34.01,","12.29,",23.15,,,,,,,,,,,,,,,,
969,2000,49.0,"0.060,270.95,","37.46,","11.40,",24.43,,,,,,,,,,,,,,,,
970,2000,50.0,"0.057,269.34,","39.20,","11.75,",25.47,,,,,,,,,,,,,,,,
971,2000,51.0,"0.052,268.01,","40.54,","12.20,",26.37,,,,,,,,,,,,,,,,
972,2000,52.0,"0.064,266.84,","56.32,","14.19,",35.26,,,,,,,,,,,,,,,,
973,2001,1.0,"0.064,265.08,","64.21,","19.44,",41.82,,,,,,,,,,,,,,,,
974,2001,2.0,"0.074,263.65,","77.11,","24.77,",50.94,,,,,,,,,,,,,,,,
975,2001,3.0,"0.067,261.95,","72.25,","33.84,",53.05,,,,,,,,,,,,,,,,
976,2001,4.0,"0.062,261.12,","66.28,","40.21,",53.24,,,,,,,,,,,,,,,,
977,2001,5.0,"0.058,260.54,","59.32,","46.18,",52.75,,,,,,,,,,,,,,,,
978,2001,6.0,"0.062,260.93,","56.17,","47.22,",51.7,,,,,,,,,,,,,,,,
979,2001,7.0,"0.065,262.31,","50.40,","45.13,",47.76,,,,,,,,,,,,,,,,
980,2001,8.0,"0.073,264.51,","47.88,","42.81,",45.34,,,,,,,,,,,,,,,,
981,2001,9.0,"0.086,267.86,","50.55,","37.94,",44.24,,,,,,,,,,,,,,,,
982,2001,10.0,"0.109,272.76,","57.52,","30.01,",43.77,,,,,,,,,,,,,,,,
983,2001,11.0,"0.140,276.87,","67.03,","24.32,",45.67,,,,,,,,,,,,,,,,
984,2001,12.0,"0.165,280.43,","72.41,","22.09,",47.25,,,,,,,,,,,,,,,,
985,2001,13.0,"0.190,283.35,","77.56,","21.80,",49.68,,,,,,,,,,,,,,,,
986,2001,14.0,"0.215,285.68,","80.85,","22.43,",51.64,,,,,,,,,,,,,,,,
987,2001,15.0,"0.238,287.88,","78.72,","23.65,",51.19,,,,,,,,,,,,,,,,
988,2001,16.0,"0.267,289.85,","77.64,","25.47,",51.56,,,,,,,,,,,,,,,,
989,2001,17.0,"0.310,291.81,","80.85,","28.93,",54.89,,,,,,,,,,,,,,,,
990,2001,18.0,"0.358,293.09,","85.64,","37.83,",61.74,,,,,,,,,,,,,,,,
991,2001,19.0,"0.395,293.68,","86.37,","50.86,",68.61,,,,,,,,,,,,,,,,
992,2001,20.0,"0.419,294.11,","84.12,","62.44,",73.28,,,,,,,,,,,,,,,,
993,2001,21.0,"0.432,293.91,","80.41,","76.05,",78.23,,,,,,,,,,,,,,,,
994,2001,22.0,"0.440,293.52,","75.85,","84.95,",80.4,,,,,,,,,,,,,,,,
995,2001,23.0,"0.443,293.55,","70.24,","87.99,",79.11,,,,,,,,,,,,,,,,
996,2001,24.0,"0.448,294.16,","68.25,","84.89,",76.57,,,,,,,,,,,,,,,,
997,2001,25.0,"0.456,295.07,","71.41,","77.59,",74.5,,,,,,,,,,,,,,,,
998,2001,26.0,"0.459,296.10,","73.02,","67.70,",70.36,,,,,,,,,,,,,,,,
999,2001,27.0,"0.459,297.23,","73.36,","55.89,",64.62,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.452,297.93,","71.45,","49.00,",60.22,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.441,298.18,","68.31,","49.39,",58.85,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.432,298.52,","68.05,","49.94,",58.99,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.422,298.69,","67.73,","50.30,",59.02,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.404,298.05,","65.12,","55.47,",60.29,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.382,297.16,","61.90,","60.89,",61.39,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.360,296.24,","58.89,","62.01,",60.45,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.339,294.66,","57.29,","67.07,",62.18,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.323,293.00,","58.74,","69.13,",63.93,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.309,291.44,","61.63,","67.57,",64.6,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.296,290.01,","64.75,","65.69,",65.22,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.284,288.61,","68.69,","59.32,",64.0,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.267,286.40,","71.20,","58.18,",64.69,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.249,283.48,","73.79,","62.94,",68.37,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.225,280.88,","74.50,","61.86,",68.18,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.200,278.74,","74.45,","53.88,",64.16,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.175,275.81,","73.15,","48.80,",60.98,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.149,272.31,","68.05,","50.21,",59.13,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.122,268.87,","60.44,","52.84,",56.64,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.101,265.86,","55.17,","53.46,",54.31,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.080,262.28,","46.85,","60.72,",53.79,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.067,259.16,","41.99,","67.23,",54.61,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.060,257.20,","40.81,","66.61,",53.71,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.054,256.28,","41.47,","63.95,",52.71,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.052,255.81,","46.83,","61.52,",54.17,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.049,255.91,","51.32,","58.22,",54.77,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.050,257.04,","53.44,","52.18,",52.81,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.058,260.36,","62.58,","40.16,",51.37,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.067,264.18,","71.57,","27.97,",49.77,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.078,267.44,","79.57,","20.14,",49.85,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.095,270.51,","86.05,","13.61,",49.83,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.117,273.66,","91.15,","7.72,",49.43,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.140,276.19,","93.95,","4.92,",49.43,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.158,278.70,","94.60,","3.26,",48.93,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.173,280.89,","93.06,","3.26,",48.16,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.190,283.06,","92.64,","2.54,",47.59,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.207,285.18,","92.31,","3.58,",47.95,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.223,287.23,","92.79,","4.68,",48.74,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.239,289.02,","91.89,","6.15,",49.02,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.262,290.90,","89.25,","6.77,",48.01,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.286,292.42,","85.35,","8.97,",47.16,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.318,293.68,","84.48,","14.75,",49.62,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.362,294.74,","87.88,","23.33,",55.61,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.400,295.41,","89.74,","33.80,",61.77,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.431,295.82,","89.74,","43.88,",66.81,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.451,296.00,","89.46,","52.70,",71.08,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.463,296.16,","88.16,","56.67,",72.42,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.468,296.26,","85.58,","59.94,",72.76,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.467,296.65,","80.00,","58.95,",69.48,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.462,297.60,","75.54,","50.91,",63.22,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.451,298.38,","68.10,","43.60,",55.85,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.435,299.09,","59.84,","36.06,",47.95,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.418,299.68,","52.82,","30.27,",41.54,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.394,299.78,","43.47,","32.18,",37.83,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.375,299.58,","39.10,","38.93,",39.02,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.363,299.56,","38.38,","41.44,",39.91,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.353,299.46,","38.76,","41.08,",39.92,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.343,299.06,","41.03,","40.99,",41.01,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.325,298.00,","40.05,","42.73,",41.39,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.306,296.44,","39.92,","46.64,",43.28,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.287,294.51,","39.96,","51.35,",45.66,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.269,291.58,","40.30,","65.79,",53.04,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.254,288.90,","42.49,","79.87,",61.18,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.237,286.47,","44.08,","85.96,",65.02,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.226,284.58,","48.81,","80.78,",64.8,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.217,282.48,","55.60,","75.57,",65.58,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.204,279.98,","61.77,","72.29,",67.03,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.186,277.49,","65.77,","65.45,",65.61,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.171,275.43,","69.98,","51.95,",60.96,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.159,273.37,","74.37,","43.18,",58.78,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.150,270.94,","80.77,","40.81,",60.79,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.137,267.92,","85.25,","42.56,",63.91,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.126,265.59,","89.14,","44.24,",66.69,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.120,264.82,","92.84,","40.74,",66.79,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.113,263.18,","96.45,","39.51,",67.98,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.103,260.76,","95.94,","44.17,",70.05,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.088,259.33,","89.84,","46.35,",68.09,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.070,258.49,","75.81,","47.28,",61.55,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.057,256.63,","62.40,","53.98,",58.19,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.048,254.11,","50.84,","65.62,",58.23,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.040,251.26,","40.91,","77.44,",59.18,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.033,250.98,","31.67,","79.69,",55.68,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.028,251.37,","23.53,","78.83,",51.18,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.026,252.16,","18.07,","77.14,",47.6,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.024,252.75,","13.94,","78.98,",46.46,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.023,254.11,","11.48,","79.58,",45.53,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.027,256.60,","10.68,","80.45,",45.56,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.036,258.85,","12.26,","83.76,",48.01,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.050,262.12,","15.89,","87.56,",51.73,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.070,267.92,","21.09,","85.42,",53.25,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.095,274.82,","26.44,","74.83,",50.64,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.125,280.79,","29.99,","63.54,",46.77,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.158,285.62,","32.84,","53.18,",43.01,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.195,289.87,","35.40,","44.43,",39.91,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.236,293.75,","38.50,","32.59,",35.54,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.277,296.97,","39.45,","20.46,",29.95,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.321,299.20,","41.58,","13.38,",27.48,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.350,300.08,","41.04,","14.14,",27.59,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.371,300.29,","38.85,","17.15,",28.0,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.388,300.19,","37.72,","21.25,",29.49,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.396,299.46,","34.95,","30.46,",32.71,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.401,298.57,","36.01,","41.04,",38.53,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.405,297.51,","39.85,","52.86,",46.36,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.412,296.89,","46.02,","59.35,",52.69,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.424,296.61,","55.17,","63.24,",59.2,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.432,296.23,","63.09,","70.62,",66.85,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.437,295.99,","69.86,","76.98,",73.42,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.440,295.81,","75.20,","80.02,",77.61,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.431,295.58,","77.02,","80.61,",78.81,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.419,295.41,","78.47,","78.82,",78.65,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.398,294.22,","76.45,","82.30,",79.38,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.378,293.21,","76.36,","81.43,",78.89,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.359,292.69,","76.44,","71.90,",74.17,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.334,291.80,","73.82,","62.73,",68.27,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.302,290.30,","67.69,","61.30,",64.49,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.269,287.86,","60.77,","66.85,",63.81,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.233,284.59,","52.56,","75.42,",63.99,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.199,281.15,","46.18,","83.38,",64.78,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.169,278.10,","42.76,","84.82,",63.79,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.149,275.91,","44.40,","76.44,",60.42,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.136,274.42,","49.13,","59.35,",54.24,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.122,273.18,","50.23,","44.59,",47.41,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.109,271.41,","52.55,","38.05,",45.3,,,,,,,,,,,,,,,,
