,Mean,data,for,UKR,Province=,3:,"Chernivtsi,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.448,292.54,","39.92,","77.48,",58.7,,,,,,,,,,,,,,,,
844,1998,28.0,"0.465,293.92,","50.11,","63.78,",56.94,,,,,,,,,,,,,,,,
845,1998,29.0,"0.478,294.96,","59.97,","51.38,",55.68,,,,,,,,,,,,,,,,
846,1998,30.0,"0.485,295.28,","67.38,","47.42,",57.4,,,,,,,,,,,,,,,,
847,1998,31.0,"0.480,294.75,","66.58,","52.79,",59.68,,,,,,,,,,,,,,,,
848,1998,32.0,"0.477,294.29,","67.63,","57.79,",62.71,,,,,,,,,,,,,,,,
849,1998,33.0,"0.471,293.53,","67.01,","64.82,",65.91,,,,,,,,,,,,,,,,
850,1998,34.0,"0.458,292.67,","63.00,","71.36,",67.18,,,,,,,,,,,,,,,,
851,1998,35.0,"0.447,292.22,","64.17,","66.01,",65.09,,,,,,,,,,,,,,,,
852,1998,36.0,"0.428,291.21,","63.14,","62.34,",62.74,,,,,,,,,,,,,,,,
853,1998,37.0,"0.404,290.00,","60.09,","59.22,",59.66,,,,,,,,,,,,,,,,
854,1998,38.0,"0.377,288.60,","54.48,","58.95,",56.72,,,,,,,,,,,,,,,,
855,1998,39.0,"0.343,286.41,","46.46,","67.37,",56.91,,,,,,,,,,,,,,,,
856,1998,40.0,"0.311,284.58,","40.46,","78.08,",59.27,,,,,,,,,,,,,,,,
857,1998,41.0,"0.285,283.17,","39.33,","74.50,",56.91,,,,,,,,,,,,,,,,
858,1998,42.0,"0.259,281.22,","40.55,","71.49,",56.02,,,,,,,,,,,,,,,,
859,1998,43.0,"0.232,278.68,","43.01,","68.08,",55.54,,,,,,,,,,,,,,,,
860,1998,44.0,"0.193,275.57,","39.38,","64.72,",52.05,,,,,,,,,,,,,,,,
861,1998,45.0,"0.157,272.37,","35.74,","59.29,",47.51,,,,,,,,,,,,,,,,
862,1998,46.0,"0.123,268.33,","30.25,","63.47,",46.86,,,,,,,,,,,,,,,,
863,1998,47.0,"0.095,264.87,","25.52,","68.31,",46.92,,,,,,,,,,,,,,,,
864,1998,48.0,"0.080,262.81,","25.62,","69.53,",47.58,,,,,,,,,,,,,,,,
865,1998,49.0,"0.071,261.85,","26.25,","66.03,",46.14,,,,,,,,,,,,,,,,
866,1998,50.0,"0.065,260.54,","28.06,","62.58,",45.32,,,,,,,,,,,,,,,,
867,1998,51.0,"0.062,260.41,","32.49,","55.19,",43.84,,,,,,,,,,,,,,,,
868,1998,52.0,"0.059,259.76,","34.71,","54.08,",44.39,,,,,,,,,,,,,,,,
869,1999,1.0,"0.058,259.05,","32.79,","55.74,",44.26,,,,,,,,,,,,,,,,
870,1999,2.0,"0.060,258.08,","34.95,","59.12,",47.04,,,,,,,,,,,,,,,,
871,1999,3.0,"0.064,255.88,","38.33,","66.89,",52.61,,,,,,,,,,,,,,,,
872,1999,4.0,"0.067,253.71,","38.10,","74.91,",56.51,,,,,,,,,,,,,,,,
873,1999,5.0,"0.069,253.05,","37.04,","78.14,",57.59,,,,,,,,,,,,,,,,
874,1999,6.0,"0.072,253.75,","35.40,","79.12,",57.26,,,,,,,,,,,,,,,,
875,1999,7.0,"0.074,255.52,","32.94,","79.43,",56.19,,,,,,,,,,,,,,,,
876,1999,8.0,"0.081,258.15,","33.58,","79.14,",56.36,,,,,,,,,,,,,,,,
877,1999,9.0,"0.090,261.98,","35.31,","75.14,",55.22,,,,,,,,,,,,,,,,
878,1999,10.0,"0.103,266.64,","37.51,","67.24,",52.37,,,,,,,,,,,,,,,,
879,1999,11.0,"0.127,271.81,","43.69,","56.51,",50.1,,,,,,,,,,,,,,,,
880,1999,12.0,"0.160,277.55,","51.91,","45.40,",48.65,,,,,,,,,,,,,,,,
881,1999,13.0,"0.195,281.51,","59.16,","39.15,",49.15,,,,,,,,,,,,,,,,
882,1999,14.0,"0.232,284.30,","66.51,","35.75,",51.13,,,,,,,,,,,,,,,,
883,1999,15.0,"0.272,286.45,","73.28,","33.73,",53.5,,,,,,,,,,,,,,,,
884,1999,16.0,"0.315,288.15,","77.53,","34.67,",56.1,,,,,,,,,,,,,,,,
885,1999,17.0,"0.358,289.37,","80.13,","39.75,",59.94,,,,,,,,,,,,,,,,
886,1999,18.0,"0.403,290.68,","83.98,","42.53,",63.25,,,,,,,,,,,,,,,,
887,1999,19.0,"0.444,292.11,","86.43,","40.60,",63.51,,,,,,,,,,,,,,,,
888,1999,20.0,"0.479,293.36,","89.30,","37.61,",63.45,,,,,,,,,,,,,,,,
889,1999,21.0,"0.504,294.49,","90.59,","34.57,",62.58,,,,,,,,,,,,,,,,
890,1999,22.0,"0.517,295.22,","89.77,","32.56,",61.17,,,,,,,,,,,,,,,,
891,1999,23.0,"0.520,295.83,","87.41,","29.98,",58.7,,,,,,,,,,,,,,,,
892,1999,24.0,"0.519,296.21,","85.10,","26.66,",55.88,,,,,,,,,,,,,,,,
893,1999,25.0,"0.516,296.33,","81.61,","23.98,",52.79,,,,,,,,,,,,,,,,
894,1999,26.0,"0.510,296.28,","76.37,","25.45,",50.91,,,,,,,,,,,,,,,,
895,1999,27.0,"0.499,295.91,","69.04,","34.61,",51.82,,,,,,,,,,,,,,,,
896,1999,28.0,"0.487,295.63,","63.26,","41.38,",52.32,,,,,,,,,,,,,,,,
897,1999,29.0,"0.476,295.25,","59.32,","47.84,",53.58,,,,,,,,,,,,,,,,
898,1999,30.0,"0.465,294.61,","57.04,","55.88,",56.46,,,,,,,,,,,,,,,,
899,1999,31.0,"0.456,294.08,","55.08,","61.52,",58.3,,,,,,,,,,,,,,,,
900,1999,32.0,"0.451,293.51,","54.22,","68.20,",61.21,,,,,,,,,,,,,,,,
901,1999,33.0,"0.451,293.19,","56.83,","69.56,",63.19,,,,,,,,,,,,,,,,
902,1999,34.0,"0.449,292.64,","59.13,","71.67,",65.4,,,,,,,,,,,,,,,,
903,1999,35.0,"0.443,291.82,","62.94,","71.15,",67.04,,,,,,,,,,,,,,,,
904,1999,36.0,"0.430,291.24,","64.89,","61.87,",63.38,,,,,,,,,,,,,,,,
905,1999,37.0,"0.411,290.67,","65.06,","51.71,",58.39,,,,,,,,,,,,,,,,
906,1999,38.0,"0.387,289.72,","60.86,","47.17,",54.01,,,,,,,,,,,,,,,,
907,1999,39.0,"0.354,288.37,","52.67,","47.25,",49.96,,,,,,,,,,,,,,,,
908,1999,40.0,"0.315,286.29,","43.09,","58.16,",50.63,,,,,,,,,,,,,,,,
909,1999,41.0,"0.275,283.49,","34.19,","69.89,",52.04,,,,,,,,,,,,,,,,
910,1999,42.0,"0.239,280.94,","30.49,","73.93,",52.21,,,,,,,,,,,,,,,,
911,1999,43.0,"0.205,278.73,","29.46,","67.33,",48.39,,,,,,,,,,,,,,,,
912,1999,44.0,"0.176,277.10,","30.41,","53.22,",41.82,,,,,,,,,,,,,,,,
913,1999,45.0,"0.152,274.84,","33.26,","44.58,",38.92,,,,,,,,,,,,,,,,
914,1999,46.0,"0.131,272.58,","35.11,","42.20,",38.65,,,,,,,,,,,,,,,,
915,1999,47.0,"0.109,270.39,","34.28,","42.86,",38.57,,,,,,,,,,,,,,,,
916,1999,48.0,"0.088,267.88,","31.35,","47.15,",39.25,,,,,,,,,,,,,,,,
917,1999,49.0,"0.070,265.14,","25.85,","52.02,",38.93,,,,,,,,,,,,,,,,
918,1999,50.0,"0.060,263.22,","24.55,","52.22,",38.38,,,,,,,,,,,,,,,,
919,1999,51.0,"0.053,261.08,","26.60,","54.70,",40.65,,,,,,,,,,,,,,,,
920,1999,52.0,"0.048,259.76,","26.19,","57.62,",41.9,,,,,,,,,,,,,,,,
921,2000,1.0,"0.048,258.57,","26.25,","62.33,",44.29,,,,,,,,,,,,,,,,
922,2000,2.0,"0.052,258.40,","28.86,","64.04,",46.45,,,,,,,,,,,,,,,,
923,2000,3.0,"0.058,259.48,","34.55,","61.79,",48.17,,,,,,,,,,,,,,,,
924,2000,4.0,"0.068,262.04,","40.08,","54.61,",47.35,,,,,,,,,,,,,,,,
925,2000,5.0,"0.079,265.12,","45.76,","45.88,",45.82,,,,,,,,,,,,,,,,
926,2000,6.0,"0.093,267.63,","50.12,","40.97,",45.55,,,,,,,,,,,,,,,,
927,2000,7.0,"0.105,270.07,","51.79,","37.64,",44.71,,,,,,,,,,,,,,,,
928,2000,8.0,"0.115,272.19,","53.03,","36.48,",44.75,,,,,,,,,,,,,,,,
929,2000,9.0,"0.124,273.78,","53.38,","38.03,",45.71,,,,,,,,,,,,,,,,
930,2000,10.0,"0.130,275.14,","50.86,","40.49,",45.68,,,,,,,,,,,,,,,,
931,2000,11.0,"0.138,276.95,","48.63,","39.82,",44.23,,,,,,,,,,,,,,,,
932,2000,12.0,"0.148,278.61,","46.20,","43.12,",44.66,,,,,,,,,,,,,,,,
933,2000,13.0,"0.165,280.63,","45.18,","44.56,",44.87,,,,,,,,,,,,,,,,
934,2000,14.0,"0.190,282.90,","47.43,","43.74,",45.59,,,,,,,,,,,,,,,,
935,2000,15.0,"0.229,285.62,","54.83,","39.12,",46.97,,,,,,,,,,,,,,,,
936,2000,16.0,"0.280,287.98,","62.98,","35.95,",49.47,,,,,,,,,,,,,,,,
937,2000,17.0,"0.335,289.81,","70.54,","36.27,",53.41,,,,,,,,,,,,,,,,
938,2000,18.0,"0.390,291.01,","78.46,","39.75,",59.11,,,,,,,,,,,,,,,,
939,2000,19.0,"0.427,292.14,","79.81,","40.48,",60.15,,,,,,,,,,,,,,,,
940,2000,20.0,"0.452,293.36,","78.47,","37.65,",58.06,,,,,,,,,,,,,,,,
941,2000,21.0,"0.469,294.50,","75.12,","34.33,",54.73,,,,,,,,,,,,,,,,
942,2000,22.0,"0.475,295.45,","68.74,","30.26,",49.5,,,,,,,,,,,,,,,,
943,2000,23.0,"0.472,295.83,","61.50,","30.12,",45.81,,,,,,,,,,,,,,,,
944,2000,24.0,"0.473,295.92,","57.34,","30.09,",43.72,,,,,,,,,,,,,,,,
945,2000,25.0,"0.468,295.52,","50.79,","34.13,",42.46,,,,,,,,,,,,,,,,
946,2000,26.0,"0.460,294.95,","42.74,","42.51,",42.62,,,,,,,,,,,,,,,,
947,2000,27.0,"0.455,294.60,","37.76,","52.11,",44.94,,,,,,,,,,,,,,,,
948,2000,28.0,"0.453,294.38,","37.63,","58.55,",48.09,,,,,,,,,,,,,,,,
949,2000,29.0,"0.453,294.13,","41.01,","63.13,",52.07,,,,,,,,,,,,,,,,
950,2000,30.0,"0.450,294.19,","44.67,","61.79,",53.23,,,,,,,,,,,,,,,,
951,2000,31.0,"0.438,294.04,","41.48,","62.59,",52.04,,,,,,,,,,,,,,,,
952,2000,32.0,"0.427,293.70,","38.40,","65.85,",52.13,,,,,,,,,,,,,,,,
953,2000,33.0,"0.421,293.54,","37.91,","64.71,",51.31,,,,,,,,,,,,,,,,
954,2000,34.0,"0.411,292.86,","35.37,","68.23,",51.8,,,,,,,,,,,,,,,,
955,2000,35.0,"0.392,291.55,","32.95,","73.95,",53.45,,,,,,,,,,,,,,,,
956,2000,36.0,"0.372,290.17,","33.14,","73.55,",53.35,,,,,,,,,,,,,,,,
957,2000,37.0,"0.357,288.93,","35.83,","69.85,",52.84,,,,,,,,,,,,,,,,
958,2000,38.0,"0.336,287.57,","34.05,","69.11,",51.58,,,,,,,,,,,,,,,,
959,2000,39.0,"0.308,286.70,","28.92,","64.14,",46.53,,,,,,,,,,,,,,,,
960,2000,40.0,"0.276,286.33,","22.53,","58.01,",40.27,,,,,,,,,,,,,,,,
961,2000,41.0,"0.242,285.15,","17.56,","50.65,",34.11,,,,,,,,,,,,,,,,
962,2000,42.0,"0.205,283.56,","13.84,","45.13,",29.48,,,,,,,,,,,,,,,,
963,2000,43.0,"0.174,282.18,","14.15,","35.57,",24.86,,,,,,,,,,,,,,,,
964,2000,44.0,"0.143,280.47,","14.17,","26.90,",20.54,,,,,,,,,,,,,,,,
965,2000,45.0,"0.120,278.70,","16.94,","20.72,",18.83,,,,,,,,,,,,,,,,
966,2000,46.0,"0.107,277.17,","22.87,","18.55,",20.71,,,,,,,,,,,,,,,,
967,2000,47.0,"0.096,275.73,","28.05,","17.81,",22.93,,,,,,,,,,,,,,,,
968,2000,48.0,"0.086,274.84,","32.85,","16.24,",24.54,,,,,,,,,,,,,,,,
969,2000,49.0,"0.081,273.66,","37.30,","15.78,",26.54,,,,,,,,,,,,,,,,
970,2000,50.0,"0.080,272.59,","43.69,","13.43,",28.56,,,,,,,,,,,,,,,,
971,2000,51.0,"0.079,270.91,","49.78,","14.48,",32.13,,,,,,,,,,,,,,,,
972,2000,52.0,"0.082,270.07,","55.50,","17.39,",36.45,,,,,,,,,,,,,,,,
973,2001,1.0,"0.079,269.42,","52.29,","21.19,",36.74,,,,,,,,,,,,,,,,
974,2001,2.0,"0.102,268.17,","66.48,","26.77,",46.63,,,,,,,,,,,,,,,,
975,2001,3.0,"0.099,268.18,","65.13,","28.49,",46.81,,,,,,,,,,,,,,,,
976,2001,4.0,"0.097,268.70,","59.26,","29.87,",44.56,,,,,,,,,,,,,,,,
977,2001,5.0,"0.093,268.81,","52.82,","31.67,",42.25,,,,,,,,,,,,,,,,
978,2001,6.0,"0.096,269.39,","50.23,","33.20,",41.72,,,,,,,,,,,,,,,,
979,2001,7.0,"0.103,270.41,","49.06,","34.30,",41.68,,,,,,,,,,,,,,,,
980,2001,8.0,"0.111,272.41,","50.15,","33.54,",41.85,,,,,,,,,,,,,,,,
981,2001,9.0,"0.122,274.65,","51.97,","33.46,",42.71,,,,,,,,,,,,,,,,
982,2001,10.0,"0.139,276.61,","55.17,","34.11,",44.64,,,,,,,,,,,,,,,,
983,2001,11.0,"0.165,279.48,","61.49,","29.11,",45.3,,,,,,,,,,,,,,,,
984,2001,12.0,"0.193,281.73,","66.41,","29.20,",47.81,,,,,,,,,,,,,,,,
985,2001,13.0,"0.220,284.24,","69.82,","27.09,",48.45,,,,,,,,,,,,,,,,
986,2001,14.0,"0.248,286.28,","72.91,","25.12,",49.01,,,,,,,,,,,,,,,,
987,2001,15.0,"0.272,287.56,","72.72,","26.52,",49.62,,,,,,,,,,,,,,,,
988,2001,16.0,"0.302,289.27,","71.68,","26.28,",48.98,,,,,,,,,,,,,,,,
989,2001,17.0,"0.337,290.48,","71.17,","30.56,",50.87,,,,,,,,,,,,,,,,
990,2001,18.0,"0.370,291.22,","70.86,","37.46,",54.16,,,,,,,,,,,,,,,,
991,2001,19.0,"0.402,292.03,","69.94,","41.03,",55.49,,,,,,,,,,,,,,,,
992,2001,20.0,"0.426,292.76,","67.88,","43.15,",55.52,,,,,,,,,,,,,,,,
993,2001,21.0,"0.439,292.69,","62.51,","52.47,",57.49,,,,,,,,,,,,,,,,
994,2001,22.0,"0.450,292.60,","58.30,","59.11,",58.7,,,,,,,,,,,,,,,,
995,2001,23.0,"0.453,292.33,","54.10,","65.69,",59.9,,,,,,,,,,,,,,,,
996,2001,24.0,"0.459,292.53,","52.92,","67.36,",60.14,,,,,,,,,,,,,,,,
997,2001,25.0,"0.469,293.08,","54.89,","63.52,",59.21,,,,,,,,,,,,,,,,
998,2001,26.0,"0.478,293.77,","57.57,","57.34,",57.45,,,,,,,,,,,,,,,,
999,2001,27.0,"0.487,294.48,","61.79,","53.40,",57.6,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.489,294.76,","64.19,","53.01,",58.6,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.491,294.93,","67.23,","51.93,",59.58,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.494,295.25,","72.37,","47.49,",59.93,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.489,295.22,","72.35,","46.23,",59.29,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.478,294.69,","68.84,","51.67,",60.26,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.469,294.37,","66.69,","52.35,",59.52,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.454,293.68,","61.88,","56.26,",59.07,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.434,292.39,","58.43,","62.73,",60.58,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.413,290.83,","56.75,","65.66,",61.21,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.401,289.58,","60.59,","62.53,",61.56,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.392,288.88,","64.29,","55.33,",59.81,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.380,287.68,","67.64,","54.16,",60.9,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.365,286.24,","70.90,","58.87,",64.88,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.352,284.57,","76.56,","57.43,",67.0,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.331,282.69,","79.59,","54.78,",67.18,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.299,280.06,","79.03,","55.15,",67.09,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.262,276.71,","76.49,","55.59,",66.04,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.220,273.14,","70.84,","54.24,",62.54,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.175,269.54,","61.02,","57.10,",59.06,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.136,265.97,","52.69,","62.99,",57.84,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.103,261.79,","42.28,","73.94,",58.11,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.085,257.96,","37.52,","82.47,",60.0,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.075,255.45,","36.61,","83.12,",59.87,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.070,253.67,","39.21,","81.06,",60.13,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.068,252.67,","41.70,","79.47,",60.59,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.069,252.92,","42.76,","77.81,",60.29,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.072,254.80,","45.15,","71.48,",58.32,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.084,258.63,","54.22,","58.62,",56.42,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.102,263.62,","65.44,","42.74,",54.09,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.125,268.48,","77.96,","28.67,",53.31,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.147,272.17,","85.43,","21.20,",53.32,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.168,275.15,","90.26,","17.57,",53.92,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.185,277.31,","92.27,","16.51,",54.39,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.202,279.42,","93.60,","16.01,",54.81,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.215,281.44,","93.07,","16.22,",54.64,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.231,283.51,","92.73,","13.62,",53.18,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.244,285.30,","90.33,","15.52,",52.93,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.250,286.04,","84.62,","20.58,",52.6,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.257,286.77,","77.69,","24.18,",50.93,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.270,287.62,","72.38,","27.18,",49.78,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.294,288.64,","69.21,","31.36,",50.29,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.332,290.20,","69.99,","32.65,",51.32,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.379,291.63,","74.65,","33.30,",53.98,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.410,292.51,","73.92,","36.12,",55.02,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.434,292.85,","71.90,","42.39,",57.14,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.447,292.73,","66.63,","52.44,",59.53,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.459,293.12,","62.78,","54.25,",58.52,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.472,293.53,","63.59,","53.99,",58.79,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.486,294.18,","67.08,","49.84,",58.46,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.495,294.91,","69.09,","42.02,",55.55,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.492,295.17,","63.57,","40.26,",51.91,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.485,295.32,","56.78,","43.28,",50.03,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.477,295.16,","52.39,","48.75,",50.57,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.466,294.78,","48.43,","54.93,",51.68,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.455,294.04,","46.75,","63.83,",55.29,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.448,293.65,","46.04,","67.51,",56.77,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.439,293.23,","44.28,","71.77,",58.03,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.432,292.71,","43.41,","75.65,",59.53,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.424,292.42,","42.68,","74.24,",58.46,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.405,291.28,","39.63,","77.74,",58.68,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.381,289.76,","37.39,","78.63,",58.01,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.352,287.44,","33.40,","84.65,",59.03,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.326,284.79,","29.59,","95.54,",62.56,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.305,283.03,","27.59,","99.11,",63.35,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.297,282.64,","33.43,","97.95,",65.69,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.281,281.35,","37.44,","94.15,",65.8,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.254,279.58,","38.27,","88.09,",63.18,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.218,277.31,","35.71,","79.39,",57.55,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.180,275.05,","32.31,","67.77,",50.04,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.151,272.96,","32.36,","55.33,",43.85,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.133,270.84,","35.59,","50.55,",43.07,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.124,268.99,","43.00,","49.08,",46.04,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.114,267.28,","47.78,","49.81,",48.8,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.105,265.48,","50.18,","50.77,",50.48,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.093,263.22,","50.78,","52.54,",51.66,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.083,260.97,","51.27,","55.48,",53.38,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.077,260.32,","50.70,","55.65,",53.18,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.076,260.49,","49.79,","55.95,",52.87,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.071,260.04,","44.33,","58.37,",51.35,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.065,259.78,","38.46,","60.83,",49.65,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.061,259.46,","32.77,","62.95,",47.86,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.058,259.48,","28.08,","64.15,",46.12,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.058,259.66,","24.97,","66.56,",45.77,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.057,260.27,","21.66,","69.49,",45.57,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.056,261.35,","18.95,","72.91,",45.93,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.060,263.53,","19.36,","73.13,",46.24,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.070,266.19,","20.63,","71.43,",46.03,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.086,269.01,","24.10,","69.01,",46.56,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.109,272.31,","27.75,","67.91,",47.83,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.136,276.07,","31.66,","64.97,",48.32,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.167,279.70,","36.96,","61.66,",49.31,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.201,283.60,","42.39,","53.42,",47.91,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.237,287.54,","45.20,","39.91,",42.55,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.282,290.69,","49.36,","28.80,",39.08,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.334,293.25,","56.34,","19.73,",38.04,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.379,295.37,","60.19,","12.63,",36.41,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.413,296.75,","61.28,","9.82,",35.55,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.438,297.36,","59.83,","10.69,",35.26,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.460,297.78,","59.38,","11.31,",35.34,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.473,297.95,","59.69,","12.66,",36.18,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.480,297.70,","59.10,","14.63,",36.87,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.479,297.15,","55.33,","17.85,",36.59,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.475,296.35,","50.90,","25.77,",38.34,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.475,295.80,","49.67,","36.15,",42.91,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.479,295.62,","53.84,","41.47,",47.66,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.484,295.37,","61.07,","46.25,",53.66,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.486,295.08,","67.28,","49.94,",58.61,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.487,294.96,","71.09,","50.06,",60.58,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.485,294.74,","72.73,","51.75,",62.24,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.476,294.36,","70.82,","53.76,",62.29,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.464,293.65,","67.92,","57.95,",62.94,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.451,293.00,","67.85,","55.92,",61.88,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.434,292.22,","67.27,","50.59,",58.93,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.412,290.98,","65.11,","48.47,",56.79,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.385,289.39,","59.63,","50.43,",55.03,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.355,287.40,","52.85,","56.95,",54.9,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.321,285.04,","45.63,","70.85,",58.24,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.287,282.74,","40.35,","76.33,",58.34,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.258,280.44,","39.60,","78.04,",58.82,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.233,278.82,","42.84,","66.72,",54.78,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.212,277.86,","48.32,","47.35,",47.83,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.192,276.87,","52.72,","32.33,",42.52,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.171,275.10,","54.23,","29.60,",41.92,,,,,,,,,,,,,,,,
