,Mean,data,for,UKR,Province=,1:,"Cherkasy,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.446,295.44,","59.48,","68.84,",64.16,,,,,,,,,,,,,,,,
844,1998,28.0,"0.447,296.04,","64.28,","64.91,",64.59,,,,,,,,,,,,,,,,
845,1998,29.0,"0.449,296.85,","69.57,","58.75,",64.16,,,,,,,,,,,,,,,,
846,1998,30.0,"0.449,297.25,","73.94,","56.29,",65.12,,,,,,,,,,,,,,,,
847,1998,31.0,"0.438,297.12,","72.48,","57.37,",64.92,,,,,,,,,,,,,,,,
848,1998,32.0,"0.424,296.66,","70.52,","59.12,",64.82,,,,,,,,,,,,,,,,
849,1998,33.0,"0.409,295.71,","68.90,","63.29,",66.09,,,,,,,,,,,,,,,,
850,1998,34.0,"0.397,294.83,","68.82,","65.09,",66.96,,,,,,,,,,,,,,,,
851,1998,35.0,"0.389,294.45,","73.62,","56.98,",65.3,,,,,,,,,,,,,,,,
852,1998,36.0,"0.372,293.41,","75.52,","53.38,",64.45,,,,,,,,,,,,,,,,
853,1998,37.0,"0.354,292.02,","77.86,","52.44,",65.15,,,,,,,,,,,,,,,,
854,1998,38.0,"0.337,290.51,","79.99,","52.49,",66.24,,,,,,,,,,,,,,,,
855,1998,39.0,"0.317,288.27,","80.81,","59.71,",70.26,,,,,,,,,,,,,,,,
856,1998,40.0,"0.293,285.65,","79.39,","67.98,",73.68,,,,,,,,,,,,,,,,
857,1998,41.0,"0.265,283.21,","77.72,","67.91,",72.81,,,,,,,,,,,,,,,,
858,1998,42.0,"0.237,280.78,","75.70,","63.73,",69.71,,,,,,,,,,,,,,,,
859,1998,43.0,"0.210,278.18,","74.45,","60.90,",67.67,,,,,,,,,,,,,,,,
860,1998,44.0,"0.176,274.45,","67.67,","61.47,",64.57,,,,,,,,,,,,,,,,
861,1998,45.0,"0.139,270.30,","56.11,","63.76,",59.94,,,,,,,,,,,,,,,,
862,1998,46.0,"0.101,265.13,","41.44,","74.36,",57.9,,,,,,,,,,,,,,,,
863,1998,47.0,"0.079,261.32,","35.37,","79.42,",57.39,,,,,,,,,,,,,,,,
864,1998,48.0,"0.066,259.25,","32.76,","79.09,",55.93,,,,,,,,,,,,,,,,
865,1998,49.0,"0.055,257.83,","27.75,","76.08,",51.91,,,,,,,,,,,,,,,,
866,1998,50.0,"0.048,256.63,","26.69,","71.86,",49.28,,,,,,,,,,,,,,,,
867,1998,51.0,"0.043,256.58,","27.03,","63.29,",45.16,,,,,,,,,,,,,,,,
868,1998,52.0,"0.039,256.60,","25.82,","57.20,",41.51,,,,,,,,,,,,,,,,
869,1999,1.0,"0.036,256.63,","24.75,","52.74,",38.74,,,,,,,,,,,,,,,,
870,1999,2.0,"0.036,256.57,","26.24,","52.62,",39.43,,,,,,,,,,,,,,,,
871,1999,3.0,"0.038,255.87,","29.57,","56.68,",43.12,,,,,,,,,,,,,,,,
872,1999,4.0,"0.040,254.36,","32.53,","63.80,",48.17,,,,,,,,,,,,,,,,
873,1999,5.0,"0.042,252.61,","33.79,","71.91,",52.85,,,,,,,,,,,,,,,,
874,1999,6.0,"0.046,253.00,","34.21,","75.11,",54.66,,,,,,,,,,,,,,,,
875,1999,7.0,"0.052,254.86,","34.80,","74.55,",54.68,,,,,,,,,,,,,,,,
876,1999,8.0,"0.058,257.38,","34.96,","72.90,",53.93,,,,,,,,,,,,,,,,
877,1999,9.0,"0.065,260.91,","36.00,","69.32,",52.66,,,,,,,,,,,,,,,,
878,1999,10.0,"0.078,265.32,","37.68,","64.63,",51.15,,,,,,,,,,,,,,,,
879,1999,11.0,"0.099,270.42,","42.30,","54.25,",48.28,,,,,,,,,,,,,,,,
880,1999,12.0,"0.126,276.14,","49.16,","43.19,",46.17,,,,,,,,,,,,,,,,
881,1999,13.0,"0.157,280.56,","56.78,","37.08,",46.93,,,,,,,,,,,,,,,,
882,1999,14.0,"0.189,283.84,","62.29,","33.82,",48.05,,,,,,,,,,,,,,,,
883,1999,15.0,"0.228,286.65,","67.47,","34.24,",50.86,,,,,,,,,,,,,,,,
884,1999,16.0,"0.269,289.37,","71.18,","34.89,",53.03,,,,,,,,,,,,,,,,
885,1999,17.0,"0.309,291.06,","74.43,","41.36,",57.89,,,,,,,,,,,,,,,,
886,1999,18.0,"0.351,292.13,","78.07,","51.84,",64.95,,,,,,,,,,,,,,,,
887,1999,19.0,"0.389,293.64,","80.36,","54.41,",67.39,,,,,,,,,,,,,,,,
888,1999,20.0,"0.425,295.06,","82.56,","50.38,",66.47,,,,,,,,,,,,,,,,
889,1999,21.0,"0.450,296.49,","84.33,","42.98,",63.66,,,,,,,,,,,,,,,,
890,1999,22.0,"0.466,297.65,","83.98,","36.21,",60.1,,,,,,,,,,,,,,,,
891,1999,23.0,"0.475,298.40,","82.45,","32.10,",57.28,,,,,,,,,,,,,,,,
892,1999,24.0,"0.477,299.13,","79.69,","28.20,",53.94,,,,,,,,,,,,,,,,
893,1999,25.0,"0.473,299.54,","75.63,","25.44,",50.54,,,,,,,,,,,,,,,,
894,1999,26.0,"0.464,299.52,","69.30,","25.48,",47.39,,,,,,,,,,,,,,,,
895,1999,27.0,"0.450,299.20,","62.44,","29.50,",45.97,,,,,,,,,,,,,,,,
896,1999,28.0,"0.437,299.03,","59.33,","32.54,",45.94,,,,,,,,,,,,,,,,
897,1999,29.0,"0.422,298.81,","55.40,","36.87,",46.13,,,,,,,,,,,,,,,,
898,1999,30.0,"0.405,298.39,","51.72,","43.51,",47.61,,,,,,,,,,,,,,,,
899,1999,31.0,"0.389,297.66,","47.70,","51.18,",49.44,,,,,,,,,,,,,,,,
900,1999,32.0,"0.378,296.91,","46.09,","55.96,",51.03,,,,,,,,,,,,,,,,
901,1999,33.0,"0.372,296.58,","48.33,","53.36,",50.84,,,,,,,,,,,,,,,,
902,1999,34.0,"0.366,296.22,","51.69,","48.87,",50.28,,,,,,,,,,,,,,,,
903,1999,35.0,"0.353,295.33,","54.40,","46.22,",50.31,,,,,,,,,,,,,,,,
904,1999,36.0,"0.338,294.63,","57.27,","37.70,",47.48,,,,,,,,,,,,,,,,
905,1999,37.0,"0.315,294.03,","57.17,","25.83,",41.5,,,,,,,,,,,,,,,,
906,1999,38.0,"0.283,292.88,","50.85,","20.24,",35.55,,,,,,,,,,,,,,,,
907,1999,39.0,"0.245,290.71,","39.85,","25.94,",32.9,,,,,,,,,,,,,,,,
908,1999,40.0,"0.208,287.67,","28.36,","39.77,",34.07,,,,,,,,,,,,,,,,
909,1999,41.0,"0.176,283.95,","21.90,","57.16,",39.53,,,,,,,,,,,,,,,,
910,1999,42.0,"0.150,281.14,","20.74,","58.93,",39.83,,,,,,,,,,,,,,,,
911,1999,43.0,"0.126,278.62,","20.86,","56.13,",38.5,,,,,,,,,,,,,,,,
912,1999,44.0,"0.105,275.47,","20.56,","52.32,",36.44,,,,,,,,,,,,,,,,
913,1999,45.0,"0.087,271.88,","18.95,","52.47,",35.71,,,,,,,,,,,,,,,,
914,1999,46.0,"0.068,269.00,","15.80,","51.67,",33.73,,,,,,,,,,,,,,,,
915,1999,47.0,"0.052,266.90,","11.55,","50.42,",30.99,,,,,,,,,,,,,,,,
916,1999,48.0,"0.043,264.62,","10.28,","53.43,",31.85,,,,,,,,,,,,,,,,
917,1999,49.0,"0.039,262.29,","11.67,","56.61,",34.14,,,,,,,,,,,,,,,,
918,1999,50.0,"0.035,260.83,","12.79,","54.85,",33.82,,,,,,,,,,,,,,,,
919,1999,51.0,"0.031,259.92,","13.86,","50.42,",32.14,,,,,,,,,,,,,,,,
920,1999,52.0,"0.029,258.48,","15.12,","50.41,",32.76,,,,,,,,,,,,,,,,
921,2000,1.0,"0.031,257.00,","20.04,","51.54,",35.79,,,,,,,,,,,,,,,,
922,2000,2.0,"0.032,256.27,","21.97,","53.81,",37.89,,,,,,,,,,,,,,,,
923,2000,3.0,"0.031,257.02,","22.44,","52.47,",37.46,,,,,,,,,,,,,,,,
924,2000,4.0,"0.031,258.20,","23.37,","49.86,",36.62,,,,,,,,,,,,,,,,
925,2000,5.0,"0.032,258.52,","23.87,","51.39,",37.63,,,,,,,,,,,,,,,,
926,2000,6.0,"0.033,259.28,","23.17,","53.81,",38.49,,,,,,,,,,,,,,,,
927,2000,7.0,"0.033,261.25,","20.14,","52.84,",36.49,,,,,,,,,,,,,,,,
928,2000,8.0,"0.036,263.58,","19.54,","51.37,",35.46,,,,,,,,,,,,,,,,
929,2000,9.0,"0.041,265.53,","21.12,","52.87,",36.99,,,,,,,,,,,,,,,,
930,2000,10.0,"0.049,267.48,","20.95,","56.47,",38.71,,,,,,,,,,,,,,,,
931,2000,11.0,"0.059,270.73,","20.73,","52.91,",36.82,,,,,,,,,,,,,,,,
932,2000,12.0,"0.071,274.70,","20.62,","48.94,",34.78,,,,,,,,,,,,,,,,
933,2000,13.0,"0.088,278.65,","22.13,","45.21,",33.67,,,,,,,,,,,,,,,,
934,2000,14.0,"0.113,282.68,","24.64,","39.42,",32.03,,,,,,,,,,,,,,,,
935,2000,15.0,"0.149,286.47,","29.80,","34.96,",32.38,,,,,,,,,,,,,,,,
936,2000,16.0,"0.198,289.49,","38.27,","33.68,",35.97,,,,,,,,,,,,,,,,
937,2000,17.0,"0.258,291.72,","50.76,","35.54,",43.15,,,,,,,,,,,,,,,,
938,2000,18.0,"0.309,292.81,","58.99,","45.14,",52.06,,,,,,,,,,,,,,,,
939,2000,19.0,"0.346,293.55,","59.33,","55.46,",57.4,,,,,,,,,,,,,,,,
940,2000,20.0,"0.377,294.45,","58.12,","56.94,",57.53,,,,,,,,,,,,,,,,
941,2000,21.0,"0.406,295.42,","59.33,","54.06,",56.7,,,,,,,,,,,,,,,,
942,2000,22.0,"0.427,296.12,","60.12,","51.46,",55.79,,,,,,,,,,,,,,,,
943,2000,23.0,"0.445,296.49,","62.91,","50.66,",56.79,,,,,,,,,,,,,,,,
944,2000,24.0,"0.460,296.74,","68.62,","51.26,",59.94,,,,,,,,,,,,,,,,
945,2000,25.0,"0.469,296.75,","72.46,","53.05,",62.76,,,,,,,,,,,,,,,,
946,2000,26.0,"0.467,296.44,","71.12,","56.96,",64.04,,,,,,,,,,,,,,,,
947,2000,27.0,"0.459,296.09,","67.91,","62.68,",65.3,,,,,,,,,,,,,,,,
948,2000,28.0,"0.447,295.54,","64.88,","70.67,",67.78,,,,,,,,,,,,,,,,
949,2000,29.0,"0.436,295.10,","63.15,","77.59,",70.37,,,,,,,,,,,,,,,,
950,2000,30.0,"0.428,295.01,","63.64,","79.89,",71.76,,,,,,,,,,,,,,,,
951,2000,31.0,"0.413,294.52,","60.02,","84.08,",72.05,,,,,,,,,,,,,,,,
952,2000,32.0,"0.393,293.85,","54.52,","87.42,",70.97,,,,,,,,,,,,,,,,
953,2000,33.0,"0.375,293.48,","51.56,","86.09,",68.82,,,,,,,,,,,,,,,,
954,2000,34.0,"0.348,292.66,","43.89,","87.58,",65.73,,,,,,,,,,,,,,,,
955,2000,35.0,"0.311,291.16,","33.97,","90.52,",62.24,,,,,,,,,,,,,,,,
956,2000,36.0,"0.278,289.62,","28.50,","90.87,",59.68,,,,,,,,,,,,,,,,
957,2000,37.0,"0.258,288.65,","29.63,","87.60,",58.62,,,,,,,,,,,,,,,,
958,2000,38.0,"0.247,288.41,","33.08,","77.23,",55.15,,,,,,,,,,,,,,,,
959,2000,39.0,"0.233,288.29,","34.13,","58.45,",46.29,,,,,,,,,,,,,,,,
960,2000,40.0,"0.215,287.99,","33.20,","35.06,",34.13,,,,,,,,,,,,,,,,
961,2000,41.0,"0.190,286.89,","31.17,","18.86,",25.02,,,,,,,,,,,,,,,,
962,2000,42.0,"0.161,285.31,","28.10,","12.22,",20.16,,,,,,,,,,,,,,,,
963,2000,43.0,"0.134,283.36,","26.63,","12.58,",19.6,,,,,,,,,,,,,,,,
964,2000,44.0,"0.101,280.84,","19.37,","9.91,",14.64,,,,,,,,,,,,,,,,
965,2000,45.0,"0.077,278.50,","14.21,","9.43,",11.82,,,,,,,,,,,,,,,,
966,2000,46.0,"0.064,276.98,","14.52,","7.10,",10.81,,,,,,,,,,,,,,,,
967,2000,47.0,"0.052,275.49,","14.50,","6.86,",10.68,,,,,,,,,,,,,,,,
968,2000,48.0,"0.044,274.00,","15.46,","9.14,",12.3,,,,,,,,,,,,,,,,
969,2000,49.0,"0.043,272.83,","17.49,","10.98,",14.24,,,,,,,,,,,,,,,,
970,2000,50.0,"0.041,271.43,","19.58,","11.85,",15.71,,,,,,,,,,,,,,,,
971,2000,51.0,"0.040,269.92,","22.75,","12.15,",17.45,,,,,,,,,,,,,,,,
972,2000,52.0,"0.045,268.62,","30.77,","14.04,",22.41,,,,,,,,,,,,,,,,
973,2001,1.0,"0.079,267.11,","65.29,","15.79,",40.54,,,,,,,,,,,,,,,,
974,2001,2.0,"0.090,265.40,","75.76,","20.80,",48.28,,,,,,,,,,,,,,,,
975,2001,3.0,"0.084,264.23,","73.65,","25.80,",49.73,,,,,,,,,,,,,,,,
976,2001,4.0,"0.081,264.38,","70.70,","27.31,",49.01,,,,,,,,,,,,,,,,
977,2001,5.0,"0.079,264.89,","65.66,","29.12,",47.39,,,,,,,,,,,,,,,,
978,2001,6.0,"0.084,266.05,","64.09,","30.85,",47.47,,,,,,,,,,,,,,,,
979,2001,7.0,"0.089,267.57,","61.06,","31.50,",46.28,,,,,,,,,,,,,,,,
980,2001,8.0,"0.098,270.30,","60.77,","28.62,",44.7,,,,,,,,,,,,,,,,
981,2001,9.0,"0.112,273.15,","63.32,","26.66,",44.99,,,,,,,,,,,,,,,,
982,2001,10.0,"0.134,276.50,","68.32,","23.84,",46.08,,,,,,,,,,,,,,,,
983,2001,11.0,"0.162,279.60,","76.07,","18.75,",47.41,,,,,,,,,,,,,,,,
984,2001,12.0,"0.184,282.27,","78.74,","19.04,",48.89,,,,,,,,,,,,,,,,
985,2001,13.0,"0.205,284.81,","81.24,","19.02,",50.13,,,,,,,,,,,,,,,,
986,2001,14.0,"0.229,286.67,","81.73,","19.97,",50.85,,,,,,,,,,,,,,,,
987,2001,15.0,"0.250,287.96,","77.96,","26.57,",52.27,,,,,,,,,,,,,,,,
988,2001,16.0,"0.279,289.63,","75.59,","33.47,",54.53,,,,,,,,,,,,,,,,
989,2001,17.0,"0.317,291.21,","76.81,","40.59,",58.7,,,,,,,,,,,,,,,,
990,2001,18.0,"0.360,291.87,","80.82,","54.72,",67.77,,,,,,,,,,,,,,,,
991,2001,19.0,"0.402,292.26,","84.04,","68.68,",76.36,,,,,,,,,,,,,,,,
992,2001,20.0,"0.430,292.63,","85.06,","75.46,",80.26,,,,,,,,,,,,,,,,
993,2001,21.0,"0.447,292.64,","82.29,","81.57,",81.93,,,,,,,,,,,,,,,,
994,2001,22.0,"0.456,292.38,","77.48,","86.70,",82.09,,,,,,,,,,,,,,,,
995,2001,23.0,"0.459,292.35,","72.61,","88.68,",80.65,,,,,,,,,,,,,,,,
996,2001,24.0,"0.464,292.91,","71.80,","86.46,",79.13,,,,,,,,,,,,,,,,
997,2001,25.0,"0.466,293.69,","71.22,","82.26,",76.74,,,,,,,,,,,,,,,,
998,2001,26.0,"0.466,294.72,","70.71,","73.81,",72.26,,,,,,,,,,,,,,,,
999,2001,27.0,"0.465,296.12,","71.05,","61.79,",66.42,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.456,297.12,","69.89,","53.30,",61.6,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.447,297.74,","68.34,","48.78,",58.56,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.434,298.20,","66.12,","45.95,",56.03,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.419,298.35,","62.03,","44.17,",53.1,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.397,297.87,","55.91,","46.10,",51.01,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.375,297.20,","50.16,","46.86,",48.51,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.353,296.45,","45.32,","46.16,",45.74,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.329,295.15,","42.26,","48.38,",45.32,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.311,293.82,","43.69,","47.95,",45.82,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.294,292.29,","46.29,","48.92,",47.61,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.278,291.13,","48.35,","44.09,",46.22,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.266,290.05,","52.03,","35.17,",43.6,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.250,287.74,","53.83,","39.08,",46.46,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.232,284.82,","57.38,","45.81,",51.6,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.215,282.34,","61.76,","44.57,",53.16,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.192,279.29,","63.18,","50.09,",56.64,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.166,275.50,","61.05,","52.78,",56.91,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.134,270.98,","52.92,","59.05,",55.99,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.106,266.94,","45.33,","63.78,",54.56,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.087,263.83,","41.68,","66.58,",54.13,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.070,260.15,","35.57,","74.58,",55.07,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.060,257.13,","31.67,","78.49,",55.08,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.052,255.36,","29.17,","76.41,",52.79,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.048,254.77,","30.78,","69.97,",50.38,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.049,254.61,","34.77,","64.04,",49.41,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.046,253.92,","34.64,","61.95,",48.3,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.045,254.85,","34.80,","58.32,",46.56,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.052,258.42,","42.09,","46.38,",44.23,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.061,261.71,","51.30,","35.82,",43.56,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.072,264.68,","59.19,","28.45,",43.82,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.085,267.63,","64.30,","24.14,",44.22,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.103,271.41,","70.12,","17.88,",44.0,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.120,274.51,","74.92,","13.84,",44.38,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.136,277.41,","77.30,","11.61,",44.45,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.147,279.86,","75.59,","11.35,",43.47,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.162,282.66,","75.56,","6.75,",41.16,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.176,285.23,","74.60,","7.20,",40.9,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.191,287.42,","73.99,","7.81,",40.9,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.205,288.63,","70.54,","10.12,",40.33,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.224,290.29,","66.30,","12.08,",39.19,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.249,291.92,","62.89,","16.20,",39.55,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.286,292.98,","64.54,","24.40,",44.47,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.332,293.70,","69.74,","36.15,",52.95,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.376,294.42,","74.01,","46.21,",60.11,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.410,295.02,","74.75,","51.39,",63.07,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.433,295.29,","74.66,","55.97,",65.31,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.450,295.62,","74.10,","56.72,",65.41,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.462,295.84,","74.21,","57.03,",65.62,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.468,296.12,","73.67,","57.10,",65.38,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.472,296.92,","74.40,","51.26,",62.83,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.467,297.58,","71.03,","45.32,",58.18,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.457,298.16,","66.26,","40.68,",53.47,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.439,298.63,","60.20,","37.14,",48.67,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.419,298.68,","53.23,","38.64,",45.94,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.403,298.47,","50.83,","43.06,",46.95,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.391,298.23,","48.92,","45.62,",47.27,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.381,297.85,","48.40,","46.52,",47.46,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.370,297.43,","48.73,","44.52,",46.62,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.348,296.51,","43.56,","45.63,",44.59,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.322,295.09,","38.53,","48.81,",43.67,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.297,293.46,","36.14,","51.73,",43.93,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.274,290.75,","35.83,","68.41,",52.12,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.255,288.14,","36.11,","83.58,",59.85,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.235,286.07,","34.61,","88.63,",61.62,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.221,284.52,","36.87,","82.43,",59.65,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.205,282.57,","40.21,","75.68,",57.95,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.186,280.06,","43.64,","71.57,",57.6,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.167,277.50,","46.73,","67.04,",56.89,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.149,275.15,","49.45,","55.27,",52.36,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.135,272.70,","52.97,","47.44,",50.2,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.125,270.20,","59.58,","45.14,",52.36,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.113,267.33,","63.78,","48.42,",56.1,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.105,265.15,","67.45,","51.05,",59.25,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.101,264.37,","72.04,","47.73,",59.88,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.096,263.10,","74.99,","45.67,",60.33,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.090,261.24,","74.82,","45.30,",60.06,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.080,259.97,","67.66,","44.97,",56.31,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.067,259.33,","56.31,","43.20,",49.76,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.054,258.22,","44.68,","46.76,",45.72,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.047,257.13,","37.67,","52.14,",44.91,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.042,256.16,","32.82,","57.22,",45.02,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.037,255.98,","27.79,","60.08,",43.94,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.034,255.97,","23.25,","64.69,",43.97,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.034,256.30,","21.00,","69.06,",45.03,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.033,256.66,","18.01,","74.32,",46.16,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.034,258.18,","16.69,","77.41,",47.05,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.042,261.16,","17.20,","78.12,",47.66,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.056,264.75,","19.24,","74.62,",46.93,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.075,269.06,","22.65,","70.21,",46.43,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.097,273.82,","26.52,","65.75,",46.14,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.124,278.63,","30.29,","59.72,",45.01,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.154,282.88,","32.48,","57.55,",45.01,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.186,286.82,","32.90,","54.16,",43.53,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.222,290.64,","34.66,","45.43,",40.05,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.262,294.32,","37.60,","30.68,",34.14,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.303,297.15,","39.04,","19.83,",29.44,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.345,299.05,","42.51,","13.76,",28.14,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.377,299.82,","43.50,","13.74,",28.62,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.401,300.00,","43.95,","16.59,",30.27,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.421,299.93,","46.83,","19.85,",33.34,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.431,299.22,","48.98,","28.58,",38.78,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.436,298.34,","51.40,","37.91,",44.66,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.439,297.42,","53.60,","47.28,",50.44,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.441,296.98,","56.72,","53.22,",54.97,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.442,296.89,","61.86,","55.95,",58.9,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.441,296.80,","65.29,","59.15,",62.22,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.436,296.78,","66.69,","61.18,",63.94,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.428,296.78,","66.27,","61.02,",63.65,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.412,296.69,","62.99,","58.91,",60.95,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.393,296.45,","59.12,","55.20,",57.16,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.369,295.28,","53.27,","59.88,",56.58,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.348,294.30,","51.85,","58.54,",55.19,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.331,293.77,","53.60,","48.86,",51.23,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.309,292.59,","54.35,","45.26,",49.8,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.281,290.86,","49.93,","47.78,",48.86,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.251,288.44,","42.88,","56.56,",49.72,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.216,285.15,","33.36,","71.83,",52.6,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.186,281.98,","28.59,","80.07,",54.33,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.162,279.27,","28.58,","78.86,",53.72,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.141,277.16,","30.95,","69.93,",50.44,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.123,275.37,","32.86,","53.28,",43.07,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.104,273.76,","31.08,","40.30,",35.69,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.086,271.41,","29.22,","38.19,",33.71,,,,,,,,,,,,,,,,
