,Mean,data,for,UKR,Province=,9:,"Kherson,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
843,1998,27.0,"0.357,301.58,","81.23,","63.26,",72.25,,,,,,,,,,,,,,,,
844,1998,28.0,"0.348,302.46,","78.18,","56.59,",67.39,,,,,,,,,,,,,,,,
845,1998,29.0,"0.337,303.39,","75.65,","49.45,",62.55,,,,,,,,,,,,,,,,
846,1998,30.0,"0.326,303.99,","74.59,","43.62,",59.1,,,,,,,,,,,,,,,,
847,1998,31.0,"0.312,304.30,","73.25,","39.62,",56.44,,,,,,,,,,,,,,,,
848,1998,32.0,"0.296,304.00,","71.14,","39.08,",55.11,,,,,,,,,,,,,,,,
849,1998,33.0,"0.282,303.21,","68.45,","42.06,",55.25,,,,,,,,,,,,,,,,
850,1998,34.0,"0.271,302.30,","65.72,","44.79,",55.26,,,,,,,,,,,,,,,,
851,1998,35.0,"0.259,301.52,","62.64,","42.22,",52.43,,,,,,,,,,,,,,,,
852,1998,36.0,"0.243,300.39,","58.46,","36.53,",47.49,,,,,,,,,,,,,,,,
853,1998,37.0,"0.226,298.78,","53.79,","34.50,",44.14,,,,,,,,,,,,,,,,
854,1998,38.0,"0.211,296.93,","50.94,","35.82,",43.38,,,,,,,,,,,,,,,,
855,1998,39.0,"0.195,294.67,","48.28,","39.80,",44.04,,,,,,,,,,,,,,,,
856,1998,40.0,"0.178,291.93,","44.23,","45.11,",44.67,,,,,,,,,,,,,,,,
857,1998,41.0,"0.163,289.30,","41.14,","44.98,",43.06,,,,,,,,,,,,,,,,
858,1998,42.0,"0.149,286.39,","38.67,","45.09,",41.88,,,,,,,,,,,,,,,,
859,1998,43.0,"0.137,283.43,","37.66,","46.69,",42.18,,,,,,,,,,,,,,,,
860,1998,44.0,"0.122,280.41,","34.50,","44.15,",39.33,,,,,,,,,,,,,,,,
861,1998,45.0,"0.105,276.85,","30.29,","49.27,",39.78,,,,,,,,,,,,,,,,
862,1998,46.0,"0.089,272.39,","26.03,","60.11,",43.07,,,,,,,,,,,,,,,,
863,1998,47.0,"0.078,268.66,","23.42,","67.87,",45.65,,,,,,,,,,,,,,,,
864,1998,48.0,"0.070,266.55,","22.53,","66.15,",44.34,,,,,,,,,,,,,,,,
865,1998,49.0,"0.063,265.68,","22.16,","59.34,",40.75,,,,,,,,,,,,,,,,
866,1998,50.0,"0.060,265.28,","23.35,","52.57,",37.96,,,,,,,,,,,,,,,,
867,1998,51.0,"0.060,265.80,","25.79,","43.57,",34.68,,,,,,,,,,,,,,,,
868,1998,52.0,"0.057,266.15,","25.83,","38.23,",32.03,,,,,,,,,,,,,,,,
869,1999,1.0,"0.057,266.67,","27.36,","35.04,",31.2,,,,,,,,,,,,,,,,
870,1999,2.0,"0.059,267.33,","31.19,","31.13,",31.16,,,,,,,,,,,,,,,,
871,1999,3.0,"0.063,268.28,","34.89,","28.17,",31.53,,,,,,,,,,,,,,,,
872,1999,4.0,"0.069,269.41,","38.81,","26.43,",32.62,,,,,,,,,,,,,,,,
873,1999,5.0,"0.077,270.97,","43.28,","23.38,",33.33,,,,,,,,,,,,,,,,
874,1999,6.0,"0.086,273.13,","47.01,","20.96,",33.98,,,,,,,,,,,,,,,,
875,1999,7.0,"0.096,274.68,","48.44,","22.52,",35.48,,,,,,,,,,,,,,,,
876,1999,8.0,"0.099,275.59,","45.15,","26.95,",36.05,,,,,,,,,,,,,,,,
877,1999,9.0,"0.102,276.57,","42.29,","31.82,",37.05,,,,,,,,,,,,,,,,
878,1999,10.0,"0.111,277.72,","41.03,","36.71,",38.87,,,,,,,,,,,,,,,,
879,1999,11.0,"0.125,279.64,","42.96,","37.36,",40.16,,,,,,,,,,,,,,,,
880,1999,12.0,"0.148,282.22,","48.01,","36.36,",42.19,,,,,,,,,,,,,,,,
881,1999,13.0,"0.178,285.05,","54.65,","34.97,",44.81,,,,,,,,,,,,,,,,
882,1999,14.0,"0.215,287.39,","62.62,","35.87,",49.24,,,,,,,,,,,,,,,,
883,1999,15.0,"0.258,289.59,","71.41,","37.76,",54.59,,,,,,,,,,,,,,,,
884,1999,16.0,"0.293,291.38,","75.91,","42.81,",59.36,,,,,,,,,,,,,,,,
885,1999,17.0,"0.323,292.43,","78.06,","56.29,",67.18,,,,,,,,,,,,,,,,
886,1999,18.0,"0.348,293.53,","79.74,","63.97,",71.85,,,,,,,,,,,,,,,,
887,1999,19.0,"0.368,294.85,","81.34,","70.85,",76.09,,,,,,,,,,,,,,,,
888,1999,20.0,"0.384,296.13,","82.63,","71.62,",77.12,,,,,,,,,,,,,,,,
889,1999,21.0,"0.389,297.57,","84.01,","66.73,",75.37,,,,,,,,,,,,,,,,
890,1999,22.0,"0.387,299.06,","83.98,","59.96,",71.97,,,,,,,,,,,,,,,,
891,1999,23.0,"0.379,300.30,","83.10,","53.38,",68.24,,,,,,,,,,,,,,,,
892,1999,24.0,"0.366,301.19,","79.75,","50.49,",65.12,,,,,,,,,,,,,,,,
893,1999,25.0,"0.350,301.84,","74.18,","51.38,",62.78,,,,,,,,,,,,,,,,
894,1999,26.0,"0.329,302.40,","66.17,","51.58,",58.88,,,,,,,,,,,,,,,,
895,1999,27.0,"0.310,302.43,","58.55,","54.57,",56.56,,,,,,,,,,,,,,,,
896,1999,28.0,"0.295,302.44,","54.20,","55.06,",54.63,,,,,,,,,,,,,,,,
897,1999,29.0,"0.282,302.41,","51.38,","55.58,",53.48,,,,,,,,,,,,,,,,
898,1999,30.0,"0.273,302.46,","50.92,","54.27,",52.6,,,,,,,,,,,,,,,,
899,1999,31.0,"0.265,302.06,","51.57,","55.91,",53.74,,,,,,,,,,,,,,,,
900,1999,32.0,"0.257,301.35,","52.15,","59.02,",55.58,,,,,,,,,,,,,,,,
901,1999,33.0,"0.251,300.61,","53.06,","62.35,",57.71,,,,,,,,,,,,,,,,
902,1999,34.0,"0.252,299.86,","56.07,","64.86,",60.47,,,,,,,,,,,,,,,,
903,1999,35.0,"0.249,298.87,","57.58,","65.42,",61.5,,,,,,,,,,,,,,,,
904,1999,36.0,"0.243,298.04,","58.00,","57.49,",57.75,,,,,,,,,,,,,,,,
905,1999,37.0,"0.233,297.18,","56.87,","49.29,",53.08,,,,,,,,,,,,,,,,
906,1999,38.0,"0.219,296.16,","55.56,","43.19,",49.38,,,,,,,,,,,,,,,,
907,1999,39.0,"0.199,294.48,","50.39,","41.48,",45.94,,,,,,,,,,,,,,,,
908,1999,40.0,"0.174,291.82,","41.53,","45.88,",43.71,,,,,,,,,,,,,,,,
909,1999,41.0,"0.151,288.43,","34.39,","53.09,",43.74,,,,,,,,,,,,,,,,
910,1999,42.0,"0.136,285.24,","31.37,","55.37,",43.37,,,,,,,,,,,,,,,,
911,1999,43.0,"0.122,282.14,","29.91,","57.09,",43.5,,,,,,,,,,,,,,,,
912,1999,44.0,"0.108,279.25,","27.22,","52.06,",39.64,,,,,,,,,,,,,,,,
913,1999,45.0,"0.092,276.16,","23.61,","53.25,",38.43,,,,,,,,,,,,,,,,
914,1999,46.0,"0.075,273.08,","18.46,","56.30,",37.38,,,,,,,,,,,,,,,,
915,1999,47.0,"0.061,269.24,","14.00,","64.89,",39.44,,,,,,,,,,,,,,,,
916,1999,48.0,"0.053,265.70,","12.44,","70.02,",41.23,,,,,,,,,,,,,,,,
917,1999,49.0,"0.048,263.11,","12.37,","70.46,",41.41,,,,,,,,,,,,,,,,
918,1999,50.0,"0.045,262.03,","12.57,","66.15,",39.36,,,,,,,,,,,,,,,,
919,1999,51.0,"0.043,261.44,","13.75,","60.86,",37.3,,,,,,,,,,,,,,,,
920,1999,52.0,"0.042,261.52,","14.21,","55.63,",34.92,,,,,,,,,,,,,,,,
921,2000,1.0,"0.042,261.68,","16.39,","53.54,",34.96,,,,,,,,,,,,,,,,
922,2000,2.0,"0.043,262.64,","19.61,","48.53,",34.07,,,,,,,,,,,,,,,,
923,2000,3.0,"0.046,263.82,","22.66,","43.96,",33.31,,,,,,,,,,,,,,,,
924,2000,4.0,"0.048,265.11,","24.81,","41.09,",32.95,,,,,,,,,,,,,,,,
925,2000,5.0,"0.052,266.89,","26.59,","37.15,",31.87,,,,,,,,,,,,,,,,
926,2000,6.0,"0.055,268.67,","26.80,","36.49,",31.65,,,,,,,,,,,,,,,,
927,2000,7.0,"0.059,270.73,","26.71,","36.58,",31.64,,,,,,,,,,,,,,,,
928,2000,8.0,"0.065,272.34,","26.67,","38.44,",32.56,,,,,,,,,,,,,,,,
929,2000,9.0,"0.072,273.87,","27.22,","41.57,",34.4,,,,,,,,,,,,,,,,
930,2000,10.0,"0.082,275.57,","27.44,","44.44,",35.94,,,,,,,,,,,,,,,,
931,2000,11.0,"0.095,277.92,","29.81,","43.73,",36.77,,,,,,,,,,,,,,,,
932,2000,12.0,"0.112,280.38,","33.01,","43.70,",38.35,,,,,,,,,,,,,,,,
933,2000,13.0,"0.134,283.53,","37.07,","41.37,",39.22,,,,,,,,,,,,,,,,
934,2000,14.0,"0.163,286.67,","42.57,","39.00,",40.79,,,,,,,,,,,,,,,,
935,2000,15.0,"0.195,289.86,","48.16,","35.99,",42.07,,,,,,,,,,,,,,,,
936,2000,16.0,"0.232,292.43,","53.19,","35.81,",44.5,,,,,,,,,,,,,,,,
937,2000,17.0,"0.269,293.95,","57.69,","44.45,",51.07,,,,,,,,,,,,,,,,
938,2000,18.0,"0.298,294.71,","60.38,","55.15,",57.77,,,,,,,,,,,,,,,,
939,2000,19.0,"0.316,295.42,","59.15,","67.96,",63.56,,,,,,,,,,,,,,,,
940,2000,20.0,"0.329,296.56,","57.53,","69.97,",63.75,,,,,,,,,,,,,,,,
941,2000,21.0,"0.333,297.59,","56.22,","68.51,",62.37,,,,,,,,,,,,,,,,
942,2000,22.0,"0.331,298.58,","53.89,","65.95,",59.92,,,,,,,,,,,,,,,,
943,2000,23.0,"0.320,299.13,","50.56,","65.12,",57.84,,,,,,,,,,,,,,,,
944,2000,24.0,"0.310,299.70,","48.46,","65.17,",56.81,,,,,,,,,,,,,,,,
945,2000,25.0,"0.296,300.23,","44.56,","67.12,",55.84,,,,,,,,,,,,,,,,
946,2000,26.0,"0.282,300.51,","40.51,","69.33,",54.92,,,,,,,,,,,,,,,,
947,2000,27.0,"0.268,300.81,","36.97,","69.33,",53.15,,,,,,,,,,,,,,,,
948,2000,28.0,"0.254,301.07,","34.16,","67.23,",50.7,,,,,,,,,,,,,,,,
949,2000,29.0,"0.241,301.38,","31.97,","64.92,",48.45,,,,,,,,,,,,,,,,
950,2000,30.0,"0.232,301.94,","31.74,","59.25,",45.5,,,,,,,,,,,,,,,,
951,2000,31.0,"0.219,301.99,","30.38,","56.85,",43.61,,,,,,,,,,,,,,,,
952,2000,32.0,"0.205,301.72,","27.87,","56.08,",41.97,,,,,,,,,,,,,,,,
953,2000,33.0,"0.197,301.44,","26.93,","55.16,",41.05,,,,,,,,,,,,,,,,
954,2000,34.0,"0.189,300.27,","25.91,","60.46,",43.18,,,,,,,,,,,,,,,,
955,2000,35.0,"0.186,298.28,","26.78,","69.71,",48.24,,,,,,,,,,,,,,,,
956,2000,36.0,"0.187,296.36,","29.98,","72.39,",51.19,,,,,,,,,,,,,,,,
957,2000,37.0,"0.192,294.99,","36.34,","69.99,",53.17,,,,,,,,,,,,,,,,
958,2000,38.0,"0.202,293.99,","46.51,","65.13,",55.82,,,,,,,,,,,,,,,,
959,2000,39.0,"0.209,292.77,","55.38,","59.16,",57.27,,,,,,,,,,,,,,,,
960,2000,40.0,"0.211,291.64,","60.37,","47.30,",53.83,,,,,,,,,,,,,,,,
961,2000,41.0,"0.203,289.95,","59.65,","37.76,",48.71,,,,,,,,,,,,,,,,
962,2000,42.0,"0.186,287.16,","54.81,","37.54,",46.18,,,,,,,,,,,,,,,,
963,2000,43.0,"0.162,284.05,","47.84,","41.73,",44.78,,,,,,,,,,,,,,,,
964,2000,44.0,"0.132,281.08,","37.77,","39.01,",38.39,,,,,,,,,,,,,,,,
965,2000,45.0,"0.103,278.78,","27.94,","37.17,",32.55,,,,,,,,,,,,,,,,
966,2000,46.0,"0.080,276.40,","21.13,","38.49,",29.81,,,,,,,,,,,,,,,,
967,2000,47.0,"0.063,274.88,","16.16,","36.95,",26.55,,,,,,,,,,,,,,,,
968,2000,48.0,"0.054,274.69,","14.90,","28.38,",21.64,,,,,,,,,,,,,,,,
969,2000,49.0,"0.049,274.22,","15.27,","22.53,",18.9,,,,,,,,,,,,,,,,
970,2000,50.0,"0.046,273.64,","15.61,","18.19,",16.9,,,,,,,,,,,,,,,,
971,2000,51.0,"0.046,273.26,","17.47,","14.77,",16.12,,,,,,,,,,,,,,,,
972,2000,52.0,"0.056,272.80,","23.99,","13.85,",18.92,,,,,,,,,,,,,,,,
973,2001,1.0,"0.070,272.33,","35.78,","14.22,",25.0,,,,,,,,,,,,,,,,
974,2001,2.0,"0.086,271.99,","49.16,","13.74,",31.45,,,,,,,,,,,,,,,,
975,2001,3.0,"0.107,272.11,","64.04,","14.03,",39.04,,,,,,,,,,,,,,,,
976,2001,4.0,"0.123,272.73,","72.95,","14.36,",43.65,,,,,,,,,,,,,,,,
977,2001,5.0,"0.134,273.43,","77.35,","14.43,",45.89,,,,,,,,,,,,,,,,
978,2001,6.0,"0.145,274.42,","79.07,","16.19,",47.63,,,,,,,,,,,,,,,,
979,2001,7.0,"0.156,275.15,","79.26,","20.92,",50.09,,,,,,,,,,,,,,,,
980,2001,8.0,"0.170,277.07,","79.82,","21.70,",50.76,,,,,,,,,,,,,,,,
981,2001,9.0,"0.186,279.56,","80.55,","20.64,",50.59,,,,,,,,,,,,,,,,
982,2001,10.0,"0.203,281.66,","80.76,","21.41,",51.09,,,,,,,,,,,,,,,,
983,2001,11.0,"0.221,283.64,","81.77,","20.58,",51.17,,,,,,,,,,,,,,,,
984,2001,12.0,"0.238,285.61,","82.44,","21.04,",51.74,,,,,,,,,,,,,,,,
985,2001,13.0,"0.258,287.41,","83.74,","23.93,",53.83,,,,,,,,,,,,,,,,
986,2001,14.0,"0.278,288.81,","84.21,","28.88,",56.55,,,,,,,,,,,,,,,,
987,2001,15.0,"0.296,290.21,","83.75,","34.69,",59.22,,,,,,,,,,,,,,,,
988,2001,16.0,"0.317,291.74,","82.78,","41.33,",62.05,,,,,,,,,,,,,,,,
989,2001,17.0,"0.336,292.96,","81.43,","53.29,",67.36,,,,,,,,,,,,,,,,
990,2001,18.0,"0.354,293.97,","80.85,","61.89,",71.37,,,,,,,,,,,,,,,,
991,2001,19.0,"0.367,294.68,","79.56,","74.01,",76.79,,,,,,,,,,,,,,,,
992,2001,20.0,"0.374,295.73,","78.05,","77.32,",77.69,,,,,,,,,,,,,,,,
993,2001,21.0,"0.373,296.57,","75.82,","76.75,",76.28,,,,,,,,,,,,,,,,
994,2001,22.0,"0.363,297.26,","70.99,","76.20,",73.59,,,,,,,,,,,,,,,,
995,2001,23.0,"0.347,297.99,","65.29,","73.77,",69.53,,,,,,,,,,,,,,,,
996,2001,24.0,"0.331,299.04,","59.98,","70.10,",65.04,,,,,,,,,,,,,,,,
997,2001,25.0,"0.311,300.39,","52.45,","65.24,",58.84,,,,,,,,,,,,,,,,
998,2001,26.0,"0.292,302.05,","45.36,","55.85,",50.61,,,,,,,,,,,,,,,,
999,2001,27.0,"0.274,303.62,","39.39,","46.04,",42.72,,,,,,,,,,,,,,,,
1000,2001,28.0,"0.257,304.96,","35.23,","36.55,",35.89,,,,,,,,,,,,,,,,
1001,2001,29.0,"0.244,305.88,","32.61,","29.48,",31.04,,,,,,,,,,,,,,,,
1002,2001,30.0,"0.234,306.74,","32.49,","21.73,",27.11,,,,,,,,,,,,,,,,
1003,2001,31.0,"0.227,307.10,","33.64,","17.64,",25.64,,,,,,,,,,,,,,,,
1004,2001,32.0,"0.216,306.44,","32.80,","19.50,",26.15,,,,,,,,,,,,,,,,
1005,2001,33.0,"0.209,305.69,","32.46,","21.66,",27.06,,,,,,,,,,,,,,,,
1006,2001,34.0,"0.205,304.67,","33.26,","24.16,",28.71,,,,,,,,,,,,,,,,
1007,2001,35.0,"0.201,302.85,","33.89,","29.60,",31.75,,,,,,,,,,,,,,,,
1008,2001,36.0,"0.200,300.84,","36.36,","31.58,",33.97,,,,,,,,,,,,,,,,
1009,2001,37.0,"0.199,298.92,","39.97,","32.42,",36.19,,,,,,,,,,,,,,,,
1010,2001,38.0,"0.200,297.24,","45.45,","31.63,",38.54,,,,,,,,,,,,,,,,
1011,2001,39.0,"0.200,295.18,","51.13,","33.47,",42.3,,,,,,,,,,,,,,,,
1012,2001,40.0,"0.198,292.76,","54.90,","35.91,",45.4,,,,,,,,,,,,,,,,
1013,2001,41.0,"0.195,290.26,","57.31,","35.06,",46.19,,,,,,,,,,,,,,,,
1014,2001,42.0,"0.191,287.78,","59.17,","32.34,",45.76,,,,,,,,,,,,,,,,
1015,2001,43.0,"0.185,285.30,","60.19,","31.87,",46.03,,,,,,,,,,,,,,,,
1016,2001,44.0,"0.171,282.08,","57.34,","32.24,",44.79,,,,,,,,,,,,,,,,
1017,2001,45.0,"0.152,278.43,","52.26,","38.66,",45.46,,,,,,,,,,,,,,,,
1018,2001,46.0,"0.133,275.49,","47.37,","42.31,",44.84,,,,,,,,,,,,,,,,
1019,2001,47.0,"0.119,272.32,","44.42,","48.79,",46.6,,,,,,,,,,,,,,,,
1020,2001,48.0,"0.103,268.83,","40.40,","54.75,",47.57,,,,,,,,,,,,,,,,
1021,2001,49.0,"0.092,266.22,","38.85,","56.13,",47.49,,,,,,,,,,,,,,,,
1022,2001,50.0,"0.086,264.63,","39.62,","54.39,",47.01,,,,,,,,,,,,,,,,
1023,2001,51.0,"0.082,264.00,","40.77,","50.15,",45.46,,,,,,,,,,,,,,,,
1024,2001,52.0,"0.077,263.00,","39.33,","49.96,",44.64,,,,,,,,,,,,,,,,
1025,2002,1.0,"0.073,262.83,","38.69,","49.64,",44.16,,,,,,,,,,,,,,,,
1026,2002,2.0,"0.073,264.14,","40.85,","43.51,",42.18,,,,,,,,,,,,,,,,
1027,2002,3.0,"0.081,266.65,","47.13,","34.33,",40.73,,,,,,,,,,,,,,,,
1028,2002,4.0,"0.089,269.70,","52.42,","25.68,",39.05,,,,,,,,,,,,,,,,
1029,2002,5.0,"0.094,272.26,","54.73,","19.06,",36.9,,,,,,,,,,,,,,,,
1030,2002,6.0,"0.105,274.99,","58.64,","14.45,",36.54,,,,,,,,,,,,,,,,
1031,2002,7.0,"0.125,278.20,","65.34,","9.66,",37.5,,,,,,,,,,,,,,,,
1032,2002,8.0,"0.142,280.24,","68.02,","9.73,",38.87,,,,,,,,,,,,,,,,
1033,2002,9.0,"0.158,282.04,","69.31,","10.81,",40.06,,,,,,,,,,,,,,,,
1034,2002,10.0,"0.172,284.06,","69.05,","11.75,",40.4,,,,,,,,,,,,,,,,
1035,2002,11.0,"0.191,286.28,","70.92,","9.16,",40.04,,,,,,,,,,,,,,,,
1036,2002,12.0,"0.211,288.35,","73.13,","8.12,",40.63,,,,,,,,,,,,,,,,
1037,2002,13.0,"0.231,290.11,","74.65,","10.49,",42.57,,,,,,,,,,,,,,,,
1038,2002,14.0,"0.252,291.63,","75.48,","13.87,",44.67,,,,,,,,,,,,,,,,
1039,2002,15.0,"0.272,293.18,","75.58,","16.93,",46.25,,,,,,,,,,,,,,,,
1040,2002,16.0,"0.294,294.93,","75.39,","18.66,",47.03,,,,,,,,,,,,,,,,
1041,2002,17.0,"0.318,296.84,","75.45,","19.77,",47.61,,,,,,,,,,,,,,,,
1042,2002,18.0,"0.336,298.44,","74.43,","20.65,",47.54,,,,,,,,,,,,,,,,
1043,2002,19.0,"0.348,299.93,","72.12,","23.15,",47.63,,,,,,,,,,,,,,,,
1044,2002,20.0,"0.352,301.15,","67.92,","25.88,",46.9,,,,,,,,,,,,,,,,
1045,2002,21.0,"0.345,301.72,","61.63,","31.33,",46.48,,,,,,,,,,,,,,,,
1046,2002,22.0,"0.327,302.19,","51.88,","34.60,",43.24,,,,,,,,,,,,,,,,
1047,2002,23.0,"0.309,302.62,","44.47,","35.21,",39.84,,,,,,,,,,,,,,,,
1048,2002,24.0,"0.291,303.29,","38.29,","33.92,",36.1,,,,,,,,,,,,,,,,
1049,2002,25.0,"0.277,304.44,","34.13,","30.40,",32.27,,,,,,,,,,,,,,,,
1050,2002,26.0,"0.261,305.33,","29.63,","28.26,",28.95,,,,,,,,,,,,,,,,
1051,2002,27.0,"0.245,305.95,","25.50,","27.37,",26.44,,,,,,,,,,,,,,,,
1052,2002,28.0,"0.232,306.25,","23.65,","26.64,",25.15,,,,,,,,,,,,,,,,
1053,2002,29.0,"0.220,305.75,","21.94,","30.85,",26.39,,,,,,,,,,,,,,,,
1054,2002,30.0,"0.215,304.88,","23.39,","36.67,",30.03,,,,,,,,,,,,,,,,
1055,2002,31.0,"0.216,304.11,","27.75,","41.09,",34.42,,,,,,,,,,,,,,,,
1056,2002,32.0,"0.219,303.28,","33.36,","44.66,",39.01,,,,,,,,,,,,,,,,
1057,2002,33.0,"0.222,302.37,","37.94,","48.79,",43.37,,,,,,,,,,,,,,,,
1058,2002,34.0,"0.220,301.13,","39.91,","54.70,",47.31,,,,,,,,,,,,,,,,
1059,2002,35.0,"0.215,299.38,","40.12,","61.47,",50.79,,,,,,,,,,,,,,,,
1060,2002,36.0,"0.211,297.56,","41.35,","62.81,",52.08,,,,,,,,,,,,,,,,
1061,2002,37.0,"0.207,295.50,","43.04,","66.30,",54.67,,,,,,,,,,,,,,,,
1062,2002,38.0,"0.204,293.01,","47.32,","76.52,",61.92,,,,,,,,,,,,,,,,
1063,2002,39.0,"0.206,290.86,","54.15,","80.84,",67.49,,,,,,,,,,,,,,,,
1064,2002,40.0,"0.209,289.71,","60.43,","68.88,",64.65,,,,,,,,,,,,,,,,
1065,2002,41.0,"0.207,287.89,","63.27,","59.92,",61.59,,,,,,,,,,,,,,,,
1066,2002,42.0,"0.202,285.33,","63.97,","56.17,",60.07,,,,,,,,,,,,,,,,
1067,2002,43.0,"0.193,282.67,","63.22,","53.90,",58.56,,,,,,,,,,,,,,,,
1068,2002,44.0,"0.185,280.12,","62.33,","47.03,",54.68,,,,,,,,,,,,,,,,
1069,2002,45.0,"0.175,277.75,","61.66,","44.29,",52.98,,,,,,,,,,,,,,,,
1070,2002,46.0,"0.168,275.12,","62.56,","46.12,",54.34,,,,,,,,,,,,,,,,
1071,2002,47.0,"0.165,272.57,","66.14,","49.14,",57.64,,,,,,,,,,,,,,,,
1072,2002,48.0,"0.167,271.07,","73.23,","45.82,",59.52,,,,,,,,,,,,,,,,
1073,2002,49.0,"0.160,269.20,","76.62,","44.68,",60.65,,,,,,,,,,,,,,,,
1074,2002,50.0,"0.152,267.21,","79.00,","45.03,",62.01,,,,,,,,,,,,,,,,
1075,2002,51.0,"0.139,265.05,","76.94,","46.78,",61.86,,,,,,,,,,,,,,,,
1076,2002,52.0,"0.124,264.47,","70.67,","44.58,",57.63,,,,,,,,,,,,,,,,
1077,2003,1.0,"0.106,264.47,","60.80,","43.04,",51.92,,,,,,,,,,,,,,,,
1078,2003,2.0,"0.085,263.50,","48.93,","45.08,",47.01,,,,,,,,,,,,,,,,
1079,2003,3.0,"0.069,262.23,","39.12,","49.30,",44.21,,,,,,,,,,,,,,,,
1080,2003,4.0,"0.058,261.61,","31.37,","53.00,",42.18,,,,,,,,,,,,,,,,
1081,2003,5.0,"0.049,261.51,","24.24,","55.81,",40.02,,,,,,,,,,,,,,,,
1082,2003,6.0,"0.043,261.76,","19.13,","60.96,",40.04,,,,,,,,,,,,,,,,
1083,2003,7.0,"0.040,262.32,","15.07,","66.79,",40.93,,,,,,,,,,,,,,,,
1084,2003,8.0,"0.041,263.88,","14.23,","69.37,",41.8,,,,,,,,,,,,,,,,
1085,2003,9.0,"0.048,266.81,","15.16,","68.66,",41.91,,,,,,,,,,,,,,,,
1086,2003,10.0,"0.056,270.09,","16.04,","66.22,",41.13,,,,,,,,,,,,,,,,
1087,2003,11.0,"0.071,273.83,","19.93,","61.49,",40.71,,,,,,,,,,,,,,,,
1088,2003,12.0,"0.087,277.89,","23.81,","55.88,",39.84,,,,,,,,,,,,,,,,
1089,2003,13.0,"0.103,282.28,","26.17,","48.29,",37.23,,,,,,,,,,,,,,,,
1090,2003,14.0,"0.119,286.20,","27.26,","42.22,",34.74,,,,,,,,,,,,,,,,
1091,2003,15.0,"0.137,289.78,","27.91,","36.84,",32.37,,,,,,,,,,,,,,,,
1092,2003,16.0,"0.155,293.05,","26.70,","31.62,",29.16,,,,,,,,,,,,,,,,
1093,2003,17.0,"0.176,296.39,","24.45,","23.53,",23.99,,,,,,,,,,,,,,,,
1094,2003,18.0,"0.198,299.59,","23.02,","12.52,",17.77,,,,,,,,,,,,,,,,
1095,2003,19.0,"0.218,301.85,","19.85,","10.26,",15.05,,,,,,,,,,,,,,,,
1096,2003,20.0,"0.236,303.43,","18.40,","10.67,",14.53,,,,,,,,,,,,,,,,
1097,2003,21.0,"0.250,304.27,","18.59,","13.43,",16.01,,,,,,,,,,,,,,,,
1098,2003,22.0,"0.259,304.73,","19.72,","16.46,",18.09,,,,,,,,,,,,,,,,
1099,2003,23.0,"0.263,304.48,","22.35,","21.71,",22.03,,,,,,,,,,,,,,,,
1100,2003,24.0,"0.264,303.85,","25.93,","30.23,",28.08,,,,,,,,,,,,,,,,
1101,2003,25.0,"0.267,303.27,","30.18,","40.97,",35.57,,,,,,,,,,,,,,,,
1102,2003,26.0,"0.270,302.44,","34.61,","52.92,",43.77,,,,,,,,,,,,,,,,
1103,2003,27.0,"0.273,301.58,","39.31,","62.91,",51.11,,,,,,,,,,,,,,,,
1104,2003,28.0,"0.279,300.95,","45.78,","67.96,",56.87,,,,,,,,,,,,,,,,
1105,2003,29.0,"0.289,300.56,","53.09,","71.16,",62.12,,,,,,,,,,,,,,,,
1106,2003,30.0,"0.297,300.63,","60.28,","69.51,",64.89,,,,,,,,,,,,,,,,
1107,2003,31.0,"0.305,300.71,","67.74,","66.90,",67.32,,,,,,,,,,,,,,,,
1108,2003,32.0,"0.306,300.82,","72.06,","63.36,",67.71,,,,,,,,,,,,,,,,
1109,2003,33.0,"0.300,301.04,","72.97,","58.98,",65.97,,,,,,,,,,,,,,,,
1110,2003,34.0,"0.290,300.58,","71.70,","58.55,",65.13,,,,,,,,,,,,,,,,
1111,2003,35.0,"0.275,299.93,","68.71,","55.40,",62.05,,,,,,,,,,,,,,,,
1112,2003,36.0,"0.259,298.90,","65.18,","49.26,",57.22,,,,,,,,,,,,,,,,
1113,2003,37.0,"0.243,297.68,","62.09,","44.40,",53.24,,,,,,,,,,,,,,,,
1114,2003,38.0,"0.227,296.28,","59.89,","42.05,",50.97,,,,,,,,,,,,,,,,
1115,2003,39.0,"0.210,294.07,","56.57,","45.77,",51.17,,,,,,,,,,,,,,,,
1116,2003,40.0,"0.192,291.74,","51.86,","47.05,",49.46,,,,,,,,,,,,,,,,
1117,2003,41.0,"0.176,289.76,","47.38,","40.54,",43.96,,,,,,,,,,,,,,,,
1118,2003,42.0,"0.160,286.78,","43.81,","41.57,",42.69,,,,,,,,,,,,,,,,
1119,2003,43.0,"0.144,283.84,","40.87,","43.40,",42.14,,,,,,,,,,,,,,,,
1120,2003,44.0,"0.128,280.76,","37.10,","41.22,",39.16,,,,,,,,,,,,,,,,
1121,2003,45.0,"0.107,278.33,","31.17,","39.55,",35.36,,,,,,,,,,,,,,,,
1122,2003,46.0,"0.090,275.55,","26.40,","42.41,",34.4,,,,,,,,,,,,,,,,
